,stock_code,release_date,report_year
1762,00107.HK,2019-03-28,2018
1763,08137.HK,2019-03-28,2018
1764,08052.HK,2019-03-28,2018
1765,08621.HK,2019-03-28,2018
1766,08151.HK,2019-03-28,2018
1767,00045.HK,2019-03-28,2018
1768,01398.HK,2019-03-28,2018
1769,00921.HK,2019-03-28,2018
1770,08205.HK,2019-03-28,2018
1771,08223.HK,2019-03-28,2018
1772,08147.HK,2019-03-28,2018
1773,08033.HK,2019-03-28,2018
1774,08308.HK,2019-03-28,2018
1775,08146.HK,2019-03-28,2018
1776,08462.HK,2019-03-28,2018
1777,08249.HK,2019-03-28,2018
1778,06818.HK,2019-03-28,2018
1779,08227.HK,2019-03-28,2018
1780,00991.HK,2019-03-28,2018
1781,02600.HK,2019-03-28,2018
1782,03958.HK,2019-03-28,2018
1783,02005.HK,2019-03-28,2018
1784,08311.HK,2019-03-28,2018
1785,00014.HK,2019-03-28,2018
1786,08483.HK,2019-03-28,2018
1787,08370.HK,2019-03-28,2018
1788,08357.HK,2019-03-28,2018
1789,02039.HK,2019-03-28,2018
1790,08246.HK,2019-03-28,2018
1791,08471.HK,2019-03-28,2018
1792,08271.HK,2019-03-28,2018
1793,08198.HK,2019-03-28,2018
1794,08120.HK,2019-03-28,2018
1795,08279.HK,2019-03-28,2018
1796,08081.HK,2019-03-28,2018
1797,01330.HK,2019-03-28,2018
1798,08285.HK,2019-03-28,2018
1799,08037.HK,2019-03-28,2018
1800,08313.HK,2019-03-28,2018
1801,08375.HK,2019-03-28,2018
1802,08051.HK,2019-03-28,2018
1803,08117.HK,2019-03-28,2018
1804,08070.HK,2019-03-28,2018
1805,08019.HK,2019-03-28,2018
1806,08018.HK,2019-03-28,2018
1807,00027.HK,2019-03-28,2018
1808,08480.HK,2019-03-28,2018
1809,08152.HK,2019-03-28,2018
1810,08286.HK,2019-03-29,2018
1811,01055.HK,2019-03-29,2018
1812,01618.HK,2019-03-29,2018
1813,08082.HK,2019-03-29,2018
1814,01786.HK,2019-03-29,2018
1815,01288.HK,2019-03-29,2018
1816,08133.HK,2019-03-29,2018
1817,01171.HK,2019-03-29,2018
1818,08368.HK,2019-03-29,2018
1819,03328.HK,2019-03-29,2018
1820,02208.HK,2019-03-29,2018
1821,08176.HK,2019-03-29,2018
1822,08419.HK,2019-03-29,2018
1823,08239.HK,2019-03-29,2018
1824,08237.HK,2019-03-29,2018
1825,06886.HK,2019-03-29,2018
1826,00390.HK,2019-03-29,2018
1827,01988.HK,2019-03-29,2018
1828,08348.HK,2019-03-29,2018
1829,08350.HK,2019-03-29,2018
1830,08112.HK,2019-03-29,2018
1831,08362.HK,2019-03-29,2018
1832,06898.HK,2019-03-29,2018
1833,08331.HK,2019-03-29,2018
1834,08073.HK,2019-03-29,2018
1835,08087.HK,2019-03-29,2018
1836,08150.HK,2019-03-29,2018
1837,08406.HK,2019-03-29,2018
1838,08310.HK,2019-03-29,2018
1839,08363.HK,2019-03-29,2018
1840,06099.HK,2019-03-29,2018
1841,08162.HK,2019-03-29,2018
1842,00812.HK,2019-03-29,2018
1843,08186.HK,2019-03-29,2018
1844,08123.HK,2019-03-29,2018
1845,01233.HK,2019-03-29,2018
1846,08196.HK,2019-03-29,2018
1847,06058.HK,2019-03-29,2018
1848,08267.HK,2019-03-29,2018
1849,03988.HK,2019-03-29,2018
1850,08430.HK,2019-03-29,2018
1851,00799.HK,2019-03-29,2018
1852,01970.HK,2019-03-31,2018
1853,06885.HK,2019-03-31,2018
1854,00432.HK,2019-04-01,2018
1855,03613.HK,2019-04-01,2018
1856,05093.HK,2019-04-01,2018
1857,05094.HK,2019-04-01,2018
1858,05542.HK,2019-04-01,2018
1859,00700.HK,2019-04-01,2018
1860,00804.HK,2019-04-01,2018
1861,00008.HK,2019-04-01,2018
1862,06823.HK,2019-04-01,2018
1863,00725.HK,2019-04-01,2018
1864,05873.HK,2019-04-01,2018
1865,01869.HK,2019-04-02,2018
1866,02777.HK,2019-04-02,2018
1867,01005.HK,2019-04-02,2018
1868,00894.HK,2019-04-02,2018
1869,02638.HK,2019-04-03,2018
1870,03323.HK,2019-04-03,2018
1871,02638.HK,2019-04-03,2018
1872,01836.HK,2019-04-03,2018
1873,02638.HK,2019-04-03,2018
1874,03833.HK,2019-04-03,2018
1875,01349.HK,2019-04-03,2018
1876,00230.HK,2019-04-03,2018
1877,00934.HK,2019-04-03,2018
1878,01098.HK,2019-04-03,2018
1879,00576.HK,2019-04-04,2018
1880,02383.HK,2019-04-04,2018
1881,06868.HK,2019-04-04,2018
1882,02638.HK,2019-04-04,2018
1883,00472.HK,2019-04-04,2018
1884,02858.HK,2019-04-04,2018
1885,00218.HK,2019-04-04,2018
1886,03389.HK,2019-04-04,2018
1887,00006.HK,2019-04-04,2018
1888,00916.HK,2019-04-04,2018
1889,00006.HK,2019-04-04,2018
1890,02239.HK,2019-04-07,2018
1891,00536.HK,2019-04-08,2018
1892,01816.HK,2019-04-08,2018
1893,00814.HK,2019-04-08,2018
1894,01038.HK,2019-04-08,2018
1895,01972.HK,2019-04-08,2018
1896,01810.HK,2019-04-08,2018
1897,03318.HK,2019-04-08,2018
1898,00531.HK,2019-04-08,2018
1899,01972.HK,2019-04-08,2018
1900,03978.HK,2019-04-08,2018
1901,02382.HK,2019-04-08,2018
1902,02283.HK,2019-04-08,2018
1903,00001.HK,2019-04-09,2018
1904,01498.HK,2019-04-09,2018
1905,00887.HK,2019-04-09,2018
1906,00639.HK,2019-04-09,2018
1907,00271.HK,2019-04-09,2018
1908,00194.HK,2019-04-09,2018
1909,01113.HK,2019-04-09,2018
1910,03737.HK,2019-04-09,2018
1911,00772.HK,2019-04-09,2018
1912,00808.HK,2019-04-09,2018
1913,00884.HK,2019-04-09,2018
1914,00827.HK,2019-04-09,2018
1915,06060.HK,2019-04-09,2018
1916,02038.HK,2019-04-09,2018
1917,00293.HK,2019-04-09,2018
1918,02357.HK,2019-04-09,2018
1919,00329.HK,2019-04-09,2018
1920,00695.HK,2019-04-10,2018
1921,00984.HK,2019-04-10,2018
1922,02331.HK,2019-04-10,2018
1923,00062.HK,2019-04-10,2018
1924,00146.HK,2019-04-10,2018
1925,00086.HK,2019-04-10,2018
1926,00929.HK,2019-04-10,2018
1927,01415.HK,2019-04-10,2018
1928,03368.HK,2019-04-10,2018
1929,01224.HK,2019-04-10,2018
1930,00728.HK,2019-04-10,2018
1931,02203.HK,2019-04-10,2018
1932,03919.HK,2019-04-10,2018
1933,00366.HK,2019-04-10,2018
1934,01549.HK,2019-04-10,2018
1935,00543.HK,2019-04-10,2018
1936,00087.HK,2019-04-10,2018
1937,00019.HK,2019-04-10,2018
1938,00533.HK,2019-04-10,2018
1939,00585.HK,2019-04-11,2018
1940,03690.HK,2019-04-11,2018
1941,00036.HK,2019-04-11,2018
1942,00347.HK,2019-04-11,2018
1943,00535.HK,2019-04-11,2018
1944,06066.HK,2019-04-11,2018
1945,01299.HK,2019-04-11,2018
1946,01263.HK,2019-04-11,2018
1947,00730.HK,2019-04-11,2018
1948,00883.HK,2019-04-11,2018
1949,01962.HK,2019-04-11,2018
1950,00351.HK,2019-04-11,2018
1951,02883.HK,2019-04-11,2018
1952,00240.HK,2019-04-11,2018
1953,00465.HK,2019-04-11,2018
1954,01666.HK,2019-04-11,2018
1955,00062.HK,2019-04-11,2018
1956,00563.HK,2019-04-11,2018
1957,03838.HK,2019-04-11,2018
1958,00610.HK,2019-04-11,2018
1959,00535.HK,2019-04-11,2018
1960,00028.HK,2019-04-12,2018
1961,00941.HK,2019-04-12,2018
1962,00045.HK,2019-04-12,2018
1963,01180.HK,2019-04-12,2018
1964,01199.HK,2019-04-12,2018
1965,01300.HK,2019-04-12,2018
1966,00032.HK,2019-04-12,2018
1967,00863.HK,2019-04-12,2018
1968,01083.HK,2019-04-12,2018
1969,00987.HK,2019-04-12,2018
1970,01721.HK,2019-04-12,2018
1971,01091.HK,2019-04-12,2018
1972,00540.HK,2019-04-12,2018
1973,00232.HK,2019-04-12,2018
1974,00832.HK,2019-04-12,2018
1975,03908.HK,2019-04-12,2018
1976,03628.HK,2019-04-12,2018
1977,03903.HK,2019-04-12,2018
1978,01715.HK,2019-04-12,2018
1979,00210.HK,2019-04-15,2018
1980,00511.HK,2019-04-15,2018
1981,00511.HK,2019-04-15,2018
1982,03315.HK,2019-04-15,2018
1983,00436.HK,2019-04-15,2018
1984,01579.HK,2019-04-15,2018
1985,01669.HK,2019-04-15,2018
1986,01447.HK,2019-04-15,2018
1987,01253.HK,2019-04-15,2018
1988,00352.HK,2019-04-15,2018
1989,02198.HK,2019-04-15,2018
1990,01456.HK,2019-04-15,2018
1991,03380.HK,2019-04-15,2018
1992,00830.HK,2019-04-15,2018
1993,00272.HK,2019-04-15,2018
1994,08169.HK,2019-04-15,2018
1995,00322.HK,2019-04-15,2018
1996,01396.HK,2019-04-15,2018
1997,02028.HK,2019-04-15,2018
1998,02337.HK,2019-04-16,2018
1999,00720.HK,2019-04-16,2018
2000,01345.HK,2019-04-16,2018
2001,01725.HK,2019-04-16,2018
2002,00947.HK,2019-04-16,2018
2003,02339.HK,2019-04-16,2018
2004,01808.HK,2019-04-16,2018
2005,00876.HK,2019-04-16,2018
2006,00857.HK,2019-04-16,2018
2007,00936.HK,2019-04-16,2018
2008,00118.HK,2019-04-16,2018
2009,00771.HK,2019-04-16,2018
2010,00872.HK,2019-04-16,2018
2011,01911.HK,2019-04-16,2018
2012,01215.HK,2019-04-16,2018
2013,00111.HK,2019-04-17,2018
2014,00373.HK,2019-04-17,2018
2015,01388.HK,2019-04-17,2018
2016,01543.HK,2019-04-17,2018
2017,06116.HK,2019-04-17,2018
2018,00800.HK,2019-04-17,2018
2019,00662.HK,2019-04-17,2018
2020,01626.HK,2019-04-17,2018
2021,01478.HK,2019-04-17,2018
2022,01706.HK,2019-04-17,2018
2023,03709.HK,2019-04-17,2018
2024,02340.HK,2019-04-17,2018
2025,00926.HK,2019-04-17,2018
2026,00952.HK,2019-04-17,2018
2027,00050.HK,2019-04-17,2018
2028,01137.HK,2019-04-17,2018
2029,01771.HK,2019-04-17,2018
2030,01749.HK,2019-04-17,2018
2031,03688.HK,2019-04-17,2018
2032,00431.HK,2019-04-17,2018
2033,03886.HK,2019-04-17,2018
2034,03393.HK,2019-04-17,2018
2035,06188.HK,2019-04-17,2018
2036,02356.HK,2019-04-17,2018
2037,03883.HK,2019-04-17,2018
2038,00697.HK,2019-04-17,2018
2039,02369.HK,2019-04-17,2018
2040,00859.HK,2019-04-17,2018
2041,00450.HK,2019-04-17,2018
2042,02262.HK,2019-04-17,2018
2043,01612.HK,2019-04-17,2018
2044,03616.HK,2019-04-17,2018
2045,00878.HK,2019-04-17,2018
2046,00229.HK,2019-04-17,2018
2047,01148.HK,2019-04-17,2018
2048,01208.HK,2019-04-17,2018
2049,01385.HK,2019-04-17,2018
2050,03888.HK,2019-04-17,2018
2051,00206.HK,2019-04-17,2018
2052,03939.HK,2019-04-17,2018
2053,00653.HK,2019-04-17,2018
2054,00440.HK,2019-04-17,2018
2055,00173.HK,2019-04-17,2018
2056,02086.HK,2019-04-17,2018
2057,00212.HK,2019-04-17,2018
2058,02196.HK,2019-04-17,2018
2059,00709.HK,2019-04-17,2018
2060,01232.HK,2019-04-17,2018
2061,00260.HK,2019-04-18,2018
2062,01105.HK,2019-04-18,2018
2063,00295.HK,2019-04-18,2018
2064,00822.HK,2019-04-18,2018
2065,01996.HK,2019-04-18,2018
2066,00003.HK,2019-04-18,2018
2067,02380.HK,2019-04-18,2018
2068,00852.HK,2019-04-18,2018
2069,00012.HK,2019-04-18,2018
2070,01065.HK,2019-04-18,2018
2071,00438.HK,2019-04-18,2018
2072,02018.HK,2019-04-18,2018
2073,03623.HK,2019-04-18,2018
2074,02327.HK,2019-04-18,2018
2075,06128.HK,2019-04-18,2018
2076,01831.HK,2019-04-18,2018
2077,00826.HK,2019-04-18,2018
2078,01022.HK,2019-04-18,2018
2079,00575.HK,2019-04-18,2018
2080,01289.HK,2019-04-18,2018
2081,01332.HK,2019-04-18,2018
2082,01308.HK,2019-04-18,2018
2083,00097.HK,2019-04-18,2018
2084,00031.HK,2019-04-18,2018
2085,00267.HK,2019-04-18,2018
2086,00357.HK,2019-04-18,2018
2087,02188.HK,2019-04-18,2018
2088,00752.HK,2019-04-18,2018
2089,03332.HK,2019-04-18,2018
2090,01305.HK,2019-04-18,2018
2091,01722.HK,2019-04-18,2018
2092,00339.HK,2019-04-18,2018
2093,06830.HK,2019-04-18,2018
2094,01992.HK,2019-04-18,2018
2095,03301.HK,2019-04-18,2018
2096,01938.HK,2019-04-18,2018
2097,00538.HK,2019-04-18,2018
2098,06833.HK,2019-04-22,2018
2099,01986.HK,2019-04-23,2018
2100,00484.HK,2019-04-23,2018
2101,00069.HK,2019-04-23,2018
2102,02222.HK,2019-04-23,2018
2103,00166.HK,2019-04-23,2018
2104,00676.HK,2019-04-23,2018
2105,01773.HK,2019-04-23,2018
2106,06862.HK,2019-04-23,2018
2107,03329.HK,2019-04-23,2018
2108,06108.HK,2019-04-23,2018
2109,01835.HK,2019-04-23,2018
2110,03689.HK,2019-04-23,2018
2111,01731.HK,2019-04-23,2018
2112,02799.HK,2019-04-23,2018
2113,01576.HK,2019-04-23,2018
2114,01241.HK,2019-04-23,2018
2115,01568.HK,2019-04-23,2018
2116,06036.HK,2019-04-23,2018
2117,03328.HK,2019-04-23,2018
2118,01882.HK,2019-04-23,2018
2119,00222.HK,2019-04-23,2018
2120,00181.HK,2019-04-23,2018
2121,01683.HK,2019-04-23,2018
2122,00628.HK,2019-04-23,2018
2123,00871.HK,2019-04-23,2018
2124,02699.HK,2019-04-23,2018
2125,01675.HK,2019-04-23,2018
2126,00956.HK,2019-04-23,2018
2127,01520.HK,2019-04-23,2018
2128,00902.HK,2019-04-23,2018
2129,00528.HK,2019-04-23,2018
2130,00180.HK,2019-04-23,2018
2131,03326.HK,2019-04-23,2018
2132,00719.HK,2019-04-23,2018
2133,01813.HK,2019-04-23,2018
2134,00975.HK,2019-04-23,2018
2135,00532.HK,2019-04-23,2018
2136,01979.HK,2019-04-23,2018
2137,00207.HK,2019-04-23,2018
2138,00776.HK,2019-04-23,2018
2139,01577.HK,2019-04-23,2018
2140,06878.HK,2019-04-23,2018
2141,03302.HK,2019-04-24,2018
2142,00082.HK,2019-04-24,2018
2143,00622.HK,2019-04-24,2018
2144,03983.HK,2019-04-24,2018
2145,00200.HK,2019-04-24,2018
2146,03382.HK,2019-04-24,2018
2147,00471.HK,2019-04-24,2018
2148,02342.HK,2019-04-24,2018
2149,01420.HK,2019-04-24,2018
2150,02330.HK,2019-04-24,2018
2151,01592.HK,2019-04-24,2018
2152,00726.HK,2019-04-24,2018
2153,01587.HK,2019-04-24,2018
2154,00116.HK,2019-04-24,2018
2155,00544.HK,2019-04-24,2018
2156,02588.HK,2019-04-24,2018
2157,02880.HK,2019-04-24,2018
2158,00379.HK,2019-04-24,2018
2159,01789.HK,2019-04-24,2018
2160,00831.HK,2019-04-24,2018
2161,01739.HK,2019-04-24,2018
2162,02313.HK,2019-04-24,2018
2163,00506.HK,2019-04-24,2018
2164,06880.HK,2019-04-24,2018
2165,01358.HK,2019-04-24,2018
2166,01629.HK,2019-04-24,2018
2167,00620.HK,2019-04-24,2018
2168,00458.HK,2019-04-24,2018
2169,00974.HK,2019-04-24,2018
2170,01297.HK,2019-04-24,2018
2171,01206.HK,2019-04-25,2018
2172,00256.HK,2019-04-25,2018
2173,00953.HK,2019-04-25,2018
2174,01766.HK,2019-04-25,2018
2175,00588.HK,2019-04-25,2018
2176,00117.HK,2019-04-25,2018
2177,00764.HK,2019-04-25,2018
2178,01526.HK,2019-04-25,2018
2179,02377.HK,2019-04-25,2018
2180,00551.HK,2019-04-25,2018
2181,02068.HK,2019-04-25,2018
2182,00693.HK,2019-04-25,2018
2183,01522.HK,2019-04-25,2018
2184,01265.HK,2019-04-25,2018
2185,01787.HK,2019-04-25,2018
2186,03700.HK,2019-04-25,2018
2187,01132.HK,2019-04-25,2018
2188,01450.HK,2019-04-25,2018
2189,02116.HK,2019-04-25,2018
2190,06869.HK,2019-04-25,2018
2191,01508.HK,2019-04-25,2018
2192,00500.HK,2019-04-25,2018
2193,03699.HK,2019-04-25,2018
2194,02338.HK,2019-04-25,2018
2195,00670.HK,2019-04-25,2018
2196,01658.HK,2019-04-25,2018
2197,00356.HK,2019-04-25,2018
2198,00308.HK,2019-04-25,2018
2199,00038.HK,2019-04-25,2018
2200,01097.HK,2019-04-25,2018
2201,00517.HK,2019-04-25,2018
2202,00724.HK,2019-04-25,2018
2203,00299.HK,2019-04-25,2018
2204,02100.HK,2019-04-25,2018
2205,01370.HK,2019-04-25,2018
2206,01696.HK,2019-04-25,2018
2207,06189.HK,2019-04-25,2018
2208,00103.HK,2019-04-25,2018
2209,00239.HK,2019-04-25,2018
2210,01980.HK,2019-04-25,2018
2211,00428.HK,2019-04-25,2018
2212,03330.HK,2019-04-25,2018
2213,00811.HK,2019-04-25,2018
2214,06890.HK,2019-04-25,2018
2215,00065.HK,2019-04-25,2018
2216,00995.HK,2019-04-25,2018
2217,01583.HK,2019-04-25,2018
2218,01765.HK,2019-04-25,2018
2219,00542.HK,2019-04-25,2018
2220,01099.HK,2019-04-25,2018
2221,02798.HK,2019-04-25,2018
2222,00983.HK,2019-04-25,2018
2223,00410.HK,2019-04-25,2018
2224,00881.HK,2019-04-25,2018
2225,00707.HK,2019-04-25,2018
2226,02166.HK,2019-04-25,2018
2227,00757.HK,2019-04-25,2018
2228,01010.HK,2019-04-25,2018
2229,01495.HK,2019-04-25,2018
2230,00915.HK,2019-04-25,2018
2231,01767.HK,2019-04-25,2018
2232,02869.HK,2019-04-25,2018
2233,00630.HK,2019-04-25,2018
2234,01255.HK,2019-04-25,2018
2235,01868.HK,2019-04-25,2018
2236,02258.HK,2019-04-25,2018
2237,02023.HK,2019-04-25,2018
2238,03698.HK,2019-04-25,2018
2239,00554.HK,2019-04-25,2018
2240,03773.HK,2019-04-25,2018
2241,03813.HK,2019-04-25,2018
2242,01200.HK,2019-04-26,2018
2243,00583.HK,2019-04-26,2018
2244,01114.HK,2019-04-26,2018
2245,00586.HK,2019-04-26,2018
2246,01695.HK,2019-04-26,2018
2247,00459.HK,2019-04-26,2018
2248,02399.HK,2019-04-26,2018
2249,03869.HK,2019-04-26,2018
2250,00187.HK,2019-04-26,2018
2251,00675.HK,2019-04-26,2018
2252,00400.HK,2019-04-26,2018
2253,05567.HK,2019-04-26,2018
2254,00434.HK,2019-04-26,2018
2255,00059.HK,2019-04-26,2018
2256,05310.HK,2019-04-26,2018
2257,05311.HK,2019-04-26,2018
2258,05367.HK,2019-04-26,2018
2259,05379.HK,2019-04-26,2018
2260,05580.HK,2019-04-26,2018
2261,05602.HK,2019-04-26,2018
2262,05626.HK,2019-04-26,2018
2263,00882.HK,2019-04-26,2018
2264,05821.HK,2019-04-26,2018
2265,00568.HK,2019-04-26,2018
2266,00982.HK,2019-04-26,2018
2267,02359.HK,2019-04-26,2018
2268,01856.HK,2019-04-26,2018
2269,05855.HK,2019-04-26,2018
2270,00708.HK,2019-04-26,2018
2271,00115.HK,2019-04-26,2018
2272,01202.HK,2019-04-26,2018
2273,01196.HK,2019-04-26,2018
2274,03900.HK,2019-04-26,2018
2275,00910.HK,2019-04-26,2018
2276,01439.HK,2019-04-26,2018
2277,00553.HK,2019-04-26,2018
2278,01121.HK,2019-04-26,2018
2279,01247.HK,2019-04-26,2018
2280,01452.HK,2019-04-26,2018
2281,03788.HK,2019-04-26,2018
2282,00613.HK,2019-04-26,2018
2283,03363.HK,2019-04-26,2018
2284,02866.HK,2019-04-26,2018
2285,01578.HK,2019-04-26,2018
2286,03606.HK,2019-04-26,2018
2287,02877.HK,2019-04-26,2018
2288,01357.HK,2019-04-26,2018
2289,00327.HK,2019-04-26,2018
2290,02269.HK,2019-04-26,2018
2291,01561.HK,2019-04-26,2018
2292,00370.HK,2019-04-26,2018
2293,02178.HK,2019-04-26,2018
2294,00413.HK,2019-04-26,2018
2295,00758.HK,2019-04-26,2018
2296,01183.HK,2019-04-26,2018
2297,01372.HK,2019-04-26,2018
2298,01418.HK,2019-04-26,2018
2299,02336.HK,2019-04-26,2018
2300,01432.HK,2019-04-26,2018
2301,00556.HK,2019-04-26,2018
2302,01610.HK,2019-04-26,2018
2303,00658.HK,2019-04-26,2018
2304,00833.HK,2019-04-26,2018
2305,00286.HK,2019-04-26,2018
2306,00623.HK,2019-04-26,2018
2307,01761.HK,2019-04-26,2018
2308,00176.HK,2019-04-26,2018
2309,06038.HK,2019-04-26,2018
2310,00264.HK,2019-04-26,2018
2311,00009.HK,2019-04-26,2018
2312,02323.HK,2019-04-26,2018
2313,01115.HK,2019-04-26,2018
2314,02011.HK,2019-04-26,2018
2315,01417.HK,2019-04-26,2018
2316,03808.HK,2019-04-26,2018
2317,00851.HK,2019-04-26,2018
2318,01751.HK,2019-04-26,2018
2319,00099.HK,2019-04-26,2018
2320,00719.HK,2019-04-26,2018
2321,01826.HK,2019-04-26,2018
2322,01251.HK,2019-04-26,2018
2323,05755.HK,2019-04-26,2018
2324,00196.HK,2019-04-26,2018
2325,00369.HK,2019-04-26,2018
2326,03366.HK,2019-04-26,2018
2327,00701.HK,2019-04-26,2018
2328,00619.HK,2019-04-26,2018
2329,00098.HK,2019-04-26,2018
2330,02349.HK,2019-04-26,2018
2331,01736.HK,2019-04-26,2018
2332,00656.HK,2019-04-26,2018
2333,00149.HK,2019-04-26,2018
2334,00906.HK,2019-04-26,2018
2335,00144.HK,2019-04-26,2018
2336,02371.HK,2019-04-26,2018
2337,01399.HK,2019-04-26,2018
2338,01932.HK,2019-04-26,2018
2339,01069.HK,2019-04-26,2018
2340,01157.HK,2019-04-26,2018
2341,00136.HK,2019-04-26,2018
2342,01680.HK,2019-04-26,2018
2343,02048.HK,2019-04-26,2018
2344,00365.HK,2019-04-26,2018
2345,01515.HK,2019-04-26,2018
2346,02320.HK,2019-04-26,2018
2347,06122.HK,2019-04-28,2018
2348,02362.HK,2019-04-29,2018
2349,02728.HK,2019-04-29,2018
2350,00145.HK,2019-04-29,2018
2351,06160.HK,2019-04-29,2018
2352,00510.HK,2019-04-29,2018
2353,01282.HK,2019-04-29,2018
2354,00861.HK,2019-04-29,2018
2355,02002.HK,2019-04-29,2018
2356,02298.HK,2019-04-29,2018
2357,01185.HK,2019-04-29,2018
2358,00760.HK,2019-04-29,2018
2359,02051.HK,2019-04-29,2018
2360,00055.HK,2019-04-29,2018
2361,00636.HK,2019-04-29,2018
2362,00605.HK,2019-04-29,2018
2363,01312.HK,2019-04-29,2018
2364,02255.HK,2019-04-29,2018
2365,00988.HK,2019-04-29,2018
2366,01278.HK,2019-04-29,2018
2367,01750.HK,2019-04-29,2018
2368,00600.HK,2019-04-29,2018
2369,00880.HK,2019-04-29,2018
2370,01898.HK,2019-04-29,2018
2371,00834.HK,2019-04-29,2018
2372,00091.HK,2019-04-29,2018
2373,00007.HK,2019-04-29,2018
2374,01798.HK,2019-04-29,2018
2375,00718.HK,2019-04-29,2018
2376,01459.HK,2019-04-29,2018
2377,00550.HK,2019-04-29,2018
2378,00564.HK,2019-04-29,2018
2379,01638.HK,2019-04-29,2018
2380,01026.HK,2019-04-29,2018
2381,01008.HK,2019-04-29,2018
2382,01707.HK,2019-04-29,2018
2383,00582.HK,2019-04-29,2018
2384,01004.HK,2019-04-29,2018
2385,00993.HK,2019-04-29,2018
2386,00715.HK,2019-04-29,2018
2387,02700.HK,2019-04-29,2018
2388,03899.HK,2019-04-29,2018
2389,03313.HK,2019-04-29,2018
2390,00512.HK,2019-04-29,2018
2391,01822.HK,2019-04-29,2018
2392,01049.HK,2019-04-29,2018
2393,00632.HK,2019-04-29,2018
2394,00696.HK,2019-04-29,2018
2395,01186.HK,2019-04-29,2018
2396,01728.HK,2019-04-29,2018
2397,02768.HK,2019-04-29,2018
2398,00489.HK,2019-04-29,2018
2399,01918.HK,2019-04-29,2018
2400,08411.HK,2019-04-29,2018
2401,02225.HK,2019-04-29,2018
2402,01011.HK,2019-04-29,2018
2403,01397.HK,2019-04-29,2018
2404,01037.HK,2019-04-29,2018
2405,01395.HK,2019-04-29,2018
2406,00998.HK,2019-04-29,2018
2407,02108.HK,2019-04-29,2018
2408,01102.HK,2019-04-29,2018
2409,01598.HK,2019-04-29,2018
2410,06866.HK,2019-04-29,2018
2411,01978.HK,2019-04-29,2018
2412,02779.HK,2019-04-29,2018
2413,03300.HK,2019-04-29,2018
2414,01380.HK,2019-04-29,2018
2415,00710.HK,2019-04-29,2018
2416,06162.HK,2019-04-29,2018
2417,00422.HK,2019-04-29,2018
2418,00360.HK,2019-04-29,2018
2419,01094.HK,2019-04-29,2018
2420,00108.HK,2019-04-29,2018
2421,00733.HK,2019-04-29,2018
2422,00128.HK,2019-04-29,2018
2423,00888.HK,2019-04-29,2018
2424,00289.HK,2019-04-29,2018
2425,01387.HK,2019-04-29,2018
2426,01080.HK,2019-04-29,2018
2427,06828.HK,2019-04-29,2018
2428,02666.HK,2019-04-29,2018
2429,03339.HK,2019-04-29,2018
2430,01285.HK,2019-04-29,2018
2431,00337.HK,2019-04-29,2018
2432,00689.HK,2019-04-29,2018
2433,00901.HK,2019-04-29,2018
2434,02112.HK,2019-04-29,2018
2435,01759.HK,2019-04-29,2018
2436,00102.HK,2019-04-29,2018
2437,01371.HK,2019-04-29,2018
2438,00889.HK,2019-04-29,2018
2439,00990.HK,2019-04-29,2018
2440,01101.HK,2019-04-29,2018
2441,01020.HK,2019-04-29,2018
2442,01129.HK,2019-04-29,2018
2443,00487.HK,2019-04-29,2018
2444,00505.HK,2019-04-29,2018
2445,01063.HK,2019-04-29,2018
2446,00235.HK,2019-04-29,2018
2447,01145.HK,2019-04-29,2018
2448,01066.HK,2019-04-29,2018
2449,01176.HK,2019-04-29,2018
2450,06899.HK,2019-04-29,2018
2451,01858.HK,2019-04-29,2018
2452,01119.HK,2019-04-29,2018
2453,01359.HK,2019-04-29,2018
2454,00875.HK,2019-04-29,2018
2455,01636.HK,2019-04-29,2018
2456,02286.HK,2019-04-29,2018
2457,00139.HK,2019-04-29,2018
2458,01720.HK,2019-04-29,2018
2459,01532.HK,2019-04-29,2018
2460,00489.HK,2019-04-29,2018
2461,06860.HK,2019-04-29,2018
2462,01207.HK,2019-04-30,2018
2463,00439.HK,2019-04-30,2018
2464,01900.HK,2019-04-30,2018
2465,00387.HK,2019-04-30,2018
2466,01062.HK,2019-04-30,2018
2467,01866.HK,2019-04-30,2018
2468,01907.HK,2019-04-30,2018
2469,00245.HK,2019-04-30,2018
2470,00980.HK,2019-04-30,2018
2471,01141.HK,2019-04-30,2018
2472,01000.HK,2019-04-30,2018
2473,02355.HK,2019-04-30,2018
2474,01383.HK,2019-04-30,2018
2475,01800.HK,2019-04-30,2018
2476,01281.HK,2019-04-30,2018
2477,01393.HK,2019-04-30,2018
2478,03333.HK,2019-04-30,2018
2479,00913.HK,2019-04-30,2018
2480,02892.HK,2019-04-30,2018
2481,06836.HK,2019-04-30,2018
2482,01258.HK,2019-04-30,2018
2483,00712.HK,2019-04-30,2018
2484,00755.HK,2019-04-30,2018
2485,01530.HK,2019-04-30,2018
2486,01003.HK,2019-04-30,2018
2487,00354.HK,2019-04-30,2018
2488,02608.HK,2019-04-30,2018
2489,02025.HK,2019-04-30,2018
2490,02623.HK,2019-04-30,2018
2491,00316.HK,2019-04-30,2018
2492,00433.HK,2019-04-30,2018
2493,01027.HK,2019-04-30,2018
2494,00593.HK,2019-04-30,2018
2495,00668.HK,2019-04-30,2018
2496,02789.HK,2019-04-30,2018
2497,03836.HK,2019-04-30,2018
