,stock_code,release_date,report_year
9283,06078.HK,2022-05-27,2021
9284,03658.HK,2022-05-27,2021
9285,01527.HK,2022-05-27,2021
9286,08027.HK,2022-05-27,2021
9287,02381.HK,2022-05-27,2021
9288,01203.HK,2022-05-27,2021
9289,06913.HK,2022-05-27,2021
9290,00265.HK,2022-05-27,2021
9291,01803.HK,2022-05-27,2021
9292,02088.HK,2022-05-27,2021
9293,01572.HK,2022-05-27,2021
9294,01439.HK,2022-05-27,2021
9295,01853.HK,2022-05-27,2021
9296,02669.HK,2022-05-27,2021
9297,00557.HK,2022-05-27,2021
9298,02066.HK,2022-05-27,2021
9299,02127.HK,2022-05-27,2021
9300,00326.HK,2022-05-27,2021
9301,03718.HK,2022-05-27,2021
9302,03913.HK,2022-05-27,2021
9303,01889.HK,2022-05-27,2021
9304,01134.HK,2022-05-27,2021
9305,00288.HK,2022-05-27,2021
9306,00334.HK,2022-05-27,2021
9307,02558.HK,2022-05-27,2021
9308,02111.HK,2022-05-27,2021
9309,00658.HK,2022-05-27,2021
9310,01792.HK,2022-05-27,2021
9311,01351.HK,2022-05-27,2021
9312,01458.HK,2022-05-27,2021
9313,01266.HK,2022-05-27,2021
9314,01272.HK,2022-05-27,2021
9315,06100.HK,2022-05-27,2021
9316,00606.HK,2022-05-27,2021
9317,01966.HK,2022-05-27,2021
9318,00753.HK,2022-05-27,2021
9319,01252.HK,2022-05-27,2021
9320,09983.HK,2022-05-27,2021
9321,01762.HK,2022-05-27,2021
9322,08283.HK,2022-05-27,2021
9323,01745.HK,2022-05-27,2021
9324,01895.HK,2022-05-27,2021
9325,01068.HK,2022-05-27,2021
9326,00023.HK,2022-05-27,2021
9327,08179.HK,2022-05-27,2021
9328,00978.HK,2022-05-27,2021
9329,00605.HK,2022-05-27,2021
9330,00311.HK,2022-05-27,2021
9331,01855.HK,2022-05-27,2021
9332,00019.HK,2022-05-27,2021
9333,00087.HK,2022-05-27,2021
9334,00893.HK,2022-05-27,2021
9335,00004.HK,2022-05-27,2021
9336,08148.HK,2022-05-27,2021
9337,03808.HK,2022-05-27,2021
9338,08247.HK,2022-05-27,2021
9339,00380.HK,2022-05-27,2021
9340,01051.HK,2022-05-27,2021
9341,01156.HK,2022-05-27,2020
9342,02099.HK,2022-05-27,2021
9343,02768.HK,2022-05-27,2021
9344,09939.HK,2022-05-27,2021
9345,01811.HK,2022-05-27,2021
9346,02878.HK,2022-05-27,2021
9347,01188.HK,2022-05-27,2021
9348,01818.HK,2022-05-27,2021
9349,06193.HK,2022-05-27,2021
9350,00579.HK,2022-05-27,2021
9351,00482.HK,2022-05-27,2021
9352,00393.HK,2022-05-27,2021
9353,01681.HK,2022-05-27,2021
9354,00081.HK,2022-05-27,2021
9355,01959.HK,2022-05-27,2021
9356,02289.HK,2022-05-27,2021
9357,00227.HK,2022-05-27,2021
9358,08377.HK,2022-05-27,2021
9359,00106.HK,2022-05-27,2021
9360,03828.HK,2022-05-27,2021
9361,00258.HK,2022-05-27,2021
9362,00865.HK,2022-05-27,2021
9363,06158.HK,2022-05-27,2021
9364,02885.HK,2022-05-27,2021
9365,01372.HK,2022-05-27,2021
9366,02126.HK,2022-05-27,2021
9367,00420.HK,2022-05-27,2021
9368,01030.HK,2022-05-27,2021
9369,01072.HK,2022-05-27,2021
9370,00460.HK,2022-05-27,2021
9371,03319.HK,2022-05-27,2021
9372,00200.HK,2022-05-29,2021
9373,06098.HK,2022-05-29,2021
9374,00013.HK,2022-05-30,2021
9375,01580.HK,2022-05-30,2021
9376,01761.HK,2022-05-30,2021
9377,08063.HK,2022-05-30,2021
9378,00312.HK,2022-05-30,2021
9379,03633.HK,2022-05-30,2021
9380,01165.HK,2022-05-30,2021
9381,08076.HK,2022-05-30,2021
9382,03348.HK,2022-05-30,2021
9383,00270.HK,2022-05-30,2021
9384,01617.HK,2022-05-30,2021
9385,03323.HK,2022-05-30,2021
9386,06626.HK,2022-05-30,2021
9387,00631.HK,2022-05-30,2021
9388,00095.HK,2022-05-30,2021
9389,09936.HK,2022-05-30,2021
9390,08139.HK,2022-05-30,2021
9391,00837.HK,2022-05-30,2021
9392,00602.HK,2022-05-30,2021
9393,01993.HK,2022-05-30,2021
9394,01812.HK,2022-05-30,2021
9395,01476.HK,2022-05-30,2021
9396,00698.HK,2022-05-30,2021
9397,08113.HK,2022-05-30,2021
9398,03798.HK,2022-05-30,2021
9399,00034.HK,2022-05-30,2021
9400,01011.HK,2022-05-30,2021
9401,00596.HK,2022-05-30,2021
9402,00123.HK,2022-05-30,2021
9403,00090.HK,2022-05-30,2021
9404,06038.HK,2022-05-30,2021
9405,02599.HK,2022-05-30,2021
9406,02352.HK,2022-05-30,2021
9407,01110.HK,2022-05-30,2021
9408,08188.HK,2022-05-30,2021
9409,01122.HK,2022-05-30,2021
9410,01240.HK,2022-05-30,2021
9411,08281.HK,2022-05-30,2021
9412,08607.HK,2022-05-30,2021
9413,01782.HK,2022-05-30,2021
9414,02009.HK,2022-05-30,2021
9415,01987.HK,2022-05-30,2021
9416,00950.HK,2022-05-30,2021
9417,01941.HK,2022-05-30,2021
9418,01052.HK,2022-05-30,2021
9419,01463.HK,2022-05-30,2021
9420,01961.HK,2022-05-30,2021
9421,02078.HK,2022-05-30,2021
9422,01528.HK,2022-05-30,2021
9423,09956.HK,2022-05-30,2021
9424,00152.HK,2022-05-30,2021
9425,00694.HK,2022-05-30,2021
9426,01518.HK,2022-05-30,2021
9427,01760.HK,2022-05-30,2021
9428,02727.HK,2022-05-30,2021
9429,02382.HK,2022-05-30,2021
9430,00348.HK,2022-05-30,2021
9431,09968.HK,2022-05-30,2021
9432,06839.HK,2022-05-30,2021
9433,00816.HK,2022-05-30,2021
9434,01569.HK,2022-05-30,2021
9435,00063.HK,2022-05-30,2021
9436,02370.HK,2022-05-30,2021
9437,03322.HK,2022-05-30,2021
9438,02146.HK,2022-05-30,2021
9439,08333.HK,2022-05-30,2021
9440,00762.HK,2022-05-30,2021
9441,06622.HK,2022-05-30,2021
9442,09616.HK,2022-05-30,2021
9443,01916.HK,2022-05-30,2021
9444,06618.HK,2022-05-30,2021
9445,01194.HK,2022-05-30,2021
9446,01057.HK,2022-05-30,2021
9447,01385.HK,2022-05-30,2021
9448,00732.HK,2022-05-30,2021
9449,00663.HK,2022-05-30,2021
9450,00683.HK,2022-05-30,2021
9451,03309.HK,2022-05-30,2021
9452,01269.HK,2022-05-30,2021
9453,02013.HK,2022-05-30,2021
9454,00124.HK,2022-05-30,2021
9455,08416.HK,2022-05-30,2021
9456,02319.HK,2022-05-30,2021
9457,06136.HK,2022-05-30,2021
9458,02668.HK,2022-05-30,2021
9459,03668.HK,2022-05-30,2021
9460,00175.HK,2022-05-30,2021
9461,00419.HK,2022-05-30,2020
9462,00117.HK,2022-05-30,2021
9463,00716.HK,2022-05-30,2021
9464,08178.HK,2022-05-30,2021
9465,02698.HK,2022-05-30,2021
9466,06133.HK,2022-05-30,2021
9467,01184.HK,2022-05-30,2021
9468,03336.HK,2022-05-30,2021
9469,00828.HK,2022-05-30,2021
9470,09979.HK,2022-05-30,2021
9471,00291.HK,2022-05-30,2021
9472,00960.HK,2022-05-30,2021
9473,01301.HK,2022-05-30,2021
9474,01034.HK,2022-05-30,2021
9475,01378.HK,2022-05-30,2021
9476,01747.HK,2022-05-30,2021
9477,01293.HK,2022-05-30,2021
9478,01540.HK,2022-05-30,2021
9479,01545.HK,2022-05-30,2021
9480,01127.HK,2022-05-30,2021
9481,01832.HK,2022-05-30,2021
9482,02618.HK,2022-05-30,2021
9483,06123.HK,2022-05-30,2021
9484,08073.HK,2022-05-30,2021
9485,01606.HK,2022-05-30,2021
9486,02223.HK,2022-05-30,2021
9487,01138.HK,2022-05-30,2021
9488,00750.HK,2022-05-30,2021
9489,03301.HK,2022-05-30,2021
9490,00148.HK,2022-05-30,2021
9491,01888.HK,2022-05-30,2021
9492,00588.HK,2022-05-30,2021
9493,06186.HK,2022-05-30,2021
9494,00813.HK,2022-05-30,2021
9495,00951.HK,2022-05-31,2021
9496,09982.HK,2022-05-31,2021
9497,08191.HK,2022-05-31,2021
9498,01262.HK,2022-05-31,2021
9499,09995.HK,2022-05-31,2021
9500,02060.HK,2022-05-31,2021
9501,03868.HK,2022-05-31,2021
9502,00573.HK,2022-05-31,2021
9503,00079.HK,2022-05-31,2021
9504,01556.HK,2022-05-31,2021
9505,03600.HK,2022-05-31,2021
9506,00853.HK,2022-05-31,2021
9507,01968.HK,2022-05-31,2021
9508,06083.HK,2022-05-31,2021
9509,01940.HK,2022-05-31,2020
9510,01516.HK,2022-05-31,2021
9511,00371.HK,2022-05-31,2021
9512,01328.HK,2022-05-31,2021
9513,01940.HK,2022-05-31,2021
9514,00254.HK,2022-05-31,2021
9515,00627.HK,2022-05-31,2021
9516,00385.HK,2022-05-31,2021
9517,02128.HK,2022-05-31,2021
9518,01991.HK,2022-05-31,2021
9519,01302.HK,2022-05-31,2021
9520,00807.HK,2022-05-31,2021
9521,02007.HK,2022-05-31,2021
9522,02048.HK,2022-05-31,2021
9523,00691.HK,2022-05-31,2021
9524,09916.HK,2022-05-31,2021
9525,01225.HK,2022-05-31,2021
9526,02150.HK,2022-05-31,2021
9527,02179.HK,2022-05-31,2021
9528,01837.HK,2022-05-31,2021
9529,08659.HK,2022-05-31,2021
9530,01615.HK,2022-05-31,2021
9531,00872.HK,2022-05-31,2021
9532,06611.HK,2022-05-31,2021
9533,06939.HK,2022-05-31,2021
9534,00205.HK,2022-05-31,2021
9535,00925.HK,2022-05-31,2021
9536,01949.HK,2022-05-31,2021
9537,00120.HK,2022-05-31,2021
9538,02623.HK,2022-05-31,2021
9539,06896.HK,2022-05-31,2021
9540,00377.HK,2022-05-31,2021
9541,06899.HK,2022-05-31,2021
9542,00078.HK,2022-05-31,2021
9543,00617.HK,2022-05-31,2021
9544,00355.HK,2022-05-31,2021
9545,00976.HK,2022-05-31,2021
9546,01292.HK,2022-05-31,2021
9547,02423.HK,2022-05-31,2021
9548,02307.HK,2022-05-31,2021
9549,00968.HK,2022-05-31,2021
9550,06608.HK,2022-05-31,2021
9551,01198.HK,2022-05-31,2021
9552,01620.HK,2022-05-31,2021
9553,03303.HK,2022-05-31,2021
9554,00815.HK,2022-05-31,2021
9555,01238.HK,2022-05-31,2021
9556,06900.HK,2022-05-31,2021
9557,08203.HK,2022-05-31,2021
9558,02236.HK,2022-05-31,2021
9559,09928.HK,2022-05-31,2021
9560,01927.HK,2022-05-31,2021
9561,00486.HK,2022-05-31,2021
9562,01918.HK,2022-05-31,2021
9563,03331.HK,2022-05-31,2021
9564,00039.HK,2022-05-31,2021
9565,08128.HK,2022-05-31,2021
9566,08159.HK,2022-05-31,2021
9567,01461.HK,2022-05-31,2021
9568,08328.HK,2022-05-31,2021
9569,00257.HK,2022-05-31,2021
9570,01600.HK,2022-05-31,2021
9571,01282.HK,2022-05-31,2021
9572,02728.HK,2022-05-31,2021
9573,08305.HK,2022-05-31,2021
9574,06855.HK,2022-05-31,2021
9575,03666.HK,2022-05-31,2021
9576,08391.HK,2022-05-31,2021
9577,00608.HK,2022-05-31,2021
9578,01381.HK,2022-05-31,2021
9579,00330.HK,2022-05-31,2021
9580,01753.HK,2022-05-31,2021
9581,01216.HK,2022-05-31,2021
9582,01257.HK,2022-05-31,2021
9583,01815.HK,2022-05-31,2021
9584,08232.HK,2022-05-31,2021
9585,01152.HK,2022-05-31,2021
9586,00913.HK,2022-05-31,2021
9587,01268.HK,2022-05-31,2021
9588,01503.HK,2022-05-31,2021
9589,03800.HK,2022-05-31,2021
9590,02096.HK,2022-05-31,2021
9591,06655.HK,2022-05-31,2021
9592,08045.HK,2022-05-31,2021
9593,00868.HK,2022-05-31,2021
9594,01925.HK,2022-05-31,2021
9595,00412.HK,2022-05-31,2021
9596,00228.HK,2022-05-31,2021
9597,08510.HK,2022-05-31,2021
9598,08035.HK,2022-05-31,2021
9599,01857.HK,2022-05-31,2021
9600,06036.HK,2022-05-31,2021
9601,01066.HK,2022-05-31,2021
9602,08646.HK,2022-05-31,2021
9603,08187.HK,2022-05-31,2021
9604,03738.HK,2022-05-31,2021
9605,00707.HK,2022-05-31,2021
9606,09923.HK,2022-05-31,2021
9607,01099.HK,2022-05-31,2021
9608,02616.HK,2022-05-31,2021
9609,04618.HK,2022-05-31,2021
9610,01551.HK,2022-05-31,2021
9611,00381.HK,2022-05-31,2021
9612,02738.HK,2022-05-31,2021
9613,09966.HK,2022-05-31,2021
9614,01400.HK,2022-05-31,2021
9615,00871.HK,2022-05-31,2021
9616,01575.HK,2022-05-31,2021
9617,00138.HK,2022-05-31,2021
9618,01159.HK,2022-05-31,2021
9619,00966.HK,2022-05-31,2021
9620,02789.HK,2022-05-31,2021
9621,01231.HK,2022-05-31,2021
9622,09909.HK,2022-05-31,2021
9623,03686.HK,2022-05-31,2021
9624,02607.HK,2022-05-31,2021
9625,06088.HK,2022-05-31,2021
9626,01981.HK,2022-05-31,2021
9627,02772.HK,2022-05-31,2021
9628,40357.HK,2022-05-31,2021
9629,02159.HK,2022-05-31,2021
9630,40259.HK,2022-05-31,2021
9631,05280.HK,2022-05-31,2021
9632,05279.HK,2022-05-31,2021
9633,01128.HK,2022-05-31,2021
9634,01521.HK,2022-05-31,2021
9635,01177.HK,2022-05-31,2021
9636,02722.HK,2022-05-31,2021
9637,06966.HK,2022-05-31,2021
9638,02363.HK,2022-05-31,2021
9639,09668.HK,2022-05-31,2021
9640,01712.HK,2022-05-31,2021
9641,01146.HK,2022-05-31,2021
9642,00873.HK,2022-05-31,2021
9643,40102.HK,2022-05-31,2021
9644,00589.HK,2022-05-31,2021
9645,00261.HK,2022-05-31,2021
9646,03363.HK,2022-05-31,2021
9647,06138.HK,2022-05-31,2021
9648,01995.HK,2022-05-31,2021
9649,00547.HK,2022-05-31,2021
9650,01821.HK,2022-05-31,2021
9651,00001.HK,2022-05-31,2021
9652,00884.HK,2022-05-31,2021
9653,02117.HK,2022-05-31,2021
9654,02265.HK,2022-05-31,2021
9655,03337.HK,2022-05-31,2021
9656,00425.HK,2022-05-31,2021
9657,00604.HK,2022-05-31,2021
9658,01117.HK,2022-05-31,2021
9659,02205.HK,2022-05-31,2021
9660,01708.HK,2022-05-31,2021
9661,00230.HK,2022-05-31,2021
9662,06816.HK,2022-05-31,2021
9663,00272.HK,2022-05-31,2021
9664,02358.HK,2022-05-31,2021
9665,00419.HK,2022-05-31,2021
9666,01239.HK,2022-05-31,2021
9667,00609.HK,2022-05-31,2021
9668,00522.HK,2022-05-31,2021
9669,00467.HK,2022-05-31,2021
9670,01530.HK,2022-05-31,2021
9671,00626.HK,2022-05-31,2021
9672,01205.HK,2022-05-31,2021
9673,00643.HK,2022-05-31,2021
9674,00392.HK,2022-05-31,2021
9675,03398.HK,2022-05-31,2021
9676,06190.HK,2022-05-31,2021
9677,00251.HK,2022-05-31,2021
9678,00702.HK,2022-05-31,2021
9679,00681.HK,2022-05-31,2021
9680,08172.HK,2022-05-31,2021
9681,02215.HK,2022-05-31,2021
9682,06998.HK,2022-05-31,2021
9683,08491.HK,2022-05-31,2021
9684,07836.HK,2022-05-31,2021
9685,04836.HK,2022-05-31,2021
9686,01168.HK,2022-05-31,2021
9687,01490.HK,2022-05-31,2021
9688,01153.HK,2022-05-31,2021
9689,03603.HK,2022-05-31,2021
9690,02282.HK,2022-05-31,2021
9691,01529.HK,2022-05-31,2021
9692,01802.HK,2022-05-31,2021
9693,01115.HK,2022-05-31,2021
9694,06069.HK,2022-05-31,2021
9695,00969.HK,2022-05-31,2021
9696,09993.HK,2022-05-31,2021
9697,01181.HK,2022-05-31,2021
9698,00679.HK,2022-05-31,2021
9699,08270.HK,2022-05-31,2021
9700,06690.HK,2022-05-31,2021
9701,06199.HK,2022-05-31,2021
9702,00154.HK,2022-05-31,2021
9703,02186.HK,2022-05-31,2021
9704,06888.HK,2022-05-31,2021
9705,01788.HK,2022-05-31,2021
9706,09889.HK,2022-05-31,2021
9707,00096.HK,2022-05-31,2021
9708,00521.HK,2022-05-31,2021
9709,00373.HK,2022-05-31,2021
9710,01858.HK,2022-05-31,2021
9711,08489.HK,2022-05-31,2021
9712,01697.HK,2022-05-31,2021
9713,01093.HK,2022-05-31,2021
9714,08049.HK,2022-05-31,2021
9715,00845.HK,2022-05-31,2021
9716,02608.HK,2022-05-31,2021
9717,01201.HK,2022-05-31,2021
9718,01340.HK,2022-05-31,2021
9719,00981.HK,2022-05-31,2021
9720,06989.HK,2022-05-31,2021
9721,02380.HK,2022-05-31,2021
9722,01189.HK,2022-05-31,2021
9723,03933.HK,2022-05-31,2021
9724,02348.HK,2022-05-31,2021
9725,01298.HK,2022-05-31,2021
9726,03990.HK,2022-05-31,2021
9727,00069.HK,2022-05-31,2021
9728,01813.HK,2022-05-31,2021
9729,00817.HK,2022-05-31,2021
9730,01209.HK,2022-05-31,2021
9731,06677.HK,2022-05-31,2021
9732,09626.HK,2022-05-31,2021
9733,08238.HK,2022-05-31,2021
9734,02329.HK,2022-05-31,2021
9735,01881.HK,2022-05-31,2021
9736,01851.HK,2022-05-31,2021
9737,00167.HK,2022-06-01,2021
9738,00142.HK,2022-06-01,2021
9739,01210.HK,2022-06-01,2021
9740,09608.HK,2022-06-01,2021
9741,00757.HK,2022-06-01,2021
9742,01801.HK,2022-06-01,2021
9743,08623.HK,2022-06-01,2021
9744,01676.HK,2022-06-02,2021
9745,08535.HK,2022-06-06,2021
9746,00303.HK,2022-06-08,2022
9747,01999.HK,2022-06-08,2022
9748,01376.HK,2022-06-09,2020
9749,00542.HK,2022-06-10,2021
9750,02323.HK,2022-06-10,2021
9751,00396.HK,2022-06-15,2021
9752,01929.HK,2022-06-16,2022
9753,00738.HK,2022-06-16,2022
9754,00823.HK,2022-06-16,2021
9755,08210.HK,2022-06-20,2022
9756,02699.HK,2022-06-20,2021
9757,02680.HK,2022-06-22,2021
9758,08036.HK,2022-06-23,2021
9759,01416.HK,2022-06-23,2022
9760,08439.HK,2022-06-23,2021
9761,08217.HK,2022-06-23,2022
9762,08206.HK,2022-06-24,2021
9763,01780.HK,2022-06-24,2022
9764,08372.HK,2022-06-24,2022
9765,08476.HK,2022-06-24,2022
9766,08307.HK,2022-06-27,2021
9767,08392.HK,2022-06-27,2021
9768,08136.HK,2022-06-27,2021
9769,08121.HK,2022-06-27,2022
9770,08635.HK,2022-06-27,2022
9771,08092.HK,2022-06-27,2021
9772,01616.HK,2022-06-27,2021
9773,01243.HK,2022-06-27,2022
9774,08173.HK,2022-06-28,2021
9775,08401.HK,2022-06-28,2021
9776,00767.HK,2022-06-28,2021
9777,08098.HK,2022-06-28,2022
9778,06663.HK,2022-06-28,2022
9779,08080.HK,2022-06-28,2021
9780,08241.HK,2022-06-28,2022
9781,08473.HK,2022-06-28,2021
9782,08053.HK,2022-06-29,2021
9783,08213.HK,2022-06-29,2021
9784,08609.HK,2022-06-29,2022
9785,08026.HK,2022-06-29,2021
9786,08315.HK,2022-06-29,2022
9787,08050.HK,2022-06-29,2022
9788,08537.HK,2022-06-29,2021
9789,08069.HK,2022-06-29,2021
9790,08413.HK,2022-06-29,2022
9791,08631.HK,2022-06-29,2021
9792,08091.HK,2022-06-29,2021
9793,08616.HK,2022-06-29,2021
9794,08545.HK,2022-06-29,2022
9795,08309.HK,2022-06-29,2022
9796,08057.HK,2022-06-29,2021
9797,01156.HK,2022-06-29,2021
9798,08132.HK,2022-06-29,2022
9799,08532.HK,2022-06-29,2022
9800,08160.HK,2022-06-29,2022
9801,08269.HK,2022-06-30,2022
9802,08030.HK,2022-06-30,2021
9803,08603.HK,2022-06-30,2021
9804,00712.HK,2022-06-30,2021
9805,06918.HK,2022-06-30,2021
9806,08317.HK,2022-06-30,2021
9807,08181.HK,2022-06-30,2021
9808,08455.HK,2022-06-30,2022
9809,08432.HK,2022-06-30,2021
9810,08619.HK,2022-06-30,2022
9811,08125.HK,2022-06-30,2021
9812,08482.HK,2022-06-30,2021
9813,08275.HK,2022-06-30,2022
9814,08423.HK,2022-06-30,2022
9815,08062.HK,2022-06-30,2022
9816,06889.HK,2022-06-30,2022
9817,08448.HK,2022-06-30,2022
9818,08150.HK,2022-07-04,2021
9819,00341.HK,2022-07-05,2021
9820,00241.HK,2022-07-05,2022
9821,02683.HK,2022-07-06,2021
9822,02347.HK,2022-07-06,2021
9823,01455.HK,2022-07-07,2021
9824,01410.HK,2022-07-07,2021
9825,08536.HK,2022-07-08,2021
9826,00423.HK,2022-07-08,2021
9827,01094.HK,2022-07-08,2021
9828,00912.HK,2022-07-11,2021
9829,03818.HK,2022-07-11,2021
9830,01389.HK,2022-07-11,2022
9831,00637.HK,2022-07-12,2021
9832,06829.HK,2022-07-12,2021
9833,03938.HK,2022-07-12,2021
9834,00927.HK,2022-07-12,2021
9835,03822.HK,2022-07-12,2022
9836,08511.HK,2022-07-12,2022
9837,01162.HK,2022-07-13,2022
9838,00113.HK,2022-07-13,2022
9839,00204.HK,2022-07-13,2022
9840,00296.HK,2022-07-13,2021
9841,00163.HK,2022-07-13,2021
9842,01314.HK,2022-07-13,2022
9843,00018.HK,2022-07-14,2022
9844,01473.HK,2022-07-14,2022
9845,01123.HK,2022-07-14,2021
9846,00237.HK,2022-07-14,2022
9847,00372.HK,2022-07-14,2022
9848,09900.HK,2022-07-14,2021
9849,00403.HK,2022-07-14,2021
9850,01413.HK,2022-07-15,2021
9851,01757.HK,2022-07-15,2021
9852,02326.HK,2022-07-15,2021
9853,01001.HK,2022-07-15,2021
9854,01428.HK,2022-07-15,2021
9855,01680.HK,2022-07-15,2021
9856,08218.HK,2022-07-15,2022
9857,01213.HK,2022-07-15,2021
9858,01557.HK,2022-07-15,2022
9859,01651.HK,2022-07-15,2021
9860,02221.HK,2022-07-15,2022
9861,00084.HK,2022-07-15,2022
9862,03860.HK,2022-07-15,2021
9863,01783.HK,2022-07-15,2022
9864,00279.HK,2022-07-15,2021
9865,01170.HK,2022-07-18,2022
9866,00480.HK,2022-07-18,2021
9867,08326.HK,2022-07-18,2022
9868,00426.HK,2022-07-18,2021
9869,08425.HK,2022-07-18,2022
9870,06063.HK,2022-07-18,2022
9871,01273.HK,2022-07-19,2022
9872,00650.HK,2022-07-19,2022
9873,00320.HK,2022-07-19,2021
9874,00989.HK,2022-07-19,2021
9875,02360.HK,2022-07-19,2021
9876,00638.HK,2022-07-20,2022
9877,01469.HK,2022-07-20,2022
9878,00064.HK,2022-07-20,2022
9879,00922.HK,2022-07-20,2022
9880,00343.HK,2022-07-20,2022
9881,08011.HK,2022-07-20,2021
9882,00442.HK,2022-07-20,2022
9883,00711.HK,2022-07-20,2021
9884,01867.HK,2022-07-20,2022
9885,01854.HK,2022-07-20,2022
9886,01546.HK,2022-07-20,2022
9887,01025.HK,2022-07-20,2022
9888,01897.HK,2022-07-20,2021
9889,00088.HK,2022-07-20,2022
9890,00335.HK,2022-07-20,2022
9891,01630.HK,2022-07-20,2022
9892,03998.HK,2022-07-21,2021
9893,00768.HK,2022-07-21,2022
9894,01827.HK,2022-07-21,2021
9895,00280.HK,2022-07-21,2022
9896,00105.HK,2022-07-21,2021
9897,01547.HK,2022-07-21,2021
9898,00266.HK,2022-07-21,2021
9899,09913.HK,2022-07-21,2022
9900,01235.HK,2022-07-21,2022
9901,00406.HK,2022-07-21,2022
9902,01500.HK,2022-07-21,2022
9903,01711.HK,2022-07-21,2021
9904,00464.HK,2022-07-21,2022
9905,00114.HK,2022-07-21,2022
9906,06182.HK,2022-07-21,2022
9907,08347.HK,2022-07-22,2022
9908,00384.HK,2022-07-22,2021
9909,01402.HK,2022-07-22,2022
9910,00310.HK,2022-07-22,2021
9911,01825.HK,2022-07-22,2021
9912,03997.HK,2022-07-22,2021
9913,01662.HK,2022-07-22,2021
9914,00178.HK,2022-07-22,2021
9915,00784.HK,2022-07-22,2022
9916,01637.HK,2022-07-22,2021
9917,01737.HK,2022-07-22,2022
9918,00616.HK,2022-07-22,2022
9919,00309.HK,2022-07-22,2021
9920,03998.HK,2022-07-22,2021
9921,01985.HK,2022-07-22,2022
9922,03816.HK,2022-07-22,2022
9923,02080.HK,2022-07-22,2022
9924,06033.HK,2022-07-22,2021
9925,01627.HK,2022-07-25,2022
9926,00057.HK,2022-07-25,2021
9927,00398.HK,2022-07-25,2022
9928,00234.HK,2022-07-25,2022
9929,00731.HK,2022-07-25,2022
9930,00147.HK,2022-07-25,2021
9931,00918.HK,2022-07-25,2021
9932,00345.HK,2022-07-25,2021
9933,01460.HK,2022-07-25,2021
9934,00677.HK,2022-07-25,2022
9935,01982.HK,2022-07-25,2022
9936,01955.HK,2022-07-26,2021
9937,01323.HK,2022-07-26,2021
9938,02153.HK,2022-07-26,2022
9939,01060.HK,2022-07-26,2021
9940,00621.HK,2022-07-26,2022
9941,00970.HK,2022-07-26,2022
9942,01796.HK,2022-07-26,2022
9943,03878.HK,2022-07-26,2022
9944,00025.HK,2022-07-26,2022
9945,09938.HK,2022-07-26,2021
9946,01668.HK,2022-07-26,2021
9947,00298.HK,2022-07-26,2022
9948,01939.HK,2022-07-26,2022
9949,00618.HK,2022-07-26,2021
9950,01499.HK,2022-07-26,2022
9951,02663.HK,2022-07-26,2022
9952,00199.HK,2022-07-26,2021
9953,01632.HK,2022-07-26,2022
9954,00150.HK,2022-07-26,2021
9955,00567.HK,2022-07-26,2021
9956,06858.HK,2022-07-26,2021
9957,01160.HK,2022-07-26,2021
9958,02633.HK,2022-07-27,2022
9959,01182.HK,2022-07-27,2021
9960,00518.HK,2022-07-27,2022
9961,01013.HK,2022-07-27,2022
9962,01140.HK,2022-07-27,2021
9963,01536.HK,2022-07-27,2021
9964,01406.HK,2022-07-27,2022
9965,00202.HK,2022-07-27,2022
9966,00599.HK,2022-07-27,2021
9967,02161.HK,2022-07-27,2022
9968,06639.HK,2022-07-27,2021
9969,00370.HK,2022-07-27,2021
9970,01716.HK,2022-07-27,2022
9971,01591.HK,2022-07-28,2022
9972,08118.HK,2022-07-28,2022
9973,02682.HK,2022-07-28,2022
9974,01260.HK,2022-07-28,2022
9975,02288.HK,2022-07-28,2022
9976,02708.HK,2022-07-28,2022
9977,01942.HK,2022-07-28,2021
9978,01468.HK,2022-07-28,2022
9979,00129.HK,2022-07-28,2022
9980,00211.HK,2022-07-28,2021
9981,00292.HK,2022-07-28,2022
9982,00214.HK,2022-07-28,2022
9983,01663.HK,2022-07-28,2021
9984,01653.HK,2022-07-28,2022
9985,00037.HK,2022-07-28,2022
9986,00789.HK,2022-07-28,2021
9987,06893.HK,2022-07-28,2021
9988,02158.HK,2022-07-28,2022
9989,00858.HK,2022-07-28,2022
9990,02193.HK,2022-07-28,2022
9991,00923.HK,2022-07-28,2022
9992,00854.HK,2022-07-28,2022
9993,00508.HK,2022-07-28,2022
9994,02031.HK,2022-07-28,2021
9995,00497.HK,2022-07-28,2022
9996,02263.HK,2022-07-28,2021
9997,00367.HK,2022-07-28,2022
9998,01124.HK,2022-07-28,2021
9999,03638.HK,2022-07-28,2022
10000,01613.HK,2022-07-28,2022
10001,00290.HK,2022-07-28,2022
10002,01693.HK,2022-07-28,2022
10003,00595.HK,2022-07-28,2022
10004,02230.HK,2022-07-28,2022
10005,00938.HK,2022-07-28,2022
10006,00252.HK,2022-07-28,2021
10007,01647.HK,2022-07-28,2022
10008,01172.HK,2022-07-28,2022
10009,00723.HK,2022-07-28,2021
10010,00401.HK,2022-07-28,2021
10011,00278.HK,2022-07-28,2022
10012,03728.HK,2022-07-28,2022
10013,00526.HK,2022-07-29,2022
10014,01718.HK,2022-07-29,2021
10015,01319.HK,2022-07-29,2022
10016,01657.HK,2022-07-29,2022
10017,00224.HK,2022-07-29,2021
10018,01933.HK,2022-07-29,2022
