file_name,positive,negative,net_value,total_words,business,cc_words,environment_word,gen_word,philanthrophy,product,sh_value_value,value_cr_value,labor_relation_value,labor_cost_value,health_value,evaluation_value,demo_value,diversity_value,attract_value,net_ratio,posi_ratio,nega_ratio,name,year
3996.HK,4,5,79,6,3,0,5,3,11,0,0,0,11,2,9,3,7,5,3,59,38,42,03996.pdf,44
0665.HK,5,7,78,8,5,5,4,2,6,0,0,0,6,6,4,2,12,7,5,56,43,49,00665.pdf,44
3866.HK,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,03866.pdf,44
1738.HK,2,4,79,4,3,1,4,1,1,0,0,0,1,4,7,1,7,4,3,49,34,52,01738.pdf,44
0560.HK,6,6,80,6,2,3,4,2,1,0,0,4,1,2,4,2,12,6,2,63,56,47,00560.pdf,44
1213.HK,2,4,80,3,2,1,2,1,1,0,0,0,1,2,3,1,6,3,2,45,35,58,01213.pdf,44
0353.HK,3,4,81,5,2,0,2,2,1,0,0,0,1,6,4,2,7,5,2,65,39,36,00353.pdf,44
3399.HK,10,9,80,15,5,7,8,0,11,0,0,4,11,6,9,0,13,11,5,71,42,30,03399.pdf,44
0396.HK,1,2,82,2,1,1,2,0,1,0,0,0,1,1,2,0,2,2,1,64,41,39,00396.pdf,44
0274.HK,2,4,79,4,1,1,2,0,0,0,0,0,0,6,7,0,7,5,1,51,31,48,00274.pdf,44
2016.HK,6,7,78,9,2,1,2,0,14,0,0,4,14,5,2,0,13,9,2,61,38,40,02016.pdf,44
1185.HK,6,3,84,5,2,2,2,0,1,0,0,0,1,4,7,0,5,4,2,80,76,38,01185.pdf,44
8425.HK,4,4,81,3,2,1,2,0,1,0,0,0,1,4,4,0,4,3,2,62,72,57,08425.pdf,44
0334.HK,11,11,77,12,4,0,4,3,1,0,0,0,1,12,16,3,16,14,4,63,55,47,00334.pdf,44
8191.HK,2,2,82,3,0,0,2,0,4,0,0,0,4,5,2,0,6,3,0,66,50,41,08191.pdf,44
0489.HK,20,21,72,27,10,12,12,4,8,0,0,0,8,13,19,4,22,23,10,65,47,40,00489.pdf,44
8128.HK,4,2,84,4,1,1,2,0,0,0,0,0,0,3,5,0,8,4,1,83,66,29,08128.pdf,44
1112.HK,9,9,79,13,5,3,5,2,3,0,0,9,3,13,7,2,14,15,5,67,42,35,01112.pdf,44
8100.HK,3,3,81,4,2,0,1,0,4,0,0,4,4,4,5,0,7,4,2,65,46,39,08100.pdf,44
0245.HK,2,6,77,4,3,1,4,1,4,0,0,0,4,5,4,1,6,5,3,37,36,68,00245.pdf,44
1446.HK,7,7,79,10,6,4,8,3,6,0,0,0,6,4,7,3,11,10,6,66,40,36,01446.pdf,44
8270.HK,0,1,82,2,0,0,0,0,0,0,0,0,0,1,3,0,2,1,0,55,23,39,08270.pdf,44
0687.HK,3,8,76,7,5,3,7,0,0,0,0,0,0,2,7,0,7,6,5,45,34,57,00687.pdf,44
1303.HK,4,6,79,6,4,2,4,2,1,0,0,0,1,5,6,2,9,6,4,55,43,50,01303.pdf,44
0691.HK,2,3,80,4,2,0,3,1,0,0,0,0,0,4,5,1,3,4,2,57,32,42,00691.pdf,44
0547.HK,2,5,79,4,2,2,3,1,3,0,0,0,3,4,5,1,6,4,2,48,35,54,00547.pdf,44
0574.HK,7,7,79,8,5,2,7,3,4,0,0,0,4,3,7,3,7,6,5,63,52,45,00574.pdf,44
0393.HK,7,7,79,10,2,3,3,2,1,0,0,0,1,2,4,2,9,10,2,65,44,39,00393.pdf,44
8159.HK,6,8,78,9,5,2,6,1,0,0,0,0,0,7,12,1,8,10,5,61,42,42,08159.pdf,44
2380.HK,7,7,79,8,3,13,8,1,3,0,0,0,3,1,9,1,9,6,3,61,54,48,02380.pdf,44
0072.HK,6,6,80,7,4,7,5,4,1,0,0,0,1,6,3,4,13,8,4,62,50,45,00072.pdf,44
8113.HK,1,1,83,1,1,0,1,0,0,0,0,0,0,1,1,0,4,2,1,63,47,43,08113.pdf,44
1058.HK,2,2,83,4,2,0,3,0,0,0,0,4,0,11,4,0,4,4,2,71,40,29,01058.pdf,44
3377.HK,16,15,77,30,6,9,8,12,20,0,0,4,20,14,9,12,22,28,6,72,33,25,03377.pdf,44
2099.HK,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,02099.pdf,44
0663.HK,4,6,78,6,4,3,5,2,1,0,0,0,1,6,6,2,7,6,4,53,49,55,00663.pdf,44
0753.HK,40,23,88,34,13,11,14,6,4,0,0,4,4,9,21,6,41,30,13,82,72,34,00753.pdf,44
2039.HK,14,10,83,15,4,3,7,6,4,0,0,4,4,7,12,6,13,11,4,77,58,32,02039.pdf,44
1588.HK,18,7,90,13,2,1,4,5,1,0,0,0,1,8,4,5,14,14,2,92,82,28,01588.pdf,44
0762.HK,53,33,86,52,12,4,6,11,6,0,0,0,6,29,13,11,48,42,12,79,63,32,00762.pdf,44
0268.HK,8,7,81,12,3,5,5,4,6,0,0,9,6,8,4,4,17,12,3,71,40,30,00268.pdf,44
0291.HK,12,11,79,19,6,5,9,0,9,33,33,4,9,12,12,0,13,12,6,71,39,29,00291.pdf,44
2000.HK,4,9,74,10,6,3,5,1,1,0,0,0,1,3,9,1,13,10,6,52,26,44,02000.pdf,44
0205.HK,2,2,82,3,2,2,2,0,0,0,0,0,0,2,3,0,7,3,2,64,40,38,00205.pdf,44
3899.HK,7,7,79,8,4,1,4,3,1,0,0,14,1,5,10,3,10,8,4,64,52,44,03899.pdf,44
0329.HK,2,2,82,2,1,0,1,0,6,0,0,0,6,2,2,0,3,3,1,57,56,54,00329.pdf,44
0966.HK,42,33,76,43,12,3,4,4,1,33,33,4,1,25,21,4,45,41,12,73,61,38,00966.pdf,44
1030.HK,10,9,80,14,4,4,5,0,1,33,33,14,1,11,4,0,11,12,4,70,44,33,01030.pdf,44
0893.HK,6,7,78,8,3,2,5,2,0,0,0,0,0,2,7,2,7,7,3,59,49,48,00893.pdf,44
0809.HK,6,13,70,13,4,2,7,1,0,0,0,0,0,7,10,1,13,8,4,48,29,50,00809.pdf,44
1316.HK,8,7,80,8,8,7,9,7,6,0,0,14,6,4,8,7,8,6,8,67,56,43,01316.pdf,44
3311.HK,21,26,65,32,9,7,14,8,16,0,0,0,16,20,20,8,34,27,9,61,41,42,03311.pdf,44
8286.HK,1,1,83,1,1,0,1,0,0,0,0,0,0,1,3,0,3,1,1,67,53,40,08286.pdf,44
1928.HK,15,16,75,17,8,6,18,9,12,0,0,4,12,8,9,9,12,18,8,64,53,45,01928.pdf,44
8066.HK,5,8,77,7,4,1,4,3,1,0,0,0,1,5,9,3,12,8,4,52,45,54,08066.pdf,44
6822.HK,4,7,76,6,3,2,3,1,8,0,0,0,8,6,6,1,11,6,3,47,37,56,06822.pdf,44
3383.HK,6,5,82,7,2,3,6,3,8,0,0,0,8,5,6,3,6,8,2,71,53,36,03383.pdf,44
1008.HK,4,6,79,6,4,0,6,4,0,0,0,0,0,6,8,4,6,6,4,59,43,45,01008.pdf,44
0765.HK,2,4,80,4,2,2,4,1,1,0,0,0,1,4,6,1,6,3,2,56,42,49,00765.pdf,44
1194.HK,4,5,79,7,3,0,3,2,0,0,0,0,0,7,6,2,6,5,3,60,37,41,01194.pdf,44
1330.HK,5,6,79,8,5,1,11,3,0,0,0,0,0,8,11,3,8,6,5,63,40,39,01330.pdf,44
6133.HK,3,5,79,3,3,1,2,0,1,0,0,4,1,2,6,0,8,3,3,41,47,68,06133.pdf,44
8296.HK,4,5,79,7,2,1,3,1,0,0,0,0,0,8,3,1,9,7,2,61,36,40,08296.pdf,44
1133.HK,9,9,80,10,4,4,8,4,3,0,0,0,3,8,11,4,13,9,4,67,57,43,01133.pdf,44
0004.HK,13,17,70,25,8,8,11,4,9,0,0,0,9,8,13,4,26,25,8,63,32,35,00004.pdf,44
0683.HK,20,20,74,23,13,12,21,11,9,0,0,0,9,12,13,11,27,27,13,66,53,43,00683.pdf,44
0719.HK,17,13,80,18,4,0,10,6,4,0,0,0,4,12,19,6,19,15,4,73,60,39,00719.pdf,44
1340.HK,3,6,77,8,4,3,5,1,0,0,0,4,0,3,6,1,6,3,4,56,23,38,01340.pdf,44
0046.HK,6,7,78,10,4,3,5,2,6,0,0,0,6,2,7,2,11,8,4,62,39,39,00046.pdf,44
0570.HK,8,8,79,8,4,1,5,1,12,0,0,4,12,8,9,1,13,12,4,64,57,47,00570.pdf,44
0542.HK,6,6,80,7,4,5,6,1,0,0,0,0,0,4,8,1,14,8,4,64,49,43,00542.pdf,44
6099.HK,46,38,73,46,10,3,4,7,35,0,0,23,35,23,7,7,46,40,10,71,62,41,06099.pdf,44
2066.HK,21,15,82,23,6,2,4,4,16,0,0,0,16,8,6,4,23,23,6,76,56,32,02066.pdf,44
3618.HK,30,25,75,32,12,6,9,8,6,0,0,0,6,11,11,8,34,34,12,71,59,40,03618.pdf,44
0913.HK,3,9,74,4,3,2,4,2,1,0,0,0,1,2,4,2,5,4,3,16,51,100,00913.pdf,44
0346.HK,4,6,79,5,4,3,6,0,0,0,0,0,0,2,8,0,10,5,4,54,44,52,00346.pdf,44
8211.HK,2,6,76,11,3,1,5,0,0,0,0,0,0,4,5,0,8,6,3,58,12,30,08211.pdf,44
2669.HK,10,13,75,16,8,10,12,4,0,0,0,4,0,8,13,4,21,23,8,62,39,40,02669.pdf,44
6886.HK,15,15,76,20,8,0,3,1,14,33,33,14,14,9,3,1,15,16,8,67,46,37,06886.pdf,44
8178.HK,6,10,75,9,4,9,9,1,0,0,0,9,0,17,5,1,18,8,4,50,41,55,08178.pdf,44
6881.HK,9,7,82,11,5,3,3,1,0,0,0,4,0,7,3,1,12,11,5,73,51,33,06881.pdf,44
0392.HK,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,00392.pdf,44
0135.HK,11,9,80,10,10,7,15,3,0,0,0,0,0,10,17,3,11,10,10,69,63,44,00135.pdf,44
8188.HK,2,3,82,4,3,1,4,0,3,0,0,0,3,1,3,0,5,3,3,67,38,33,08188.pdf,44
0157.HK,7,10,76,12,3,6,8,2,6,0,0,0,6,9,8,2,12,9,3,61,38,40,00157.pdf,44
2738.HK,3,5,80,5,3,1,5,1,0,0,0,0,0,5,5,1,7,4,3,55,43,50,02738.pdf,44
1717.HK,11,8,83,13,5,2,5,1,17,0,0,4,17,4,6,1,12,13,5,76,55,32,01717.pdf,44
8411.HK,3,6,77,6,2,4,5,1,0,0,0,4,0,7,4,1,12,6,2,48,35,54,08411.pdf,44
1586.HK,5,7,78,7,2,1,4,1,0,0,0,4,0,4,10,1,15,6,2,55,43,49,01586.pdf,44
0311.HK,6,4,84,5,4,2,4,2,3,0,0,0,3,5,4,2,7,6,4,78,77,41,00311.pdf,44
6138.HK,16,14,79,21,4,0,2,4,45,0,0,9,45,7,2,4,19,22,4,72,48,33,06138.pdf,44
0312.HK,6,7,79,10,3,3,4,2,4,0,0,0,4,8,6,2,12,8,3,66,41,36,00312.pdf,44
2289.HK,3,10,73,7,1,2,1,0,3,0,0,4,3,2,4,0,7,7,1,35,30,67,02289.pdf,44
0817.HK,22,17,79,27,5,8,6,5,22,0,0,19,22,12,12,5,24,27,5,74,50,32,00817.pdf,44
1238.HK,6,5,83,8,4,3,4,1,4,0,0,0,4,10,7,1,11,9,4,76,48,28,01238.pdf,44
3778.HK,1,2,81,2,1,0,1,0,0,0,0,0,0,4,3,0,3,2,1,51,34,49,03778.pdf,44
8179.HK,4,6,79,5,4,1,4,2,0,0,0,0,0,4,5,2,7,6,4,52,51,58,08179.pdf,44
2777.HK,6,10,75,9,4,5,6,3,3,0,0,0,3,9,6,3,15,9,4,49,41,55,02777.pdf,44
3360.HK,33,25,79,42,12,7,10,3,9,33,33,9,9,12,36,3,50,54,12,75,48,30,03360.pdf,44
2319.HK,21,13,85,18,3,3,6,11,19,0,0,4,19,6,4,11,10,20,3,81,71,35,02319.pdf,44
1266.HK,5,6,79,8,3,1,4,2,3,0,0,0,3,8,8,2,9,8,3,61,43,43,01266.pdf,44
8329.HK,9,17,68,13,6,2,6,1,4,0,0,4,4,5,12,1,11,15,6,42,43,65,08329.pdf,44
0612.HK,2,4,79,4,2,2,3,1,0,0,0,0,0,3,4,1,5,3,2,48,35,54,00612.pdf,44
0976.HK,5,7,77,10,8,3,12,3,0,0,0,4,0,3,10,3,5,6,8,61,32,38,00976.pdf,44
0033.HK,4,6,79,6,4,5,6,1,0,33,33,4,0,3,6,1,9,6,4,56,40,47,00033.pdf,44
2348.HK,3,6,78,5,3,1,4,0,1,0,0,0,1,3,6,0,5,4,3,47,42,58,02348.pdf,44
1061.HK,4,6,79,6,1,0,3,1,0,0,0,0,0,4,6,1,7,6,1,54,47,53,01061.pdf,44
8283.HK,2,3,81,3,1,0,1,0,0,0,0,0,0,3,4,0,4,3,1,59,43,45,08283.pdf,44
0253.HK,2,1,84,2,1,0,1,0,1,0,0,0,1,1,1,0,3,3,1,78,62,33,00253.pdf,44
8232.HK,1,1,83,2,1,0,1,0,1,0,0,0,1,1,1,0,2,1,1,63,36,37,08232.pdf,44
0219.HK,2,1,84,2,1,0,1,0,1,0,0,0,1,1,1,0,3,3,1,78,62,33,00219.pdf,44
0201.HK,2,1,84,2,1,0,1,0,1,0,0,0,1,1,1,0,3,3,1,78,62,33,00201.pdf,44
1599.HK,15,11,81,18,3,0,6,1,1,0,0,0,1,7,11,1,19,15,3,74,49,31,01599.pdf,44
2358.HK,7,8,77,8,3,7,4,1,1,0,0,0,1,7,5,1,12,11,3,57,48,50,02358.pdf,44
2088.HK,3,3,82,5,0,0,1,0,3,0,0,0,3,5,4,0,7,4,0,67,47,38,02088.pdf,44
1803.HK,6,6,81,9,2,3,2,1,1,0,0,0,1,8,3,1,12,10,2,69,45,35,01803.pdf,44
2233.HK,28,20,80,25,7,7,12,16,12,0,0,14,12,12,24,16,29,27,7,74,69,41,02233.pdf,44
8027.HK,2,3,82,4,1,1,2,0,1,0,0,4,1,4,5,0,8,3,1,63,43,40,08027.pdf,44
1575.HK,5,6,80,7,1,1,2,2,0,33,33,0,0,8,4,2,8,5,1,64,50,43,01575.pdf,44
1301.HK,6,7,79,9,6,6,10,3,0,0,0,0,0,3,10,3,10,9,6,63,41,39,01301.pdf,44
0842.HK,5,9,76,11,5,1,8,0,4,0,0,0,4,9,10,0,10,7,5,57,30,41,00842.pdf,44
0978.HK,12,11,79,13,4,4,6,0,3,0,0,4,3,7,8,0,13,13,4,68,57,42,00978.pdf,44
0316.HK,29,28,71,33,15,16,21,7,37,0,0,14,37,16,20,7,29,27,15,67,53,41,00316.pdf,44
0023.HK,19,17,77,25,6,4,9,2,27,0,0,9,27,11,7,2,25,23,6,71,46,33,00023.pdf,44
8331.HK,2,5,78,5,2,2,4,0,3,0,0,0,3,4,7,0,8,4,2,44,27,54,08331.pdf,44
8292.HK,3,5,79,4,3,2,3,0,4,0,0,4,4,3,4,0,6,3,3,45,51,66,08292.pdf,44
8337.HK,2,4,79,4,1,0,1,0,3,0,0,0,3,8,3,0,8,3,1,45,34,56,08337.pdf,44
8139.HK,4,4,82,4,1,0,4,0,1,0,0,0,1,3,4,0,4,3,1,64,70,53,08139.pdf,44
8349.HK,2,2,82,3,1,2,3,0,1,0,0,0,1,2,3,0,1,2,1,61,37,39,08349.pdf,44
0703.HK,9,14,71,18,7,7,12,2,3,0,0,4,3,8,7,2,12,18,7,57,29,40,00703.pdf,44
8076.HK,12,16,72,14,8,5,9,2,1,66,66,4,1,7,12,2,24,16,8,53,54,58,08076.pdf,44
1656.HK,3,5,79,7,3,1,5,0,0,33,33,0,0,8,4,0,5,4,3,60,29,37,01656.pdf,44
8045.HK,2,2,83,3,2,1,3,0,3,0,0,0,3,0,2,0,8,3,2,73,56,36,08045.pdf,44
2012.HK,5,11,73,10,5,3,8,1,0,0,0,0,0,4,9,1,9,7,5,47,35,55,02012.pdf,44
1120.HK,3,4,81,5,5,0,4,1,0,0,0,0,0,6,8,1,6,5,5,62,42,40,01120.pdf,44
0743.HK,25,32,61,39,11,15,20,7,6,0,0,4,6,26,20,7,37,32,11,61,40,41,00743.pdf,44
8333.HK,1,4,79,4,0,0,0,1,3,0,0,0,3,2,1,1,5,5,0,42,24,55,08333.pdf,44
1513.HK,5,8,76,8,3,1,1,1,8,0,0,0,8,8,5,1,8,9,3,53,37,49,01513.pdf,44
1572.HK,2,5,78,4,2,2,2,0,1,0,0,0,1,2,5,0,6,3,2,36,36,68,01572.pdf,44
0800.HK,3,3,82,5,1,1,2,2,9,0,0,9,9,3,4,2,6,4,1,66,45,38,00800.pdf,44
0883.HK,27,19,81,25,8,5,11,6,9,0,0,0,9,11,19,6,31,26,8,75,67,39,00883.pdf,44
8033.HK,3,3,81,3,1,0,1,0,4,0,0,0,4,6,2,0,5,3,1,56,54,55,08033.pdf,44
8282.HK,5,5,80,7,0,0,2,3,8,0,0,4,8,5,2,3,13,10,0,64,44,40,08282.pdf,44
0236.HK,6,7,79,11,2,0,2,1,8,33,33,0,8,6,5,1,12,8,2,65,31,31,00236.pdf,44
0185.HK,5,6,80,7,2,0,2,2,0,0,0,4,0,3,3,2,6,7,2,63,41,40,00185.pdf,44
3322.HK,4,5,80,6,3,2,4,1,11,0,0,0,11,5,6,1,5,5,3,61,45,43,03322.pdf,44
3320.HK,23,19,78,26,4,1,4,6,3,66,66,9,3,13,12,6,24,26,4,72,56,37,03320.pdf,44
0210.HK,4,6,79,7,4,3,3,0,4,0,0,0,4,6,4,0,8,5,4,58,39,44,00210.pdf,44
0641.HK,5,8,76,9,5,2,9,0,0,0,0,0,0,5,9,0,12,6,5,54,35,47,00641.pdf,44
1039.HK,5,9,76,11,3,3,5,1,0,0,0,0,0,7,6,1,12,9,3,58,30,39,01039.pdf,44
2218.HK,6,6,81,7,2,2,3,2,3,0,0,0,3,6,5,2,7,6,2,67,53,42,02218.pdf,44
1297.HK,3,4,81,4,2,2,3,1,1,0,0,0,1,6,3,1,6,3,2,60,54,50,01297.pdf,44
1072.HK,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,01072.pdf,44
8246.HK,3,6,79,6,2,5,2,1,0,0,0,0,0,8,3,1,7,4,2,54,39,49,08246.pdf,44
0778.HK,4,3,82,5,3,1,4,4,3,0,0,0,3,4,2,4,5,8,3,71,50,35,00778.pdf,44
1929.HK,10,10,78,16,5,3,9,10,9,0,0,0,9,5,7,10,9,14,5,69,40,32,01929.pdf,44
1313.HK,12,11,79,23,3,3,6,1,1,0,0,4,1,7,9,1,11,12,3,72,32,24,01313.pdf,44
8203.HK,3,5,79,5,2,1,2,1,0,0,0,0,0,4,5,1,7,5,2,52,39,51,08203.pdf,44
1210.HK,4,6,79,7,3,2,4,0,4,0,0,4,4,9,7,0,9,7,3,59,40,44,01210.pdf,44
0347.HK,19,18,76,22,5,1,9,1,4,0,0,0,4,9,17,1,24,16,5,68,53,40,00347.pdf,44
0813.HK,12,7,85,15,5,8,7,2,16,0,0,0,16,6,4,2,12,15,5,80,51,24,00813.pdf,44
6808.HK,7,4,85,9,4,5,6,1,1,0,0,0,1,7,4,1,10,7,4,82,51,23,06808.pdf,44
0089.HK,2,4,80,3,2,0,2,0,4,0,0,0,4,5,4,0,4,4,2,48,46,60,00089.pdf,44
0303.HK,24,24,72,32,15,13,25,15,27,0,0,0,27,15,20,15,35,33,15,67,47,38,00303.pdf,44
0698.HK,3,6,78,6,5,3,6,0,1,0,0,0,1,7,8,0,12,7,5,52,32,48,00698.pdf,44
0326.HK,7,6,82,6,4,3,5,2,0,0,0,0,0,5,7,2,8,8,4,69,68,47,00326.pdf,44
1699.HK,13,13,77,18,5,3,10,2,3,0,0,0,3,13,18,2,21,16,5,67,45,37,01699.pdf,44
2226.HK,10,14,73,18,6,2,8,1,8,0,0,0,8,7,10,1,15,12,6,61,34,38,02226.pdf,44
1085.HK,5,5,81,8,5,0,7,1,3,0,0,0,3,10,5,1,12,8,5,67,42,35,01085.pdf,44
2607.HK,18,23,67,26,8,2,9,4,14,0,0,0,14,13,16,4,16,23,8,59,43,45,02607.pdf,44
1823.HK,2,2,82,2,2,0,2,0,3,0,0,0,3,2,2,0,4,1,2,54,51,55,01823.pdf,44
0769.HK,3,4,80,7,3,1,4,0,1,0,0,0,1,5,6,0,8,4,3,64,27,31,00769.pdf,44
3808.HK,9,12,74,13,6,5,9,1,6,0,0,0,6,11,14,1,10,12,6,58,42,46,03808.pdf,44
1052.HK,19,29,60,29,10,11,11,4,12,0,0,19,12,23,23,4,45,37,10,54,39,49,01052.pdf,44
0585.HK,1,1,83,1,0,0,1,0,3,0,0,0,3,2,2,0,3,2,0,61,49,46,00585.pdf,44
2878.HK,4,2,84,4,1,1,1,0,1,0,0,4,1,0,2,0,5,3,1,84,63,27,02878.pdf,44
1090.HK,3,7,76,8,5,1,7,1,0,0,0,0,0,5,12,1,9,7,5,51,26,45,01090.pdf,44
3882.HK,4,6,79,6,4,3,6,1,3,0,0,0,3,9,5,1,8,5,4,59,43,45,03882.pdf,44
1262.HK,5,5,81,7,4,1,3,1,4,0,0,0,4,1,9,1,7,7,4,69,42,33,01262.pdf,44
3989.HK,4,9,74,9,7,5,13,2,0,0,0,0,0,7,12,2,6,6,7,47,29,51,03989.pdf,44
1075.HK,18,7,90,16,1,0,4,2,0,0,0,0,0,9,7,2,22,16,1,90,71,24,01075.pdf,44
1205.HK,7,8,79,14,4,2,7,1,3,0,0,0,3,10,11,1,13,12,4,69,32,28,01205.pdf,44
0066.HK,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,22,00066.pdf,44
1199.HK,19,16,78,19,6,5,10,8,0,0,0,23,0,8,8,8,14,13,6,70,62,43,01199.pdf,44
1203.HK,2,3,81,4,4,1,4,0,0,33,33,4,0,8,6,0,5,5,4,64,35,35,01203.pdf,44
0643.HK,2,5,79,6,3,2,5,1,1,0,0,0,1,2,5,1,7,4,3,55,26,40,00643.pdf,44
0357.HK,22,14,85,33,7,5,6,3,1,0,0,0,1,7,16,3,26,22,7,79,42,21,00357.pdf,44
1919.HK,24,32,60,30,19,17,17,10,0,0,0,14,0,21,23,10,31,26,19,55,49,53,01919.pdf,44
0522.HK,9,7,82,7,4,2,5,3,11,0,0,4,11,5,7,3,10,8,4,73,74,45,00522.pdf,44
1448.HK,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,84,20,01448.pdf,44
2030.HK,2,2,82,3,0,1,2,0,3,0,0,0,3,2,2,0,5,2,0,58,41,45,02030.pdf,44
1528.HK,14,9,85,17,3,4,10,2,12,0,0,4,12,10,13,2,17,18,3,80,54,26,01528.pdf,44
0829.HK,2,7,76,5,1,0,4,0,4,0,0,0,4,10,4,0,4,7,1,38,30,63,00829.pdf,44
1966.HK,4,8,76,14,4,5,4,1,3,0,0,0,3,7,3,1,12,9,4,63,19,28,01966.pdf,44
0257.HK,25,25,71,46,13,13,36,14,12,0,0,0,12,20,25,14,26,36,13,70,33,26,00257.pdf,44
2120.HK,3,6,78,7,2,0,3,1,3,0,0,0,3,13,6,1,8,9,2,54,33,46,02120.pdf,44
0175.HK,27,28,68,39,16,12,17,5,8,0,0,4,8,18,26,5,38,34,16,66,42,36,00175.pdf,44
0106.HK,24,21,76,31,9,20,12,12,16,0,0,14,16,18,12,12,24,32,9,71,47,34,00106.pdf,44
0297.HK,8,9,79,9,5,2,7,1,0,0,0,4,0,7,12,1,8,10,5,62,54,47,00297.pdf,44
1888.HK,5,7,78,10,5,1,6,1,1,0,0,0,1,6,8,1,7,9,5,63,34,35,01888.pdf,44
0148.HK,5,7,78,11,6,2,7,1,1,0,0,0,1,6,9,1,8,9,6,63,33,35,00148.pdf,44
0048.HK,2,3,81,5,2,2,3,0,0,0,0,0,0,5,5,0,7,4,2,61,27,33,00048.pdf,44
1117.HK,16,8,87,15,2,0,3,1,4,0,0,0,4,5,6,1,8,13,2,84,65,28,01117.pdf,44
3898.HK,30,18,85,33,2,0,4,5,8,0,0,0,8,16,23,5,27,26,2,80,56,28,03898.pdf,44
0011.HK,27,26,71,32,5,3,9,14,11,0,0,0,11,11,9,14,30,37,5,67,52,41,00011.pdf,44
2020.HK,15,18,71,21,5,7,13,3,4,0,0,0,4,14,10,3,21,20,5,61,44,44,02020.pdf,44
