file_name,positive,negative,net_value,total_words,business,cc_words,environment_word,gen_word,philanthrophy,product,sh_value_value,value_cr_value,labor_relation_value,labor_cost_value,health_value,evaluation_value,demo_value,diversity_value,attract_value,net_ratio,posi_ratio,nega_ratio,name,year
0691.HK,18,25,64,26,10,11,21,3,8,0,0,0,8,9,22,3,20,18,10,56,43,48,00691.pdf,100
6608.HK,23,21,75,25,8,4,9,1,3,0,0,4,3,15,13,1,34,25,8,68,57,42,06608.pdf,100
0968.HK,42,43,62,51,30,71,66,9,14,0,0,0,14,46,43,9,43,39,30,65,51,42,00968.pdf,100
2307.HK,6,11,73,9,7,4,10,1,3,0,0,0,3,6,10,1,7,7,7,42,41,64,02307.pdf,100
2423.HK,25,28,66,30,8,8,11,3,14,0,0,0,14,32,13,3,38,34,8,61,51,47,02423.pdf,100
1292.HK,21,18,78,22,12,16,18,1,4,0,0,14,4,15,21,1,25,21,12,71,60,40,01292.pdf,100
0976.HK,10,18,67,25,18,13,22,3,0,0,0,0,0,6,16,3,13,15,18,59,25,36,00976.pdf,100
0355.HK,19,21,71,27,21,15,27,8,11,0,0,4,11,13,22,8,26,27,21,64,44,39,00355.pdf,100
0617.HK,19,21,71,26,20,14,27,8,11,0,0,4,11,12,22,8,26,27,20,64,44,40,00617.pdf,100
0078.HK,14,15,75,19,14,8,19,7,4,0,0,0,4,12,15,7,19,21,14,66,45,38,00078.pdf,100
6899.HK,3,4,80,6,1,1,4,0,8,0,0,0,8,3,3,0,11,3,1,63,30,33,06899.pdf,100
0377.HK,7,16,68,15,13,12,21,1,1,0,0,4,1,14,18,1,20,11,13,48,30,52,00377.pdf,100
6896.HK,5,8,77,8,5,11,7,0,0,0,0,0,0,6,9,0,10,6,5,55,44,50,06896.pdf,100
2623.HK,6,6,80,8,3,5,5,2,1,0,0,0,1,7,5,2,9,7,3,64,46,41,02623.pdf,100
0120.HK,8,12,74,12,9,10,13,5,8,0,0,0,8,7,10,5,13,13,9,56,38,47,00120.pdf,100
1949.HK,7,7,80,8,3,4,6,2,3,0,0,0,3,7,7,2,12,7,3,66,56,44,01949.pdf,100
0925.HK,17,12,82,15,6,9,10,8,4,0,0,4,4,4,17,8,17,14,6,74,68,40,00925.pdf,100
0205.HK,3,5,78,6,3,5,5,1,0,0,0,4,0,3,4,1,13,5,3,53,27,43,00205.pdf,100
6939.HK,10,13,75,13,8,8,11,3,4,0,0,0,4,9,13,3,21,12,8,59,51,49,06939.pdf,100
6611.HK,11,17,70,21,7,9,16,4,4,0,0,0,4,10,14,4,20,14,7,59,33,40,06611.pdf,100
0872.HK,9,16,68,14,10,10,13,3,1,0,0,4,1,13,11,3,24,13,10,46,38,57,00872.pdf,100
1615.HK,7,14,69,13,7,3,8,1,0,0,0,0,0,8,12,1,17,11,7,45,33,56,01615.pdf,100
8659.HK,5,8,77,9,5,6,8,2,0,0,0,0,0,6,10,2,9,6,5,56,37,45,08659.pdf,100
1837.HK,6,12,71,10,4,3,7,4,0,0,0,0,0,6,12,4,14,11,4,44,37,59,01837.pdf,100
2179.HK,13,19,69,22,9,8,11,1,9,0,0,0,9,8,18,1,16,17,9,59,37,42,02179.pdf,100
2150.HK,18,21,70,25,3,4,7,3,14,0,0,0,14,14,22,3,29,23,3,63,45,41,02150.pdf,100
2048.HK,10,12,75,19,6,7,7,1,1,0,0,0,1,11,9,1,27,16,6,65,32,33,02048.pdf,100
9916.HK,10,17,69,17,6,7,9,5,0,0,0,0,0,9,11,5,19,16,6,54,36,47,09916.pdf,100
1216.HK,20,25,66,28,8,5,10,2,4,0,0,4,4,15,13,2,28,21,8,59,44,46,01216.pdf,100
1400.HK,8,14,71,15,8,10,13,2,0,0,0,0,0,10,10,2,9,10,8,54,35,46,01400.pdf,100
6138.HK,29,24,77,36,9,5,9,3,32,0,0,9,32,10,10,3,26,31,9,73,49,33,06138.pdf,100
1575.HK,7,11,74,13,4,1,7,2,0,0,0,0,0,8,12,2,13,10,4,57,36,44,01575.pdf,100
0681.HK,14,21,67,19,13,16,20,3,0,0,0,0,0,20,25,3,23,16,13,53,46,54,00681.pdf,100
2186.HK,21,41,44,32,17,9,24,4,8,0,0,0,8,24,37,4,33,31,17,41,41,65,02186.pdf,100
0154.HK,7,10,75,9,7,9,15,1,0,0,0,0,0,6,13,1,9,8,7,49,48,59,00154.pdf,100
6199.HK,36,29,77,37,9,12,17,6,4,0,0,4,4,12,12,6,33,34,9,72,61,39,06199.pdf,100
6690.HK,34,37,62,38,21,23,31,8,9,0,0,4,9,21,26,8,45,35,21,62,55,48,06690.pdf,100
8270.HK,5,6,80,9,4,4,7,1,0,0,0,0,0,3,6,1,10,5,4,65,37,35,08270.pdf,100
0679.HK,5,10,74,10,5,7,9,1,3,0,0,0,3,3,7,1,26,8,5,51,35,50,00679.pdf,100
1181.HK,14,14,76,17,6,5,8,2,37,0,0,0,37,15,10,2,18,17,6,66,49,40,01181.pdf,100
9993.HK,9,13,74,17,6,4,8,2,14,0,0,0,14,5,11,2,12,10,6,61,33,37,09993.pdf,100
0969.HK,9,14,72,14,11,10,17,4,0,0,0,9,0,5,14,4,12,9,11,53,42,52,00969.pdf,100
6069.HK,16,24,65,26,10,11,14,5,12,0,0,19,12,10,10,5,28,21,10,58,39,45,06069.pdf,100
1115.HK,10,18,67,19,11,7,10,3,6,0,0,0,6,13,15,3,17,13,11,52,35,49,01115.pdf,100
1802.HK,4,10,73,9,6,8,8,2,0,0,0,0,0,4,11,2,14,9,6,44,32,57,01802.pdf,100
6888.HK,3,6,77,6,6,6,7,1,1,0,0,0,1,4,9,1,7,5,6,52,34,49,06888.pdf,100
1529.HK,5,11,71,13,5,2,9,1,0,0,0,0,0,11,11,1,17,7,5,52,24,44,01529.pdf,100
3603.HK,11,21,63,17,7,6,13,1,0,0,0,0,0,15,17,1,22,15,7,44,39,61,03603.pdf,100
1153.HK,17,21,69,20,10,7,12,3,9,0,0,0,9,10,15,3,30,22,10,57,52,52,01153.pdf,100
1490.HK,4,9,74,8,5,6,6,0,0,0,0,0,0,2,7,0,11,8,5,45,32,55,01490.pdf,100
1168.HK,8,18,65,13,6,5,8,4,1,0,0,0,1,5,11,4,18,12,6,37,36,67,01168.pdf,100
8491.HK,8,16,67,12,7,5,9,2,1,0,0,4,1,10,10,2,16,11,7,39,41,68,08491.pdf,100
6998.HK,17,23,67,25,10,8,14,1,1,0,0,0,1,18,20,1,20,22,10,58,42,45,06998.pdf,100
2215.HK,16,22,67,28,12,10,20,2,9,0,0,4,9,14,18,2,29,25,12,61,35,38,02215.pdf,100
8172.HK,3,8,75,6,3,5,4,1,0,0,0,0,0,2,5,1,11,8,3,42,32,59,08172.pdf,100
9889.HK,31,29,71,36,13,21,22,6,4,0,0,0,4,20,14,6,43,37,13,68,52,39,09889.pdf,100
0702.HK,10,17,67,21,8,5,13,3,0,0,0,0,0,10,11,3,17,13,8,55,29,43,00702.pdf,100
2282.HK,36,29,76,44,16,15,32,20,11,0,0,0,11,22,17,20,29,48,16,73,51,33,02282.pdf,100
1788.HK,23,35,55,31,12,7,15,6,1,0,0,4,1,6,12,6,27,29,12,51,45,56,01788.pdf,100
1201.HK,9,14,72,13,11,12,15,3,1,0,0,0,1,10,12,3,13,11,11,52,40,51,01201.pdf,100
0096.HK,4,6,79,6,5,5,4,1,0,0,0,0,0,2,5,1,10,7,5,56,43,49,00096.pdf,100
3933.HK,77,85,34,97,59,60,82,9,25,0,0,9,25,64,83,9,100,87,59,63,49,44,03933.pdf,100
2348.HK,10,20,64,22,9,8,15,1,8,0,0,0,8,7,16,1,20,15,9,52,29,46,02348.pdf,100
0817.HK,35,33,68,45,16,19,30,8,9,0,0,0,9,17,28,8,35,45,16,68,49,37,00817.pdf,100
0871.HK,3,6,78,8,4,2,5,0,3,0,0,0,3,4,6,0,10,6,4,59,28,37,00871.pdf,100
3990.HK,31,25,76,32,9,12,18,3,9,0,0,0,9,18,19,3,40,40,9,72,60,39,03990.pdf,100
0069.HK,10,12,76,16,5,8,7,2,3,0,0,0,3,3,7,2,9,13,5,64,40,37,00069.pdf,100
1813.HK,26,35,58,39,18,23,25,6,12,0,0,0,12,22,33,6,41,35,18,58,42,45,01813.pdf,100
1881.HK,7,9,77,10,7,6,12,5,0,0,0,0,0,4,7,5,7,13,7,60,43,43,01881.pdf,100
1209.HK,20,20,74,27,10,8,11,7,29,33,33,9,29,8,17,7,32,26,10,68,46,36,01209.pdf,100
6677.HK,23,28,64,40,10,15,15,6,14,0,0,0,14,14,23,6,38,29,10,64,35,35,06677.pdf,100
9626.HK,32,28,74,44,12,11,15,4,30,0,0,0,30,18,13,4,39,59,12,72,45,31,09626.pdf,100
8238.HK,3,4,80,5,3,5,4,0,1,0,0,0,1,4,3,0,7,3,3,59,39,43,08238.pdf,100
2329.HK,5,14,69,11,8,9,13,1,1,0,0,0,1,8,10,1,20,10,8,41,30,60,02329.pdf,100
1189.HK,4,8,75,11,3,2,7,2,0,0,0,0,0,5,7,2,10,7,3,56,25,39,01189.pdf,100
1298.HK,16,32,51,21,16,12,24,2,11,0,0,9,11,10,25,2,24,22,16,34,46,76,01298.pdf,100
6989.HK,18,25,65,29,16,18,16,2,24,0,0,0,24,14,18,2,29,31,16,59,39,43,06989.pdf,100
0981.HK,25,24,72,41,8,11,27,4,12,0,0,4,12,20,18,4,37,41,8,70,38,30,00981.pdf,100
1340.HK,4,9,75,9,6,4,8,1,0,0,0,0,0,3,9,1,7,9,6,49,30,50,01340.pdf,100
2380.HK,45,36,74,46,18,53,45,4,12,0,0,0,12,14,29,4,27,33,18,72,60,39,02380.pdf,100
2608.HK,12,13,75,17,9,14,15,1,1,0,0,0,1,10,13,1,21,16,9,64,42,39,02608.pdf,100
0845.HK,5,15,67,10,6,4,8,7,3,0,0,0,3,9,11,7,13,8,6,29,33,75,00845.pdf,100
8049.HK,2,3,81,3,1,0,0,1,0,0,0,0,0,1,2,1,2,3,1,57,35,44,08049.pdf,100
1093.HK,26,32,62,33,17,14,17,3,6,0,0,4,6,16,27,3,23,30,17,58,49,49,01093.pdf,100
1697.HK,19,15,80,20,7,4,8,2,40,100,100,14,40,6,12,2,21,20,7,73,59,37,01697.pdf,100
8489.HK,6,14,69,11,6,4,7,2,0,0,0,0,0,8,10,2,14,9,6,41,36,63,08489.pdf,100
1858.HK,3,5,79,6,3,3,6,0,4,0,0,0,4,4,4,0,11,5,3,59,35,41,01858.pdf,100
0373.HK,11,15,72,16,6,4,8,2,1,0,0,9,1,4,7,2,20,15,6,57,41,47,00373.pdf,100
0521.HK,12,21,65,22,9,7,13,11,25,0,0,14,25,12,14,11,17,17,9,54,35,46,00521.pdf,100
0251.HK,7,15,68,12,9,4,13,3,1,0,0,9,1,8,11,3,17,11,9,43,36,60,00251.pdf,100
1851.HK,6,13,71,13,5,4,7,1,1,0,0,0,1,11,8,1,12,16,5,50,32,50,01851.pdf,100
3398.HK,10,18,67,15,12,11,16,6,6,0,0,0,6,13,16,6,21,13,12,47,41,58,03398.pdf,100
0392.HK,45,34,78,43,30,30,40,13,29,0,0,0,29,27,35,13,37,41,30,74,65,39,00392.pdf,100
0873.HK,15,12,80,19,8,8,9,8,4,0,0,0,4,12,8,8,25,25,8,72,48,32,00873.pdf,100
1146.HK,5,6,79,6,4,6,10,2,3,0,0,4,3,3,5,2,8,5,4,58,55,53,01146.pdf,100
1712.HK,3,7,76,9,5,1,11,0,0,0,0,0,0,6,9,0,6,6,5,57,25,38,01712.pdf,100
9668.HK,60,43,78,63,14,10,13,7,6,66,66,9,6,26,15,7,67,48,14,75,58,34,09668.pdf,100
2363.HK,5,10,74,8,5,5,10,0,1,0,0,0,1,8,7,0,10,7,5,44,38,60,02363.pdf,100
6966.HK,11,10,79,10,6,5,7,2,0,0,0,4,0,6,8,2,13,10,6,65,63,49,06966.pdf,100
2722.HK,7,15,69,17,9,5,12,1,1,0,0,0,1,12,16,1,16,13,9,53,27,44,02722.pdf,100
1177.HK,32,40,56,38,18,19,20,4,6,0,0,0,6,23,28,4,45,37,18,57,51,52,01177.pdf,100
1521.HK,0,0,84,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,01521.pdf,100
1128.HK,28,23,76,34,12,8,20,13,29,66,66,0,29,15,18,13,33,40,12,72,51,34,01128.pdf,100
2772.HK,26,27,69,40,7,14,13,4,20,0,0,23,20,15,15,4,26,28,7,67,41,34,02772.pdf,100
1981.HK,16,18,72,24,11,12,12,1,1,0,0,0,1,16,17,1,24,30,11,64,42,39,01981.pdf,100
6088.HK,24,40,49,35,20,16,26,3,9,0,0,0,9,27,50,3,45,30,20,49,42,56,06088.pdf,100
2607.HK,38,40,63,52,15,6,13,4,14,0,0,0,14,13,21,4,23,36,15,66,46,38,02607.pdf,100
3686.HK,15,21,68,24,9,10,15,3,1,33,33,9,1,18,19,3,38,27,9,59,39,44,03686.pdf,100
9909.HK,13,18,69,17,8,5,11,3,6,0,0,4,6,9,12,3,25,16,8,54,45,52,09909.pdf,100
1231.HK,8,11,75,10,9,5,8,2,6,0,0,9,6,5,10,2,13,11,9,53,50,56,01231.pdf,100
2789.HK,6,8,78,12,5,4,7,2,1,0,0,0,1,6,8,2,10,7,5,64,35,35,02789.pdf,100
0966.HK,41,35,71,48,14,14,18,3,12,0,0,4,12,23,23,3,41,44,14,70,53,37,00966.pdf,100
1159.HK,4,11,72,12,6,2,7,2,3,0,0,0,3,5,7,2,12,8,6,50,22,44,01159.pdf,100
0138.HK,2,4,79,4,2,0,5,1,4,0,0,0,4,3,5,1,6,5,2,49,35,52,00138.pdf,100
2159.HK,10,18,68,14,9,12,13,3,4,0,0,0,4,8,10,3,22,15,9,45,46,63,02159.pdf,100
0589.HK,14,17,72,17,10,7,17,6,3,0,0,4,3,24,16,6,24,15,10,58,52,51,00589.pdf,100
0261.HK,2,5,79,4,3,1,4,1,1,0,0,0,1,3,5,1,6,5,3,48,31,51,00261.pdf,100
3363.HK,10,17,68,19,8,6,12,4,1,0,0,0,1,12,15,4,17,11,8,54,32,45,03363.pdf,100
0643.HK,2,5,79,6,3,2,5,1,1,0,0,0,1,2,5,1,6,4,3,56,26,40,00643.pdf,100
1205.HK,21,35,53,36,12,8,23,6,3,0,0,0,3,25,37,6,39,30,12,54,36,47,01205.pdf,100
6190.HK,28,22,78,33,10,11,13,8,9,0,0,9,9,12,8,8,32,28,10,73,54,34,06190.pdf,100
0626.HK,12,12,78,15,4,1,6,4,12,0,0,0,12,4,6,4,19,15,4,67,50,40,00626.pdf,100
1530.HK,11,27,55,24,8,14,17,2,4,0,0,0,4,12,19,2,30,21,8,44,28,55,01530.pdf,100
0467.HK,14,17,72,20,8,7,13,1,1,0,0,9,1,9,12,1,18,15,8,61,43,42,00467.pdf,100
0522.HK,14,15,75,15,7,1,10,3,6,0,0,4,6,7,12,3,15,14,7,62,55,48,00522.pdf,100
0609.HK,13,17,72,20,9,7,18,2,6,0,0,0,6,9,18,2,18,11,9,61,40,41,00609.pdf,100
1239.HK,9,13,73,12,8,10,11,2,0,0,0,0,0,11,9,2,11,10,8,52,46,55,01239.pdf,100
0419.HK,9,16,68,16,9,10,10,2,1,0,0,0,1,10,16,2,13,12,9,50,34,51,00419.pdf,100
2358.HK,9,12,75,11,6,11,10,2,1,0,0,0,1,9,9,2,15,13,6,56,51,52,02358.pdf,100
0272.HK,32,26,76,32,15,17,26,16,11,0,0,0,11,9,13,16,28,35,15,71,63,41,00272.pdf,100
6816.HK,4,10,73,10,4,4,7,2,0,0,0,0,0,8,10,2,18,7,4,47,27,51,06816.pdf,100
0230.HK,9,15,70,18,9,15,14,7,1,0,0,0,1,7,10,7,23,15,9,57,31,40,00230.pdf,100
1708.HK,8,11,75,11,8,6,9,2,0,0,0,4,0,6,9,2,11,9,8,57,48,50,01708.pdf,100
2205.HK,14,12,79,18,8,8,9,2,1,0,0,0,1,8,12,2,25,18,8,70,48,35,02205.pdf,100
1117.HK,34,33,68,44,20,30,26,6,0,33,33,9,0,20,31,6,35,35,20,68,48,38,01117.pdf,100
0604.HK,38,34,70,49,21,28,28,8,6,0,0,4,6,21,38,8,42,46,21,70,47,34,00604.pdf,100
0425.HK,31,29,71,35,16,25,26,6,8,0,0,4,8,12,17,6,30,33,16,68,54,41,00425.pdf,100
3337.HK,31,37,59,34,19,17,28,4,20,0,0,0,20,28,27,4,50,34,19,57,56,55,03337.pdf,100
2265.HK,14,25,61,29,13,7,19,3,0,0,0,0,0,16,27,3,24,20,13,55,30,43,02265.pdf,100
2117.HK,17,19,72,26,10,10,12,3,0,0,0,4,0,10,16,3,20,18,10,66,40,36,02117.pdf,100
0884.HK,27,31,64,38,12,27,18,5,30,0,0,4,30,21,21,5,41,33,12,63,44,41,00884.pdf,100
0001.HK,100,74,71,95,36,56,100,25,14,0,0,9,14,40,33,25,70,77,36,74,65,39,00001.pdf,100
1821.HK,19,16,79,24,7,10,12,9,3,0,0,4,3,6,7,9,17,20,7,72,49,33,01821.pdf,100
0547.HK,12,15,74,14,9,6,10,4,8,0,0,0,8,12,12,4,18,15,9,58,53,52,00547.pdf,100
1995.HK,44,49,55,53,20,17,20,5,9,0,0,4,9,32,43,5,78,61,20,62,52,46,01995.pdf,100
2599.HK,32,23,81,46,12,14,14,5,12,0,0,0,12,11,23,5,35,37,12,76,43,25,02599.pdf,100
2352.HK,8,17,66,16,6,6,11,2,4,0,0,0,4,14,12,2,24,15,6,46,29,53,02352.pdf,100
1110.HK,9,21,62,18,6,6,10,2,9,0,0,4,9,11,16,2,24,16,6,42,34,59,01110.pdf,100
8188.HK,6,13,70,12,11,7,12,0,1,0,0,0,1,4,12,0,15,12,11,46,29,53,08188.pdf,100
0123.HK,32,33,67,44,20,23,25,8,9,0,0,0,9,18,25,8,42,40,20,67,45,37,00123.pdf,100
1122.HK,8,17,66,15,10,7,18,2,3,0,0,0,3,13,16,2,16,13,10,44,36,59,01122.pdf,100
1240.HK,12,19,68,17,12,14,18,4,0,33,33,4,0,8,15,4,13,15,12,52,46,55,01240.pdf,100
8281.HK,8,10,77,10,7,7,12,1,1,0,0,0,1,4,9,1,15,8,7,57,53,52,08281.pdf,100
8607.HK,5,9,75,9,3,2,6,0,1,0,0,0,1,15,8,0,8,9,3,53,33,47,08607.pdf,100
1782.HK,8,16,69,13,8,5,8,1,0,0,0,14,0,9,13,1,21,13,8,46,40,59,01782.pdf,100
2009.HK,34,29,74,51,20,21,27,3,14,0,0,0,14,15,46,3,33,35,20,73,41,28,02009.pdf,100
1987.HK,4,12,69,10,11,4,10,1,0,0,0,0,0,6,16,1,12,9,11,36,26,63,01987.pdf,100
0950.HK,2,8,74,9,3,0,4,1,3,0,0,0,3,10,5,1,7,6,3,49,19,44,00950.pdf,100
1941.HK,4,9,74,9,6,3,5,0,0,0,0,0,0,6,8,0,9,8,6,48,27,49,01941.pdf,100
1052.HK,19,27,62,26,16,15,15,6,3,0,0,0,3,13,27,6,25,31,16,54,47,53,01052.pdf,100
1463.HK,8,13,72,11,5,5,7,1,1,0,0,0,1,7,7,1,17,9,5,48,44,58,01463.pdf,100
1961.HK,7,14,69,11,7,6,10,4,4,0,0,0,4,10,9,4,21,12,7,42,40,63,01961.pdf,100
2078.HK,6,12,71,10,11,8,14,0,3,0,0,0,3,7,12,0,10,9,11,43,34,59,02078.pdf,100
1528.HK,22,20,76,28,8,10,15,2,6,0,0,0,6,13,21,2,31,26,8,70,48,35,01528.pdf,100
9956.HK,18,17,77,19,9,21,16,3,1,0,0,4,1,12,12,3,22,19,9,68,59,43,09956.pdf,100
0152.HK,16,22,67,25,11,23,18,6,3,0,0,0,3,18,22,6,26,19,11,59,41,45,00152.pdf,100
0694.HK,30,28,72,34,12,17,20,4,3,0,0,0,3,12,33,4,35,30,12,68,55,41,00694.pdf,100
1518.HK,5,11,73,10,4,3,7,1,1,0,0,0,1,9,8,1,10,12,4,47,34,55,01518.pdf,100
1760.HK,8,14,71,12,6,5,8,2,3,0,0,0,3,9,8,2,25,10,6,48,45,59,01760.pdf,100
2727.HK,58,33,91,56,15,37,31,6,19,0,0,4,19,19,28,6,36,43,15,82,64,29,02727.pdf,100
2382.HK,20,32,56,34,16,11,16,5,4,0,0,4,4,19,37,5,36,32,16,54,36,47,02382.pdf,100
0348.HK,9,13,73,15,6,9,8,2,0,0,0,0,0,9,7,2,13,10,6,58,37,43,00348.pdf,100
0090.HK,19,28,61,34,20,23,29,3,1,0,0,4,1,17,29,3,30,20,20,58,35,41,00090.pdf,100
9968.HK,10,18,67,15,6,6,8,3,1,0,0,0,1,8,10,3,19,13,6,46,43,60,09968.pdf,100
0596.HK,5,10,74,11,5,9,7,1,1,0,0,0,1,5,6,1,14,9,5,52,29,46,00596.pdf,100
3798.HK,6,13,71,11,5,4,6,2,0,0,0,0,0,6,6,2,11,10,5,45,37,59,03798.pdf,100
8076.HK,8,17,67,13,8,5,11,2,1,33,33,0,1,10,11,2,21,12,8,41,37,63,08076.pdf,100
1761.HK,13,21,65,27,9,9,10,4,19,0,0,4,19,24,11,4,31,23,9,59,30,39,01761.pdf,100
1165.HK,7,13,71,12,8,8,12,3,3,0,0,0,3,8,10,3,14,11,8,48,39,56,01165.pdf,100
0270.HK,56,52,62,64,36,65,42,7,1,0,0,14,1,42,88,7,63,54,36,68,54,40,00270.pdf,100
3348.HK,13,20,67,18,9,8,16,2,1,0,0,0,1,9,16,2,21,15,9,51,45,56,03348.pdf,100
3323.HK,29,33,64,36,23,36,38,7,8,0,0,0,8,20,23,7,26,28,23,62,51,46,03323.pdf,100
3633.HK,21,22,70,24,14,22,19,5,6,0,0,0,6,12,27,5,32,24,14,62,53,47,03633.pdf,100
0312.HK,10,17,69,21,7,8,10,5,4,0,0,9,4,8,15,5,22,13,7,57,31,41,00312.pdf,100
0013.HK,0,0,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,63,4,19,00013.pdf,100
1580.HK,7,16,67,13,6,4,10,2,0,0,0,0,0,15,11,2,17,9,6,42,32,59,01580.pdf,100
8063.HK,8,12,73,10,8,10,10,2,0,0,0,0,0,9,7,2,11,10,8,50,49,59,08063.pdf,100
1617.HK,10,15,71,14,9,8,11,2,6,0,0,0,6,8,16,2,14,13,9,52,44,54,01617.pdf,100
6626.HK,28,31,66,35,12,8,17,6,6,0,0,0,6,18,28,6,47,43,12,64,50,43,06626.pdf,100
0095.HK,17,16,76,27,8,6,14,2,3,0,0,0,3,8,15,2,18,20,8,70,39,30,00095.pdf,100
9936.HK,13,18,71,18,10,7,15,1,3,0,0,4,3,7,21,1,16,17,10,58,45,48,09936.pdf,100
8139.HK,8,17,67,15,6,4,13,1,3,0,0,4,3,10,16,1,16,15,6,47,33,54,08139.pdf,100
0837.HK,11,17,70,16,12,12,15,5,1,0,0,0,1,19,19,5,18,13,12,54,43,51,00837.pdf,100
0602.HK,9,22,60,22,8,5,12,3,3,0,0,0,3,11,18,3,26,15,8,48,27,50,00602.pdf,100
1993.HK,5,11,72,9,5,3,7,2,0,0,0,4,0,7,8,2,9,7,5,43,34,60,01993.pdf,100
1812.HK,14,21,66,23,13,10,21,4,8,0,0,4,8,20,20,4,19,14,13,57,38,45,01812.pdf,100
1476.HK,4,13,68,11,6,9,7,2,4,0,0,0,4,5,8,2,14,9,6,37,26,61,01476.pdf,100
1028.HK,14,14,77,17,5,5,13,8,0,0,0,4,0,11,11,8,19,16,5,66,54,42,01028.pdf,100
0698.HK,18,30,58,26,20,8,22,9,3,0,0,0,3,20,31,9,29,27,20,49,44,57,00698.pdf,100
0631.HK,19,21,71,25,14,16,20,3,0,0,0,9,0,17,22,3,28,23,14,64,48,42,00631.pdf,100
8113.HK,3,4,80,4,2,3,4,1,0,0,0,0,0,3,2,1,7,4,2,57,45,49,08113.pdf,100
0034.HK,7,10,76,13,9,6,13,5,4,0,0,0,4,4,8,5,19,12,9,63,34,36,00034.pdf,100
6038.HK,11,16,71,15,9,7,15,7,11,0,0,0,11,8,12,7,23,13,9,53,47,55,06038.pdf,100
1569.HK,5,9,75,14,6,5,8,0,1,0,0,0,1,7,7,0,10,13,6,60,23,33,01569.pdf,100
0588.HK,23,27,66,30,16,12,22,4,8,0,0,9,8,14,24,4,25,23,16,61,48,45,00588.pdf,100
1184.HK,4,7,77,7,4,3,7,1,3,0,0,4,3,4,4,1,10,5,4,49,41,55,01184.pdf,100
6133.HK,6,9,76,8,5,2,6,1,1,0,0,0,1,5,11,1,15,6,5,51,44,54,06133.pdf,100
0828.HK,10,18,67,16,7,4,12,1,1,0,0,0,1,18,27,1,21,15,7,47,38,56,00828.pdf,100
9979.HK,29,24,76,34,8,16,11,6,6,0,0,19,6,15,12,6,34,46,8,72,53,35,09979.pdf,100
0291.HK,27,33,61,49,19,24,26,4,8,0,0,4,8,30,31,4,38,31,19,64,34,34,00291.pdf,100
0960.HK,43,34,75,52,18,32,27,6,22,0,0,9,22,22,24,6,45,53,18,73,52,33,00960.pdf,100
1301.HK,22,29,63,27,18,9,34,8,3,0,0,0,3,15,29,8,36,27,18,56,51,54,01301.pdf,100
1034.HK,4,9,74,7,4,3,5,1,1,0,0,0,1,4,9,1,13,8,4,43,33,59,01034.pdf,100
1378.HK,24,22,74,29,17,13,26,6,19,0,0,4,19,19,25,6,29,25,17,68,50,38,01378.pdf,100
1127.HK,11,19,66,16,12,7,15,4,9,0,0,0,9,10,14,4,19,14,12,47,42,59,01127.pdf,100
1747.HK,9,18,66,16,7,3,10,4,9,0,0,9,9,8,11,4,17,11,7,46,34,55,01747.pdf,100
1293.HK,17,21,69,20,9,6,13,4,8,0,0,0,8,19,17,4,26,19,9,57,51,52,01293.pdf,100
1540.HK,10,18,67,15,11,6,14,4,11,0,0,0,11,11,13,4,16,13,11,46,44,61,01540.pdf,100
1545.HK,6,15,68,12,6,8,10,1,8,0,0,0,8,11,10,1,15,9,6,40,33,63,01545.pdf,100
8073.HK,8,16,68,18,7,4,10,2,3,0,0,0,3,12,14,2,20,13,7,53,29,45,08073.pdf,100
1832.HK,11,20,66,19,8,7,11,4,0,0,0,0,0,9,14,4,21,16,8,51,37,51,01832.pdf,100
6186.HK,23,24,70,27,9,7,17,6,20,0,0,0,20,18,18,6,28,28,9,64,53,44,06186.pdf,100
1888.HK,13,17,70,24,13,7,21,5,3,33,33,4,3,17,23,5,27,16,13,62,32,36,01888.pdf,100
0148.HK,14,19,70,27,14,8,24,5,3,33,33,4,3,17,23,5,27,17,14,63,33,35,00148.pdf,100
0813.HK,19,22,70,27,14,20,15,6,4,0,0,0,4,15,25,6,34,30,14,63,45,41,00813.pdf,100
0750.HK,11,18,68,23,9,11,15,2,3,0,0,0,3,17,17,2,23,16,9,58,30,39,00750.pdf,100
1138.HK,26,26,71,28,21,19,29,4,6,0,0,0,6,14,35,4,24,33,21,65,56,45,01138.pdf,100
2223.HK,6,8,77,11,4,4,8,1,9,0,0,0,9,8,7,1,17,8,4,62,38,39,02223.pdf,100
1606.HK,32,33,67,34,16,32,23,6,16,0,0,9,16,16,15,6,36,30,16,64,58,48,01606.pdf,100
6123.HK,5,12,72,10,6,3,9,1,0,0,0,0,0,7,10,1,15,11,6,44,32,57,06123.pdf,100
2618.HK,42,36,72,45,17,33,37,7,8,0,0,4,8,21,17,7,41,35,17,70,58,40,02618.pdf,100
2698.HK,31,23,79,29,15,7,21,6,3,0,0,4,3,16,31,6,28,20,15,73,65,40,02698.pdf,100
3336.HK,9,16,70,15,9,10,13,2,1,0,0,0,1,15,15,2,16,15,9,51,40,53,03336.pdf,100
0716.HK,14,15,75,23,8,11,15,7,4,33,33,0,4,10,16,7,17,16,8,68,39,33,00716.pdf,100
0117.HK,13,27,57,31,18,11,27,4,1,0,0,4,1,26,30,4,26,19,18,54,26,42,00117.pdf,100
