file_name,positive,negative,net_value,total_words,business,cc_words,environment_word,gen_word,philanthrophy,product,sh_value_value,value_cr_value,labor_relation_value,labor_cost_value,health_value,evaluation_value,demo_value,diversity_value,attract_value,net_ratio,posi_ratio,nega_ratio,name,year
0747.HK,5,11,73,10,6,4,9,0,1,0,0,0,1,8,7,0,10,8,6,46,33,55,00747.pdf,77
8373.HK,6,10,75,9,7,5,8,1,0,0,0,0,0,10,13,1,11,5,7,49,40,55,08373.pdf,77
1987.HK,2,6,77,5,7,3,6,0,0,0,0,0,0,4,10,0,8,6,7,42,25,55,01987.pdf,77
1451.HK,4,9,75,7,6,7,9,1,1,0,0,0,1,7,10,1,11,6,6,42,37,62,01451.pdf,77
8045.HK,6,5,82,6,3,2,6,1,6,0,0,0,6,4,3,1,9,6,3,71,61,41,08045.pdf,77
1240.HK,7,9,77,10,6,3,12,3,0,33,33,4,0,4,10,3,8,8,6,59,45,46,01240.pdf,77
0663.HK,4,9,74,9,4,2,7,1,1,0,0,0,1,4,7,1,8,9,4,49,32,51,00663.pdf,77
9918.HK,4,10,73,11,3,2,5,0,1,0,0,0,1,5,7,0,10,10,3,49,23,46,09918.pdf,77
0829.HK,10,19,65,16,9,13,16,2,6,0,0,0,6,16,19,2,21,17,9,46,39,58,00829.pdf,77
1959.HK,4,9,74,9,5,0,9,0,1,0,0,0,1,6,12,0,7,6,5,47,28,51,01959.pdf,77
0171.HK,5,14,68,18,4,3,7,1,0,0,0,0,0,12,7,1,17,14,4,54,18,38,00171.pdf,77
1205.HK,16,26,61,29,7,3,14,7,4,0,0,4,4,24,28,7,37,25,7,55,35,46,01205.pdf,77
1117.HK,16,13,81,23,6,4,6,4,8,0,0,9,8,10,12,4,14,16,6,74,44,28,01117.pdf,77
1262.HK,9,11,77,13,4,2,6,2,12,0,0,0,12,6,10,2,13,13,4,63,45,42,01262.pdf,77
0270.HK,45,45,61,57,25,36,28,7,6,33,33,9,6,42,83,7,55,52,25,66,49,40,00270.pdf,77
0293.HK,43,35,73,44,18,16,30,12,20,0,0,4,20,16,25,12,38,44,18,71,60,40,00293.pdf,77
8249.HK,4,9,74,9,5,6,7,2,0,0,0,0,0,6,8,2,15,8,5,49,26,47,08249.pdf,77
2111.HK,5,6,79,8,2,4,4,1,4,0,0,0,4,6,5,1,6,5,2,61,38,41,02111.pdf,77
1762.HK,4,8,75,11,3,1,5,0,0,0,0,0,0,8,5,0,12,8,3,57,24,38,01762.pdf,77
8495.HK,6,9,76,10,6,3,7,1,0,0,0,0,0,5,8,1,15,9,6,55,40,48,08495.pdf,77
6966.HK,7,8,78,8,4,5,6,2,1,0,0,4,1,5,6,2,9,9,4,60,52,48,06966.pdf,77
0817.HK,35,21,87,35,13,13,16,9,16,0,0,4,16,14,17,9,27,30,13,81,62,30,00817.pdf,77
0570.HK,13,18,69,21,11,2,10,3,1,0,0,0,1,10,20,3,17,19,11,58,38,44,00570.pdf,77
8172.HK,2,4,79,4,2,3,3,0,0,0,0,0,0,2,4,0,8,5,2,47,30,52,08172.pdf,77
8053.HK,5,9,75,8,5,2,8,2,4,0,0,0,4,8,9,2,8,8,5,50,36,52,08053.pdf,77
1697.HK,20,12,85,18,6,4,5,2,38,0,0,19,38,7,8,2,20,16,6,80,67,33,01697.pdf,77
0737.HK,7,15,68,13,6,5,11,6,0,0,0,0,0,12,13,6,18,14,6,44,32,57,00737.pdf,77
0346.HK,6,11,73,10,8,9,12,2,1,0,0,0,1,5,10,2,14,9,8,49,41,55,00346.pdf,77
0019.HK,48,47,60,71,40,47,67,29,11,33,33,9,11,23,20,29,47,65,40,68,41,33,00019.pdf,77
8337.HK,6,9,76,8,5,2,6,0,3,0,0,0,3,7,8,0,13,8,5,52,45,54,08337.pdf,77
1839.HK,16,17,74,21,6,7,14,3,0,0,0,0,0,10,14,3,15,18,6,64,47,41,01839.pdf,77
1439.HK,10,13,73,13,5,1,9,6,1,0,0,0,1,10,8,6,17,11,5,55,46,51,01439.pdf,77
8305.HK,4,5,79,5,5,0,6,0,1,0,0,4,1,3,6,0,7,4,5,56,42,48,08305.pdf,77
1034.HK,2,4,79,4,3,1,4,0,1,0,0,0,1,3,6,0,8,4,3,45,32,55,01034.pdf,77
6083.HK,8,13,72,11,10,4,13,2,1,0,0,9,1,9,15,2,13,11,10,48,43,58,06083.pdf,77
0631.HK,22,20,75,26,11,9,14,7,4,0,0,0,4,11,22,7,27,21,11,68,53,40,00631.pdf,77
8148.HK,3,7,77,8,3,1,4,2,0,0,0,0,0,6,4,2,9,5,3,55,28,42,08148.pdf,77
0482.HK,8,20,62,21,7,1,15,4,3,0,0,0,3,12,18,4,23,16,7,48,25,49,00482.pdf,77
8360.HK,7,10,75,8,7,3,9,2,1,0,0,4,1,8,9,2,10,8,7,51,49,58,08360.pdf,77
0326.HK,7,9,77,9,4,1,6,4,0,0,0,0,0,6,7,4,8,9,4,58,45,48,00326.pdf,77
8418.HK,4,9,74,8,4,1,5,1,1,0,0,0,1,9,7,1,9,5,4,43,35,59,08418.pdf,77
1823.HK,2,5,78,5,3,2,5,0,4,0,0,0,4,3,6,0,8,4,3,48,30,51,01823.pdf,77
6877.HK,4,7,78,6,2,1,3,1,1,0,0,4,1,4,3,1,9,5,2,52,38,50,06877.pdf,77
3309.HK,4,8,76,9,3,3,4,1,0,0,0,0,0,2,4,1,7,6,3,52,29,46,03309.pdf,77
0334.HK,12,17,70,17,8,2,9,5,1,0,0,4,1,5,28,5,18,15,8,55,44,50,00334.pdf,77
8246.HK,5,14,68,10,7,12,11,4,0,0,0,0,0,9,10,4,16,9,7,35,33,68,08246.pdf,77
0312.HK,7,13,72,16,5,6,9,3,0,0,0,4,0,6,11,3,15,10,5,57,29,40,00312.pdf,77
2382.HK,23,36,53,40,15,8,15,4,4,0,0,4,4,26,39,4,50,38,15,56,36,46,02382.pdf,77
1853.HK,7,11,73,12,7,3,10,2,0,0,0,0,0,9,9,2,13,10,7,53,36,49,01853.pdf,77
8188.HK,4,9,74,8,5,4,10,0,0,0,0,0,0,2,6,0,8,8,5,45,35,57,08188.pdf,77
0311.HK,8,5,83,8,3,4,5,2,3,0,0,4,3,3,3,2,6,7,3,76,61,35,00311.pdf,77
6117.HK,17,15,78,23,9,2,8,1,1,0,0,0,1,8,24,1,22,18,9,71,48,34,06117.pdf,77
3678.HK,22,18,78,30,12,2,3,3,0,0,0,9,0,8,7,3,36,21,12,72,44,30,03678.pdf,77
8420.HK,3,4,80,4,1,0,3,1,4,0,0,0,4,5,3,1,9,4,1,58,47,49,08420.pdf,77
0103.HK,15,22,66,31,11,7,22,2,4,0,0,0,4,20,21,2,34,19,11,61,29,35,00103.pdf,77
8225.HK,1,1,83,2,0,0,1,0,3,0,0,0,3,2,0,0,3,2,0,74,41,27,08225.pdf,77
1747.HK,7,13,71,13,4,1,6,3,0,0,0,0,0,6,8,3,14,11,4,52,35,49,01747.pdf,77
6158.HK,8,8,79,14,7,8,9,2,24,0,0,0,24,8,6,2,12,13,7,69,38,31,06158.pdf,77
0336.HK,31,38,58,53,20,7,40,14,8,0,0,4,8,28,28,14,31,33,20,64,36,35,00336.pdf,77
1257.HK,26,38,54,56,28,18,50,17,4,0,0,0,4,41,46,17,37,45,28,62,29,34,01257.pdf,77
1269.HK,22,26,67,30,9,3,24,10,19,0,0,9,19,25,24,10,36,39,9,62,46,43,01269.pdf,77
2348.HK,9,11,75,17,6,10,11,1,25,0,0,0,25,7,12,1,20,12,6,64,33,34,02348.pdf,77
2280.HK,9,16,69,17,7,2,9,2,8,0,0,9,8,14,12,2,18,13,7,53,34,47,02280.pdf,77
6069.HK,5,6,79,7,4,2,6,1,8,0,0,0,8,4,5,1,10,8,4,59,42,45,06069.pdf,77
2020.HK,22,30,61,33,10,9,14,6,24,0,0,0,24,19,15,6,26,32,10,58,41,45,02020.pdf,77
8491.HK,6,13,71,9,5,3,8,2,1,0,0,4,1,8,10,2,12,9,5,38,40,68,08491.pdf,77
2007.HK,41,40,64,49,21,18,14,13,30,33,33,14,30,26,29,13,48,49,21,67,52,41,02007.pdf,77
8403.HK,3,5,79,5,2,1,4,0,0,0,0,0,0,6,4,0,8,5,2,56,42,48,08403.pdf,77
1302.HK,7,13,71,13,6,3,10,1,1,0,0,9,1,13,15,1,16,12,6,50,34,50,01302.pdf,77
8333.HK,2,4,79,4,1,1,1,1,3,0,0,0,3,3,2,1,6,3,1,46,35,57,08333.pdf,77
1127.HK,10,15,72,14,11,4,15,4,8,0,0,0,8,9,14,4,16,13,11,54,44,52,01127.pdf,77
1929.HK,14,17,73,26,6,7,14,7,9,0,0,0,9,10,5,7,13,18,6,66,34,32,01929.pdf,77
1540.HK,9,14,72,12,10,5,13,4,9,0,0,0,9,9,12,4,13,11,10,50,45,57,01540.pdf,77
0522.HK,13,11,80,13,6,0,7,4,4,0,0,9,4,7,9,4,14,12,6,70,60,41,00522.pdf,77
1615.HK,5,9,74,8,6,4,7,1,3,0,0,0,3,4,11,1,9,6,6,46,38,58,01615.pdf,77
0181.HK,3,7,77,5,2,0,5,1,1,0,0,0,1,6,6,1,7,6,2,44,39,60,00181.pdf,77
1315.HK,4,9,75,8,5,2,9,2,1,0,0,0,1,4,7,2,14,9,5,47,33,54,01315.pdf,77
6822.HK,6,12,72,11,6,6,9,2,4,0,0,4,4,5,8,2,13,11,6,47,36,55,06822.pdf,77
8100.HK,3,7,77,8,5,2,5,1,3,0,0,0,3,4,7,1,9,5,5,54,27,42,08100.pdf,77
0119.HK,7,12,73,13,7,6,6,1,8,0,0,0,8,5,10,1,13,10,7,55,34,45,00119.pdf,77
0751.HK,6,8,77,10,6,9,8,2,0,0,0,4,0,4,7,2,10,8,6,58,37,43,00751.pdf,77
2885.HK,4,8,75,10,3,2,5,0,0,0,0,0,0,5,5,0,11,6,3,54,24,41,02885.pdf,77
2328.HK,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,02328.pdf,77
8513.HK,7,11,74,10,7,2,9,2,3,0,0,4,3,7,10,2,13,10,7,52,45,54,08513.pdf,77
1529.HK,8,14,70,16,8,2,9,1,3,0,0,0,3,13,14,1,15,10,8,54,29,44,01529.pdf,77
1301.HK,21,24,68,25,15,7,29,9,4,0,0,0,4,12,24,9,30,22,15,60,52,49,01301.pdf,77
8076.HK,11,16,72,13,8,5,9,2,1,33,33,0,1,7,11,2,22,15,8,52,55,60,08076.pdf,77
1542.HK,9,15,70,15,6,5,7,1,1,0,0,0,1,8,12,1,11,12,6,52,39,51,01542.pdf,77
1623.HK,6,14,69,13,6,4,10,1,1,0,0,0,1,12,17,1,13,12,6,47,30,52,01623.pdf,77
0762.HK,53,35,83,54,21,6,9,12,50,0,0,14,50,22,14,12,51,42,21,78,61,32,00762.pdf,77
8027.HK,5,9,75,7,6,4,5,0,0,0,0,0,0,8,10,0,11,7,6,46,47,62,08027.pdf,77
2202.HK,47,34,79,53,24,17,24,6,9,0,0,4,9,24,31,6,44,67,24,76,54,32,02202.pdf,77
2601.HK,38,29,78,40,15,6,7,4,4,0,0,0,4,22,22,4,43,44,15,74,59,36,02601.pdf,77
0297.HK,10,18,67,19,11,5,15,2,3,0,0,0,3,20,22,2,19,20,11,53,35,48,00297.pdf,77
0236.HK,6,7,79,13,3,1,2,0,9,0,0,0,9,7,6,0,13,9,3,67,30,29,00236.pdf,77
1802.HK,2,6,78,6,4,4,6,0,0,0,0,0,0,3,7,0,7,4,4,49,28,49,01802.pdf,77
0168.HK,19,14,81,22,8,7,11,3,1,0,0,4,1,10,14,3,17,19,8,75,54,32,00168.pdf,77
3839.HK,4,9,75,10,5,5,7,0,1,0,0,0,1,5,7,0,8,6,5,54,27,42,03839.pdf,77
2212.HK,7,12,72,13,5,5,6,1,0,0,0,0,0,13,20,1,15,11,5,52,34,48,02212.pdf,77
0641.HK,6,12,73,13,11,14,15,1,4,0,0,0,4,7,11,1,16,8,11,55,31,43,00641.pdf,77
2218.HK,7,8,79,9,4,3,8,2,1,0,0,0,1,7,11,2,11,9,4,65,47,40,02218.pdf,77
1480.HK,7,14,70,15,7,2,10,0,1,0,0,0,1,15,15,0,17,10,7,51,32,48,01480.pdf,77
1070.HK,28,28,69,30,12,10,14,9,16,0,0,14,16,21,36,9,35,29,12,64,56,46,01070.pdf,77
0184.HK,4,7,78,7,4,1,6,2,0,0,0,0,0,4,6,2,8,8,4,55,36,46,00184.pdf,77
0460.HK,20,31,57,35,15,19,20,2,6,0,0,0,6,14,32,2,30,25,15,56,36,45,00460.pdf,77
9968.HK,6,9,77,10,4,4,6,0,6,0,0,0,6,6,7,0,9,9,4,59,40,43,09968.pdf,77
0089.HK,2,2,82,3,2,0,2,0,3,0,0,0,3,3,3,0,4,3,2,63,43,41,00089.pdf,77
1665.HK,4,5,80,6,3,1,3,1,0,0,0,0,0,4,4,1,7,6,3,61,39,40,01665.pdf,77
9916.HK,5,7,78,9,4,2,5,2,0,0,0,0,0,3,6,2,10,8,4,61,31,36,09916.pdf,77
1691.HK,11,14,74,15,9,6,11,5,6,0,0,0,6,10,9,5,19,15,9,60,45,45,01691.pdf,77
1061.HK,5,8,76,7,3,2,6,1,0,0,0,0,0,4,8,1,9,7,3,48,41,56,01061.pdf,77
0085.HK,6,8,77,13,5,8,6,1,1,0,0,0,1,5,10,1,15,10,5,64,28,31,00085.pdf,77
8400.HK,5,8,77,7,4,2,6,0,6,0,0,0,6,4,5,0,11,5,4,52,42,52,08400.pdf,77
0268.HK,53,47,66,70,6,15,10,3,3,0,0,9,3,27,10,3,89,63,6,71,47,34,00268.pdf,77
9922.HK,15,19,71,28,2,5,7,4,17,0,0,4,17,14,16,4,29,19,2,64,34,34,09922.pdf,77
1831.HK,4,6,78,8,3,1,3,0,1,0,0,0,1,3,5,0,6,5,3,60,29,36,01831.pdf,77
2388.HK,40,54,43,62,8,11,17,23,61,0,0,4,61,16,15,23,45,67,8,59,40,43,02388.pdf,77
6808.HK,11,14,73,16,6,3,8,3,16,0,0,4,16,6,18,3,18,15,6,59,42,45,06808.pdf,77
2363.HK,3,4,80,4,3,1,4,0,1,0,0,0,1,7,5,0,7,5,3,58,44,47,02363.pdf,77
0698.HK,3,6,78,6,6,3,6,0,1,0,0,0,1,8,8,0,12,7,6,52,31,47,00698.pdf,77
6836.HK,10,12,76,11,5,2,6,3,8,0,0,4,8,6,8,3,13,9,5,59,59,54,06836.pdf,77
8211.HK,6,10,75,9,3,3,4,1,0,0,0,4,0,9,8,1,9,8,3,49,42,56,08211.pdf,77
1458.HK,17,19,72,24,6,5,11,2,6,0,0,0,6,8,18,2,20,19,6,64,46,41,01458.pdf,77
0303.HK,39,39,64,44,22,24,39,25,38,0,0,0,38,16,24,25,42,45,22,65,54,44,00303.pdf,77
0106.HK,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,00106.pdf,77
0200.HK,15,24,63,30,10,8,19,20,9,0,0,0,9,5,12,20,14,19,10,58,32,40,00200.pdf,77
3828.HK,5,6,80,9,5,2,4,2,1,0,0,4,1,14,6,2,7,7,5,65,33,32,03828.pdf,77
8063.HK,5,7,77,6,4,1,5,1,0,0,0,0,0,6,6,1,8,6,4,47,51,63,08063.pdf,77
1696.HK,5,10,73,10,4,2,5,0,11,0,0,0,11,5,9,0,13,9,4,48,31,52,01696.pdf,77
1280.HK,7,10,76,11,4,1,4,1,4,0,0,0,4,9,8,1,19,12,4,58,39,45,01280.pdf,77
1399.HK,7,11,74,15,7,1,9,1,0,0,0,4,0,7,12,1,16,12,7,61,30,36,01399.pdf,77
3778.HK,1,2,81,3,1,1,1,0,0,0,0,0,0,4,3,0,3,2,1,53,31,46,03778.pdf,77
0023.HK,29,25,74,35,10,10,17,1,29,0,0,19,29,14,9,1,31,40,10,70,50,36,00023.pdf,77
1582.HK,8,12,73,13,7,5,8,3,4,0,0,0,4,8,10,3,18,12,7,54,38,48,01582.pdf,77
0807.HK,14,21,66,23,14,6,28,2,0,0,0,0,0,8,27,2,20,14,14,56,39,47,00807.pdf,77
0688.HK,41,40,65,51,25,18,21,15,1,0,0,4,1,34,32,15,54,57,25,67,49,38,00688.pdf,77
1857.HK,24,29,65,42,14,8,27,10,11,0,0,0,11,14,33,10,27,33,14,65,36,35,01857.pdf,77
1876.HK,11,10,80,9,5,3,5,1,0,0,0,0,0,5,10,1,6,7,5,67,79,55,01876.pdf,77
0371.HK,44,33,78,45,19,29,30,6,16,0,0,4,16,36,34,6,38,50,19,74,60,37,00371.pdf,77
2030.HK,2,3,82,4,2,0,3,0,6,0,0,0,6,2,3,0,6,2,2,65,42,37,02030.pdf,77
0229.HK,10,10,78,10,5,6,6,3,4,0,0,0,4,1,7,3,8,10,5,61,62,53,00229.pdf,77
0436.HK,9,18,66,21,14,3,18,0,0,0,0,0,0,14,26,0,25,15,14,53,26,42,00436.pdf,77
2688.HK,34,33,68,34,20,25,27,5,11,0,0,0,11,10,28,5,31,33,20,65,60,48,02688.pdf,77
8229.HK,4,7,77,6,2,0,5,0,4,0,0,0,4,6,4,0,9,7,2,50,42,56,08229.pdf,77
1259.HK,4,7,78,6,3,1,6,2,6,0,0,0,6,3,6,2,7,7,3,52,43,54,01259.pdf,77
9909.HK,10,12,75,13,4,2,6,1,4,0,0,0,4,7,9,1,20,12,4,59,47,47,09909.pdf,77
0607.HK,8,12,73,14,8,4,15,4,6,0,0,0,6,9,11,4,13,14,8,58,35,42,00607.pdf,77
1303.HK,4,7,77,8,5,2,7,2,1,0,0,0,1,6,9,2,10,7,5,54,33,45,01303.pdf,77
2000.HK,4,9,75,10,7,3,6,1,1,0,0,0,1,4,11,1,14,8,7,54,27,43,02000.pdf,77
0046.HK,7,8,78,11,3,2,6,2,4,0,0,0,4,5,7,2,14,10,3,64,38,37,00046.pdf,77
0419.HK,12,16,73,26,7,5,9,2,3,0,0,0,3,15,17,2,26,20,7,66,30,30,00419.pdf,77
1745.HK,8,14,70,12,5,3,7,3,1,0,0,0,1,12,10,3,20,12,5,45,40,59,01745.pdf,77
3989.HK,12,27,56,24,16,7,28,7,0,0,0,0,0,18,28,7,23,22,16,44,32,57,03989.pdf,77
2299.HK,8,8,79,10,5,7,10,1,1,0,0,0,1,7,12,1,14,10,5,66,51,42,02299.pdf,77
1072.HK,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,01072.pdf,77
0010.HK,24,31,61,31,15,19,29,34,1,0,0,4,1,11,14,34,24,44,15,57,48,50,00010.pdf,77
0101.HK,24,31,61,31,15,19,29,34,1,0,0,4,1,11,14,34,24,38,15,57,48,50,00101.pdf,77
