file_name,positive,negative,net_value,total_words,business,cc_words,environment_word,gen_word,philanthrophy,product,sh_value_value,value_cr_value,labor_relation_value,labor_cost_value,health_value,evaluation_value,demo_value,diversity_value,attract_value,net_ratio,posi_ratio,nega_ratio,name,year
2022_00264.pdf,7,15,69,11,5,6,8,1,1,0,0,0,1,12,11,1,16,10,5,42,42,65,00264.pdf,100
2022_01763.pdf,13,24,62,22,10,5,16,3,1,0,0,4,1,14,22,3,18,20,10,50,38,53,01763.pdf,100
2022_00509.pdf,5,7,78,7,4,2,6,0,3,0,0,0,3,4,6,0,12,6,4,57,44,49,00509.pdf,100
2022_00601.pdf,3,5,79,6,4,2,4,0,0,0,0,4,0,4,6,0,9,4,4,54,38,49,00601.pdf,100
2022_01058.pdf,12,19,67,17,16,9,19,4,1,0,0,0,1,33,29,4,21,15,16,50,43,56,01058.pdf,100
2022_01480.pdf,8,18,65,19,9,4,13,1,1,0,0,0,1,18,18,1,21,12,9,50,28,47,01480.pdf,100
2022_00171.pdf,8,20,62,23,6,3,9,2,1,0,0,0,1,15,12,2,23,14,6,50,23,45,00171.pdf,100
2022_03360.pdf,29,36,59,45,15,21,28,4,12,0,0,9,12,22,25,4,48,45,15,62,40,40,03360.pdf,100
2022_00688.pdf,52,48,64,65,25,39,36,16,17,33,33,14,17,32,36,16,55,65,25,69,49,37,00688.pdf,100
2022_01285.pdf,14,22,65,19,11,7,13,6,11,0,0,4,11,21,24,6,26,17,11,49,47,59,01285.pdf,100
2022_01475.pdf,9,13,74,18,9,8,15,1,3,0,0,0,3,9,14,1,12,13,9,62,30,35,01475.pdf,100
2022_01717.pdf,32,25,77,34,13,10,25,19,22,0,0,4,22,12,14,19,26,35,13,72,58,37,01717.pdf,100
2022_02389.pdf,7,15,68,20,6,4,8,2,3,0,0,14,3,12,13,2,18,15,6,56,23,38,02389.pdf,100
2022_09959.pdf,28,23,77,33,9,15,15,5,0,0,0,14,0,16,15,5,36,26,9,72,52,34,09959.pdf,100
2022_00880.pdf,23,24,70,32,10,7,19,10,17,0,0,4,17,10,17,10,32,28,10,66,44,38,00880.pdf,100
2022_00363.pdf,11,12,76,14,13,18,16,3,3,0,0,0,3,15,16,3,19,14,13,63,50,44,00363.pdf,100
2022_00046.pdf,9,11,77,15,6,7,9,3,6,0,0,4,6,6,8,3,19,13,6,65,40,36,00046.pdf,100
2022_02020.pdf,32,46,47,34,15,16,25,13,8,0,0,9,8,21,24,13,39,37,15,47,57,67,02020.pdf,100
2022_02115.pdf,5,10,74,9,5,4,6,1,0,0,0,0,0,4,8,1,7,9,5,49,38,55,02115.pdf,100
2022_00010.pdf,43,54,46,52,23,30,52,32,3,0,0,0,3,15,18,32,44,47,23,57,51,52,00010.pdf,100
2022_00101.pdf,43,54,46,52,23,30,52,32,3,0,0,0,3,15,18,32,44,42,23,57,51,52,00101.pdf,100
2022_08337.pdf,6,11,74,9,6,4,8,2,3,0,0,0,3,8,8,2,13,9,6,48,43,58,08337.pdf,100
2022_03678.pdf,19,20,73,32,10,13,15,3,11,0,0,19,11,11,15,3,28,24,10,68,37,31,03678.pdf,100
2022_01515.pdf,16,17,74,22,8,7,12,4,3,0,0,0,3,8,14,4,22,22,8,66,46,39,01515.pdf,100
2022_01259.pdf,9,15,69,13,6,3,9,4,1,0,0,0,1,10,12,4,15,12,6,46,43,60,01259.pdf,100
2022_02030.pdf,5,6,79,8,2,2,4,2,8,0,0,0,8,3,5,2,8,4,2,61,38,40,02030.pdf,100
2022_01917.pdf,6,11,74,8,6,9,7,2,6,0,0,0,6,3,8,2,14,9,6,44,50,66,01917.pdf,100
2022_00765.pdf,7,14,69,11,9,12,14,1,6,0,0,0,6,13,14,1,17,10,9,41,39,64,00765.pdf,100
2022_00157.pdf,12,21,64,25,8,8,12,5,3,0,0,0,3,11,18,5,21,19,8,55,30,43,00157.pdf,100
2022_00195.pdf,13,16,73,16,12,8,14,5,4,0,0,0,4,12,17,5,18,17,12,59,51,50,00195.pdf,100
2022_08018.pdf,7,11,74,14,6,3,8,2,1,0,0,0,1,6,7,2,13,10,6,58,34,42,08018.pdf,100
2022_01368.pdf,16,24,64,20,11,8,19,11,8,0,0,0,8,14,18,11,13,20,11,51,48,58,01368.pdf,100
2022_01831.pdf,4,6,78,8,3,1,3,0,1,0,0,0,1,3,5,0,6,5,3,60,30,37,01831.pdf,100
2022_02098.pdf,17,23,66,22,12,17,19,5,4,0,0,9,4,14,18,5,27,19,12,55,48,53,02098.pdf,100
2022_08329.pdf,14,27,57,23,11,16,19,4,3,0,0,4,3,11,22,4,19,21,11,45,36,58,08329.pdf,100
2022_01799.pdf,23,16,81,20,6,11,10,3,0,0,0,9,0,9,15,3,21,17,6,75,71,42,01799.pdf,100
2022_02019.pdf,23,24,71,37,10,16,13,4,1,0,0,28,1,11,15,4,25,27,10,68,38,31,02019.pdf,100
