stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
00259.HK,26/10/2018,NA,NA,NA,NA,NA,NA
01360.HK,26/10/2018,NA,NA,NA,NA,NA,NA
00213.HK,NA,25/10/2018,NA,NA,NA,NA,NA
01173.HK,NA,25/10/2018,NA,NA,NA,NA,NA
01315.HK,NA,25/10/2018,NA,NA,NA,NA,NA
00475.HK,25/10/2018,NA,NA,NA,NA,NA,NA
00126.HK,NA,25/10/2018,NA,NA,NA,NA,NA
01752.HK,NA,25/10/2018,NA,NA,NA,NA,NA
00183.HK,NA,25/10/2018,NA,NA,NA,NA,NA
01166.HK,NA,25/10/2018,NA,NA,NA,NA,NA
01348.HK,NA,24/10/2018,NA,NA,NA,NA,NA
01673.HK,NA,24/10/2018,NA,NA,NA,NA,NA
00455.HK,NA,24/10/2018,NA,NA,NA,NA,NA
00216.HK,24/10/2018,NA,NA,NA,NA,NA,NA
03626.HK,NA,24/10/2018,NA,NA,NA,NA,NA
00160.HK,24/10/2018,NA,NA,NA,NA,NA,NA
01050.HK,24/10/2018,NA,NA,NA,NA,NA,NA
00332.HK,23/10/2018,NA,NA,NA,NA,NA,NA
01013.HK,NA,23/10/2018,NA,NA,NA,NA,NA
03708.HK,NA,23/10/2018,NA,NA,NA,NA,NA
00855.HK,NA,23/10/2018,NA,NA,NA,NA,NA
02689.HK,23/10/2018,NA,NA,NA,NA,NA,NA
00040.HK,22/10/2018,NA,NA,NA,NA,NA,NA
01627.HK,NA,19/10/2018,NA,NA,NA,NA,NA
00474.HK,19/10/2018,NA,NA,NA,NA,NA,NA
01341.HK,19/10/2018,NA,NA,NA,NA,NA,NA
00919.HK,19/10/2018,NA,NA,NA,NA,NA,NA
00017.HK,NA,19/10/2018,NA,NA,NA,NA,NA
01726.HK,NA,19/10/2018,NA,NA,NA,NA,NA
01104.HK,NA,19/10/2018,NA,NA,NA,NA,NA
01757.HK,19/10/2018,NA,NA,NA,NA,NA,NA
01314.HK,NA,18/10/2018,NA,NA,NA,NA,NA
01047.HK,NA,18/10/2018,NA,NA,NA,NA,NA
01443.HK,NA,18/10/2018,NA,NA,NA,NA,NA
01326.HK,18/10/2018,NA,NA,NA,NA,NA,NA
03893.HK,NA,18/10/2018,NA,NA,NA,NA,NA
01667.HK,18/10/2018,NA,NA,NA,NA,NA,NA
00057.HK,NA,16/10/2018,NA,NA,NA,NA,NA
00973.HK,NA,16/10/2018,NA,NA,NA,NA,NA
01655.HK,NA,16/10/2018,NA,NA,NA,NA,NA
00131.HK,NA,16/10/2018,NA,NA,NA,NA,NA
01226.HK,16/10/2018,NA,NA,NA,NA,NA,NA
00638.HK,NA,15/10/2018,NA,NA,NA,NA,NA
01662.HK,15/10/2018,NA,NA,NA,NA,NA,NA
02113.HK,NA,15/10/2018,NA,NA,NA,NA,NA
01001.HK,15/10/2018,NA,NA,NA,NA,NA,NA
00722.HK,NA,12/10/2018,NA,NA,NA,NA,NA
01229.HK,12/10/2018,NA,NA,NA,NA,NA,NA
00591.HK,NA,12/10/2018,NA,NA,NA,NA,NA
00491.HK,11/10/2018,NA,NA,NA,NA,NA,NA
00411.HK,NA,11/10/2018,NA,NA,NA,NA,NA
00252.HK,11/10/2018,NA,NA,NA,NA,NA,NA
00684.HK,11/10/2018,NA,NA,NA,NA,NA,NA
02326.HK,10/10/2018,NA,NA,NA,NA,NA,NA
00417.HK,10/10/2018,NA,NA,NA,NA,NA,NA
00565.HK,NA,10/10/2018,NA,NA,NA,NA,NA
01023.HK,NA,10/10/2018,NA,NA,NA,NA,NA
02368.HK,NA,10/10/2018,NA,NA,NA,NA,NA
01709.HK,10/10/2018,NA,NA,NA,NA,NA,NA
00052.HK,09/10/2018,NA,NA,NA,NA,NA,NA
00794.HK,NA,08/10/2018,NA,NA,NA,NA,NA
00280.HK,NA,08/10/2018,NA,NA,NA,NA,NA
00321.HK,NA,08/10/2018,NA,NA,NA,NA,NA
01621.HK,NA,05/10/2018,NA,NA,NA,NA,NA
00343.HK,NA,05/10/2018,NA,NA,NA,NA,NA
00959.HK,NA,04/10/2018,NA,NA,NA,NA,NA
01559.HK,NA,04/10/2018,NA,NA,NA,NA,NA
00026.HK,03/10/2018,NA,NA,NA,NA,NA,NA
01716.HK,NA,02/10/2018,NA,NA,NA,NA,NA
00403.HK,02/10/2018,NA,NA,NA,NA,NA,NA
00896.HK,02/10/2018,NA,NA,NA,NA,NA,NA
08448.HK,NA,28/09/2018,NA,NA,NA,NA,NA
08300.HK,NA,28/09/2018,NA,NA,NA,NA,NA
08510.HK,28/09/2018,NA,NA,NA,NA,NA,NA
08262.HK,NA,28/09/2018,NA,NA,NA,NA,NA
08149.HK,NA,28/09/2018,NA,NA,NA,NA,NA
08132.HK,NA,28/09/2018,NA,NA,NA,NA,NA
01660.HK,NA,28/09/2018,NA,NA,NA,NA,NA
01470.HK,NA,28/09/2018,NA,NA,NA,NA,NA
01830.HK,NA,28/09/2018,NA,NA,NA,NA,NA
08220.HK,28/09/2018,NA,NA,NA,NA,NA,NA
08195.HK,NA,28/09/2018,NA,NA,NA,NA,NA
08320.HK,NA,28/09/2018,NA,NA,NA,NA,NA
00276.HK,NA,28/09/2018,NA,NA,NA,NA,NA
00030.HK,28/09/2018,NA,NA,NA,NA,NA,NA
08201.HK,NA,28/09/2018,NA,NA,NA,NA,NA
08020.HK,28/09/2018,NA,NA,NA,NA,NA,NA
08277.HK,NA,28/09/2018,NA,NA,NA,NA,NA
08447.HK,NA,28/09/2018,NA,NA,NA,NA,NA
00681.HK,28/09/2018,NA,NA,NA,NA,NA,NA
03998.HK,27/09/2018,NA,NA,NA,NA,NA,NA
08250.HK,NA,27/09/2018,NA,NA,NA,NA,NA
08156.HK,NA,27/09/2018,NA,NA,NA,NA,NA
08422.HK,27/09/2018,NA,NA,NA,NA,NA,NA
08041.HK,NA,26/09/2018,NA,NA,NA,NA,NA
08047.HK,26/09/2018,NA,NA,NA,NA,NA,NA
02138.HK,NA,26/09/2018,NA,NA,NA,NA,NA
08143.HK,26/09/2018,NA,NA,NA,NA,NA,NA
08367.HK,NA,26/09/2018,NA,NA,NA,NA,NA
00899.HK,NA,26/09/2018,NA,NA,NA,NA,NA
01496.HK,NA,24/09/2018,NA,NA,NA,NA,NA
08545.HK,NA,24/09/2018,NA,NA,NA,NA,NA
08423.HK,NA,24/09/2018,NA,NA,NA,NA,NA
08501.HK,NA,21/09/2018,NA,NA,NA,NA,NA
08319.HK,NA,21/09/2018,NA,NA,NA,NA,NA
00336.HK,21/09/2018,NA,NA,NA,NA,NA,NA
00130.HK,NA,21/09/2018,NA,NA,NA,NA,NA
08295.HK,21/09/2018,NA,NA,NA,NA,NA,NA
08316.HK,NA,20/09/2018,NA,NA,NA,NA,NA
00745.HK,NA,20/09/2018,NA,NA,NA,NA,NA
01686.HK,20/09/2018,NA,NA,NA,NA,NA,NA
01221.HK,NA,20/09/2018,NA,NA,NA,NA,NA
00247.HK,NA,20/09/2018,NA,NA,NA,NA,NA
00083.HK,NA,20/09/2018,NA,NA,NA,NA,NA
00435.HK,19/09/2018,NA,NA,NA,NA,NA,NA
00932.HK,19/09/2018,NA,NA,NA,NA,NA,NA
08072.HK,18/09/2018,NA,NA,NA,NA,NA,NA
08200.HK,NA,18/09/2018,NA,NA,NA,NA,NA
01271.HK,18/09/2018,NA,NA,NA,NA,NA,NA
00401.HK,18/09/2018,NA,NA,NA,NA,NA,NA
03306.HK,18/09/2018,NA,NA,NA,NA,NA,NA
01633.HK,NA,17/09/2018,NA,NA,NA,NA,NA
00674.HK,NA,14/09/2018,NA,NA,NA,NA,NA
08511.HK,NA,14/09/2018,NA,NA,NA,NA,NA
08356.HK,14/09/2018,NA,NA,NA,NA,NA,NA
08067.HK,NA,12/09/2018,NA,NA,NA,NA,NA
08315.HK,NA,11/09/2018,NA,NA,NA,NA,NA
01116.HK,11/09/2018,NA,NA,NA,NA,NA,NA
01116.HK,NA,NA,NA,NA,NA,NA,NA
00738.HK,NA,10/09/2018,NA,NA,NA,NA,NA
00042.HK,NA,NA,NA,NA,NA,NA,NA
00412.HK,NA,06/09/2018,NA,NA,NA,NA,NA
08507.HK,NA,06/09/2018,NA,NA,NA,NA,NA
00151.HK,04/09/2018,NA,NA,NA,NA,NA,NA
00384.HK,03/09/2018,NA,NA,NA,NA,NA,NA
08269.HK,NA,31/08/2018,NA,NA,NA,NA,NA
00125.HK,31/08/2018,NA,NA,NA,NA,NA,NA
08268.HK,NA,31/08/2018,NA,NA,NA,NA,NA
08427.HK,NA,31/08/2018,NA,NA,NA,NA,NA
08193.HK,NA,31/08/2018,NA,NA,NA,NA,NA
00992.HK,31/08/2018,NA,NA,NA,NA,NA,NA
08080.HK,31/08/2018,NA,NA,NA,NA,NA,NA
00262.HK,NA,31/08/2018,NA,NA,NA,NA,NA
00918.HK,31/08/2018,NA,NA,NA,NA,NA,NA
02382.HK,NA,31/08/2018,NA,NA,NA,NA,NA
08412.HK,NA,30/08/2018,NA,NA,NA,NA,NA
00243.HK,NA,30/08/2018,NA,NA,NA,NA,NA
02293.HK,NA,30/08/2018,NA,NA,NA,NA,NA
08428.HK,NA,29/08/2018,NA,NA,NA,NA,NA
01245.HK,NA,29/08/2018,NA,NA,NA,NA,NA
08286.HK,28/08/2018,NA,NA,NA,NA,NA,NA
01213.HK,24/08/2018,NA,NA,NA,NA,NA,NA
01373.HK,NA,24/08/2018,NA,NA,NA,NA,NA
00223.HK,NA,24/08/2018,NA,NA,NA,NA,NA
08222.HK,NA,22/08/2018,NA,NA,NA,NA,NA
08326.HK,NA,21/08/2018,NA,NA,NA,NA,NA
00093.HK,NA,21/08/2018,NA,NA,NA,NA,NA
08391.HK,NA,20/08/2018,NA,NA,NA,NA,NA
00179.HK,NA,20/08/2018,NA,NA,NA,NA,NA
01466.HK,NA,17/08/2018,NA,NA,NA,NA,NA
03830.HK,NA,17/08/2018,NA,NA,NA,NA,NA
00377.HK,10/08/2018,NA,NA,NA,NA,NA,NA
01128.HK,10/08/2018,NA,NA,NA,NA,NA,NA
01399.HK,09/08/2018,NA,NA,NA,NA,NA,NA
00910.HK,08/08/2018,NA,NA,NA,NA,NA,NA
02663.HK,NA,08/08/2018,NA,NA,NA,NA,NA
08057.HK,08/08/2018,NA,NA,NA,NA,NA,NA
00058.HK,06/08/2018,NA,NA,NA,NA,NA,NA
00923.HK,NA,01/08/2018,NA,NA,NA,NA,NA
01094.HK,31/07/2018,NA,NA,NA,NA,NA,NA
01733.HK,31/07/2018,NA,NA,NA,NA,NA,NA
00828.HK,31/07/2018,NA,NA,NA,NA,NA,NA
01225.HK,31/07/2018,NA,NA,NA,NA,NA,NA
00807.HK,31/07/2018,NA,NA,NA,NA,NA,NA
00355.HK,31/07/2018,NA,NA,NA,NA,NA,NA
00617.HK,31/07/2018,NA,NA,NA,NA,NA,NA
00078.HK,31/07/2018,NA,NA,NA,NA,NA,NA
00120.HK,31/07/2018,NA,NA,NA,NA,NA,NA
00969.HK,31/07/2018,NA,NA,NA,NA,NA,NA
02078.HK,31/07/2018,NA,NA,NA,NA,NA,NA
01220.HK,NA,31/07/2018,NA,NA,NA,NA,NA
00596.HK,31/07/2018,NA,NA,NA,NA,NA,NA
01218.HK,NA,31/07/2018,NA,NA,NA,NA,NA
00616.HK,NA,NA,NA,NA,NA,NA,NA
00573.HK,31/07/2018,NA,NA,NA,NA,NA,NA
00526.HK,NA,31/07/2018,NA,NA,NA,NA,NA
00557.HK,31/07/2018,NA,NA,NA,NA,NA,NA
01009.HK,31/07/2018,NA,NA,NA,NA,NA,NA
00381.HK,30/07/2018,NA,NA,NA,NA,NA,NA
01858.HK,30/07/2018,NA,NA,NA,NA,NA,NA
00037.HK,NA,30/07/2018,NA,NA,NA,NA,NA
00309.HK,30/07/2018,NA,NA,NA,NA,NA,NA
00970.HK,NA,30/07/2018,NA,NA,NA,NA,NA
00156.HK,30/07/2018,NA,NA,NA,NA,NA,NA
08118.HK,NA,30/07/2018,NA,NA,NA,NA,NA
02683.HK,NA,30/07/2018,NA,NA,NA,NA,NA
00226.HK,30/07/2018,NA,NA,NA,NA,NA,NA
00655.HK,30/07/2018,NA,NA,NA,NA,NA,NA
03933.HK,30/07/2018,NA,NA,NA,NA,NA,NA
03683.HK,NA,30/07/2018,NA,NA,NA,NA,NA
01124.HK,30/07/2018,NA,NA,NA,NA,NA,NA
00292.HK,NA,30/07/2018,NA,NA,NA,NA,NA
00129.HK,NA,30/07/2018,NA,NA,NA,NA,NA
00214.HK,NA,30/07/2018,NA,NA,NA,NA,NA
01539.HK,30/07/2018,NA,NA,NA,NA,NA,NA
00164.HK,30/07/2018,NA,NA,NA,NA,NA,NA
00508.HK,NA,30/07/2018,NA,NA,NA,NA,NA
00269.HK,NA,30/07/2018,NA,NA,NA,NA,NA
00199.HK,30/07/2018,NA,NA,NA,NA,NA,NA
01004.HK,NA,30/07/2018,NA,NA,NA,NA,NA
00731.HK,NA,30/07/2018,NA,NA,NA,NA,NA
00279.HK,30/07/2018,NA,NA,NA,NA,NA,NA
01075.HK,27/07/2018,NA,NA,NA,NA,NA,NA
00866.HK,27/07/2018,NA,NA,NA,NA,NA,NA
00493.HK,27/07/2018,NA,NA,NA,NA,NA,NA
00486.HK,27/07/2018,NA,NA,NA,NA,NA,NA
01591.HK,NA,27/07/2018,NA,NA,NA,NA,NA
01060.HK,27/07/2018,NA,NA,NA,NA,NA,NA
00679.HK,27/07/2018,NA,NA,NA,NA,NA,NA
00518.HK,NA,27/07/2018,NA,NA,NA,NA,NA
03363.HK,27/07/2018,NA,NA,NA,NA,NA,NA
00061.HK,27/07/2018,NA,NA,NA,NA,NA,NA
00485.HK,NA,27/07/2018,NA,NA,NA,NA,NA
00042.HK,NA,NA,NA,NA,NA,NA,NA
00645.HK,27/07/2018,NA,NA,NA,NA,NA,NA
00716.HK,NA,NA,NA,NA,NA,NA,NA
00290.HK,NA,27/07/2018,NA,NA,NA,NA,NA
01682.HK,NA,27/07/2018,NA,NA,NA,NA,NA
00723.HK,27/07/2018,NA,NA,NA,NA,NA,NA
02322.HK,NA,27/07/2018,NA,NA,NA,NA,NA
03399.HK,27/07/2018,NA,NA,NA,NA,NA,NA
03395.HK,27/07/2018,NA,NA,NA,NA,NA,NA
06869.HK,27/07/2018,NA,NA,NA,NA,NA,NA
06893.HK,27/07/2018,NA,NA,NA,NA,NA,NA
00499.HK,NA,27/07/2018,NA,NA,NA,NA,NA
01246.HK,NA,27/07/2018,NA,NA,NA,NA,NA
02031.HK,27/07/2018,NA,NA,NA,NA,NA,NA
00677.HK,NA,27/07/2018,NA,NA,NA,NA,NA
01613.HK,NA,27/07/2018,NA,NA,NA,NA,NA
00736.HK,NA,27/07/2018,NA,NA,NA,NA,NA
00211.HK,27/07/2018,NA,NA,NA,NA,NA,NA
06889.HK,NA,27/07/2018,NA,NA,NA,NA,NA
01547.HK,27/07/2018,NA,NA,NA,NA,NA,NA
01328.HK,26/07/2018,NA,NA,NA,NA,NA,NA
01697.HK,26/07/2018,NA,NA,NA,NA,NA,NA
02139.HK,26/07/2018,NA,NA,NA,NA,NA,NA
01165.HK,26/07/2018,NA,NA,NA,NA,NA,NA
01057.HK,26/07/2018,NA,NA,NA,NA,NA,NA
01558.HK,26/07/2018,NA,NA,NA,NA,NA,NA
00579.HK,26/07/2018,NA,NA,NA,NA,NA,NA
02009.HK,26/07/2018,NA,NA,NA,NA,NA,NA
02779.HK,26/07/2018,NA,NA,NA,NA,NA,NA
03878.HK,NA,26/07/2018,NA,NA,NA,NA,NA
00895.HK,26/07/2018,NA,NA,NA,NA,NA,NA
00767.HK,26/07/2018,NA,NA,NA,NA,NA,NA
00498.HK,NA,26/07/2018,NA,NA,NA,NA,NA
01028.HK,26/07/2018,NA,NA,NA,NA,NA,NA
00353.HK,26/07/2018,NA,NA,NA,NA,NA,NA
00702.HK,26/07/2018,NA,NA,NA,NA,NA,NA
00195.HK,26/07/2018,NA,NA,NA,NA,NA,NA
01338.HK,NA,NA,NA,NA,NA,NA,NA
02307.HK,26/07/2018,NA,NA,NA,NA,NA,NA
01327.HK,26/07/2018,NA,NA,NA,NA,NA,NA
00228.HK,26/07/2018,NA,NA,NA,NA,NA,NA
01617.HK,26/07/2018,NA,NA,NA,NA,NA,NA
02633.HK,NA,26/07/2018,NA,NA,NA,NA,NA
00943.HK,26/07/2018,NA,NA,NA,NA,NA,NA
01632.HK,NA,26/07/2018,NA,NA,NA,NA,NA
02080.HK,NA,26/07/2018,NA,NA,NA,NA,NA
01250.HK,26/07/2018,NA,NA,NA,NA,NA,NA
00868.HK,26/07/2018,NA,NA,NA,NA,NA,NA
01933.HK,NA,26/07/2018,NA,NA,NA,NA,NA
00266.HK,26/07/2018,NA,NA,NA,NA,NA,NA
00105.HK,26/07/2018,NA,NA,NA,NA,NA,NA
02899.HK,26/07/2018,NA,NA,NA,NA,NA,NA
02377.HK,26/07/2018,NA,NA,NA,NA,NA,NA
03998.HK,26/07/2018,NA,NA,NA,NA,NA,NA
00482.HK,26/07/2018,NA,NA,NA,NA,NA,NA
00162.HK,26/07/2018,NA,NA,NA,NA,NA,NA
01681.HK,26/07/2018,NA,NA,NA,NA,NA,NA
01115.HK,26/07/2018,NA,NA,NA,NA,NA,NA
06858.HK,26/07/2018,NA,NA,NA,NA,NA,NA
00060.HK,NA,26/07/2018,NA,NA,NA,NA,NA
00374.HK,NA,26/07/2018,NA,NA,NA,NA,NA
01982.HK,NA,26/07/2018,NA,NA,NA,NA,NA
00313.HK,NA,26/07/2018,NA,NA,NA,NA,NA
03669.HK,26/07/2018,NA,NA,NA,NA,NA,NA
00727.HK,26/07/2018,NA,NA,NA,NA,NA,NA
01193.HK,25/07/2018,NA,NA,NA,NA,NA,NA
00574.HK,25/07/2018,NA,NA,NA,NA,NA,NA
00358.HK,25/07/2018,NA,NA,NA,NA,NA,NA
01815.HK,25/07/2018,NA,NA,NA,NA,NA,NA
03666.HK,25/07/2018,NA,NA,NA,NA,NA,NA
02186.HK,25/07/2018,NA,NA,NA,NA,NA,NA
00631.HK,25/07/2018,NA,NA,NA,NA,NA,NA
00608.HK,25/07/2018,NA,NA,NA,NA,NA,NA
06888.HK,25/07/2018,NA,NA,NA,NA,NA,NA
06123.HK,25/07/2018,NA,NA,NA,NA,NA,NA
00385.HK,25/07/2018,NA,NA,NA,NA,NA,NA
01461.HK,25/07/2018,NA,NA,NA,NA,NA,NA
01556.HK,25/07/2018,NA,NA,NA,NA,NA,NA
01665.HK,25/07/2018,NA,NA,NA,NA,NA,NA
01252.HK,25/07/2018,NA,NA,NA,NA,NA,NA
02341.HK,25/07/2018,NA,NA,NA,NA,NA,NA
00096.HK,25/07/2018,NA,NA,NA,NA,NA,NA
01216.HK,25/07/2018,NA,NA,NA,NA,NA,NA
01138.HK,25/07/2018,NA,NA,NA,NA,NA,NA
03808.HK,25/07/2018,NA,NA,NA,NA,NA,NA
02022.HK,25/07/2018,NA,NA,NA,NA,NA,NA
01273.HK,NA,25/07/2018,NA,NA,NA,NA,NA
01803.HK,25/07/2018,NA,NA,NA,NA,NA,NA
03638.HK,NA,25/07/2018,NA,NA,NA,NA,NA
00603.HK,25/07/2018,NA,NA,NA,NA,NA,NA
03768.HK,25/07/2018,NA,NA,NA,NA,NA,NA
01272.HK,25/07/2018,NA,NA,NA,NA,NA,NA
03997.HK,25/07/2018,NA,NA,NA,NA,NA,NA
00981.HK,25/07/2018,NA,NA,NA,NA,NA,NA
01689.HK,NA,25/07/2018,NA,NA,NA,NA,NA
06829.HK,25/07/2018,NA,NA,NA,NA,NA,NA
06033.HK,25/07/2018,NA,NA,NA,NA,NA,NA
01182.HK,25/07/2018,NA,NA,NA,NA,NA,NA
01168.HK,25/07/2018,NA,NA,NA,NA,NA,NA
00398.HK,NA,25/07/2018,NA,NA,NA,NA,NA
00154.HK,25/07/2018,NA,NA,NA,NA,NA,NA
01475.HK,NA,NA,NA,NA,NA,NA,NA
00570.HK,25/07/2018,NA,NA,NA,NA,NA,NA
06882.HK,24/07/2018,NA,NA,NA,NA,NA,NA
00033.HK,24/07/2018,NA,NA,NA,NA,NA,NA
01685.HK,24/07/2018,NA,NA,NA,NA,NA,NA
00989.HK,24/07/2018,NA,NA,NA,NA,NA,NA
01285.HK,24/07/2018,NA,NA,NA,NA,NA,NA
01958.HK,24/07/2018,NA,NA,NA,NA,NA,NA
01446.HK,24/07/2018,NA,NA,NA,NA,NA,NA
01993.HK,24/07/2018,NA,NA,NA,NA,NA,NA
00090.HK,24/07/2018,NA,NA,NA,NA,NA,NA
01223.HK,24/07/2018,NA,NA,NA,NA,NA,NA
01499.HK,NA,24/07/2018,NA,NA,NA,NA,NA
00444.HK,NA,24/07/2018,NA,NA,NA,NA,NA
00034.HK,24/07/2018,NA,NA,NA,NA,NA,NA
06038.HK,24/07/2018,NA,NA,NA,NA,NA,NA
01637.HK,24/07/2018,NA,NA,NA,NA,NA,NA
03839.HK,24/07/2018,NA,NA,NA,NA,NA,NA
01580.HK,24/07/2018,NA,NA,NA,NA,NA,NA
00114.HK,NA,24/07/2018,NA,NA,NA,NA,NA
00521.HK,24/07/2018,NA,NA,NA,NA,NA,NA
00595.HK,NA,24/07/2018,NA,NA,NA,NA,NA
00599.HK,NA,24/07/2018,NA,NA,NA,NA,NA
00035.HK,NA,24/07/2018,NA,NA,NA,NA,NA
03323.HK,24/07/2018,NA,NA,NA,NA,NA,NA
00711.HK,24/07/2018,NA,NA,NA,NA,NA,NA
00986.HK,NA,24/07/2018,NA,NA,NA,NA,NA
00278.HK,NA,24/07/2018,NA,NA,NA,NA,NA
00305.HK,24/07/2018,NA,NA,NA,NA,NA,NA
00509.HK,24/07/2018,NA,NA,NA,NA,NA,NA
00601.HK,24/07/2018,NA,NA,NA,NA,NA,NA
02329.HK,23/07/2018,NA,NA,NA,NA,NA,NA
01727.HK,23/07/2018,NA,NA,NA,NA,NA,NA
03969.HK,23/07/2018,NA,NA,NA,NA,NA,NA
01051.HK,23/07/2018,NA,NA,NA,NA,NA,NA
02266.HK,23/07/2018,NA,NA,NA,NA,NA,NA
01483.HK,23/07/2018,NA,NA,NA,NA,NA,NA
00251.HK,23/07/2018,NA,NA,NA,NA,NA,NA
01690.HK,23/07/2018,NA,NA,NA,NA,NA,NA
01172.HK,NA,23/07/2018,NA,NA,NA,NA,NA
00258.HK,23/07/2018,NA,NA,NA,NA,NA,NA
06036.HK,23/07/2018,NA,NA,NA,NA,NA,NA
00910.HK,23/07/2018,NA,NA,NA,NA,NA,NA
02120.HK,23/07/2018,NA,NA,NA,NA,NA,NA
01177.HK,23/07/2018,NA,NA,NA,NA,NA,NA
00147.HK,23/07/2018,NA,NA,NA,NA,NA,NA
00335.HK,NA,23/07/2018,NA,NA,NA,NA,NA
00287.HK,23/07/2018,NA,NA,NA,NA,NA,NA
01708.HK,23/07/2018,NA,NA,NA,NA,NA,NA
00202.HK,NA,23/07/2018,NA,NA,NA,NA,NA
00925.HK,23/07/2018,NA,NA,NA,NA,NA,NA
00425.HK,23/07/2018,NA,NA,NA,NA,NA,NA
