stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
00859.HK,23/07/2018,NA,NA,NA,NA,NA,NA
01526.HK,NA,NA,NA,NA,NA,NA,NA
00408.HK,20/07/2018,NA,NA,NA,NA,NA,NA
00951.HK,20/07/2018,NA,NA,NA,NA,NA,NA
01538.HK,20/07/2018,NA,NA,NA,NA,NA,NA
00079.HK,20/07/2018,NA,NA,NA,NA,NA,NA
02389.HK,20/07/2018,NA,NA,NA,NA,NA,NA
00661.HK,20/07/2018,NA,NA,NA,NA,NA,NA
02238.HK,20/07/2018,NA,NA,NA,NA,NA,NA
00397.HK,20/07/2018,NA,NA,NA,NA,NA,NA
00258.HK,20/07/2018,NA,NA,NA,NA,NA,NA
00732.HK,20/07/2018,NA,NA,NA,NA,NA,NA
01608.HK,20/07/2018,NA,NA,NA,NA,NA,NA
01181.HK,20/07/2018,NA,NA,NA,NA,NA,NA
06133.HK,20/07/2018,NA,NA,NA,NA,NA,NA
00845.HK,NA,NA,NA,NA,NA,NA,NA
00637.HK,20/07/2018,NA,NA,NA,NA,NA,NA
01963.HK,20/07/2018,NA,NA,NA,NA,NA,NA
01629.HK,20/07/2018,NA,NA,NA,NA,NA,NA
02708.HK,NA,20/07/2018,NA,NA,NA,NA,NA
01606.HK,20/07/2018,NA,NA,NA,NA,NA,NA
00464.HK,NA,20/07/2018,NA,NA,NA,NA,NA
03816.HK,NA,20/07/2018,NA,NA,NA,NA,NA
00178.HK,20/07/2018,NA,NA,NA,NA,NA,NA
06122.HK,20/07/2018,NA,NA,NA,NA,NA,NA
01201.HK,20/07/2018,NA,NA,NA,NA,NA,NA
01293.HK,20/07/2018,NA,NA,NA,NA,NA,NA
00178.HK,20/07/2018,NA,NA,NA,NA,NA,NA
02182.HK,20/07/2018,NA,NA,NA,NA,NA,NA
00646.HK,20/07/2018,NA,NA,NA,NA,NA,NA
01189.HK,20/07/2018,NA,NA,NA,NA,NA,NA
03333.HK,20/07/2018,NA,NA,NA,NA,NA,NA
00253.HK,20/07/2018,NA,NA,NA,NA,NA,NA
00219.HK,20/07/2018,NA,NA,NA,NA,NA,NA
00201.HK,20/07/2018,NA,NA,NA,NA,NA,NA
01668.HK,20/07/2018,NA,NA,NA,NA,NA,NA
01375.HK,19/07/2018,NA,NA,NA,NA,NA,NA
01110.HK,19/07/2018,NA,NA,NA,NA,NA,NA
06826.HK,19/07/2018,NA,NA,NA,NA,NA,NA
03309.HK,19/07/2018,NA,NA,NA,NA,NA,NA
00227.HK,19/07/2018,NA,NA,NA,NA,NA,NA
02601.HK,19/07/2018,NA,NA,NA,NA,NA,NA
01150.HK,19/07/2018,NA,NA,NA,NA,NA,NA
00205.HK,19/07/2018,NA,NA,NA,NA,NA,NA
00768.HK,NA,19/07/2018,NA,NA,NA,NA,NA
03963.HK,NA,19/07/2018,NA,NA,NA,NA,NA
01323.HK,19/07/2018,NA,NA,NA,NA,NA,NA
00922.HK,NA,19/07/2018,NA,NA,NA,NA,NA
01500.HK,NA,19/07/2018,NA,NA,NA,NA,NA
02193.HK,NA,19/07/2018,NA,NA,NA,NA,NA
00694.HK,19/07/2018,NA,NA,NA,NA,NA,NA
00948.HK,NA,19/07/2018,NA,NA,NA,NA,NA
01170.HK,NA,19/07/2018,NA,NA,NA,NA,NA
00604.HK,19/07/2018,NA,NA,NA,NA,NA,NA
00687.HK,19/07/2018,NA,NA,NA,NA,NA,NA
00865.HK,19/07/2018,NA,NA,NA,NA,NA,NA
01651.HK,19/07/2018,NA,NA,NA,NA,NA,NA
00966.HK,19/07/2018,NA,NA,NA,NA,NA,NA
01259.HK,19/07/2018,NA,NA,NA,NA,NA,NA
02128.HK,19/07/2018,NA,NA,NA,NA,NA,NA
00607.HK,19/07/2018,NA,NA,NA,NA,NA,NA
00241.HK,NA,19/07/2018,NA,NA,NA,NA,NA
02280.HK,18/07/2018,NA,NA,NA,NA,NA,NA
00672.HK,18/07/2018,NA,NA,NA,NA,NA,NA
00064.HK,NA,18/07/2018,NA,NA,NA,NA,NA
02668.HK,18/07/2018,NA,NA,NA,NA,NA,NA
01469.HK,NA,18/07/2018,NA,NA,NA,NA,NA
01321.HK,18/07/2018,NA,NA,NA,NA,NA,NA
06196.HK,18/07/2018,NA,NA,NA,NA,NA,NA
01536.HK,18/07/2018,NA,NA,NA,NA,NA,NA
00077.HK,18/07/2018,NA,NA,NA,NA,NA,NA
00320.HK,18/07/2018,NA,NA,NA,NA,NA,NA
00372.HK,NA,18/07/2018,NA,NA,NA,NA,NA
00328.HK,NA,18/07/2018,NA,NA,NA,NA,NA
01985.HK,NA,18/07/2018,NA,NA,NA,NA,NA
01239.HK,18/07/2018,NA,NA,NA,NA,NA,NA
00468.HK,18/07/2018,NA,NA,NA,NA,NA,NA
00270.HK,18/07/2018,NA,NA,NA,NA,NA,NA
00063.HK,18/07/2018,NA,NA,NA,NA,NA,NA
00157.HK,18/07/2018,NA,NA,NA,NA,NA,NA
00181.HK,18/07/2018,NA,NA,NA,NA,NA,NA
00124.HK,17/07/2018,NA,NA,NA,NA,NA,NA
00234.HK,NA,17/07/2018,NA,NA,NA,NA,NA
00976.HK,17/07/2018,NA,NA,NA,NA,NA,NA
03600.HK,17/07/2018,NA,NA,NA,NA,NA,NA
00127.HK,17/07/2018,NA,NA,NA,NA,NA,NA
00406.HK,NA,17/07/2018,NA,NA,NA,NA,NA
03398.HK,17/07/2018,NA,NA,NA,NA,NA,NA
00088.HK,NA,17/07/2018,NA,NA,NA,NA,NA
00520.HK,17/07/2018,NA,NA,NA,NA,NA,NA
01235.HK,NA,17/07/2018,NA,NA,NA,NA,NA
03738.HK,16/07/2018,NA,NA,NA,NA,NA,NA
01569.HK,16/07/2018,NA,NA,NA,NA,NA,NA
00813.HK,16/07/2018,NA,NA,NA,NA,NA,NA
06838.HK,16/07/2018,NA,NA,NA,NA,NA,NA
01711.HK,16/07/2018,NA,NA,NA,NA,NA,NA
06816.HK,NA,NA,NA,NA,NA,NA,NA
01076.HK,16/07/2018,NA,NA,NA,NA,NA,NA
00084.HK,NA,16/07/2018,NA,NA,NA,NA,NA
00842.HK,16/07/2018,NA,NA,NA,NA,NA,NA
03322.HK,16/07/2018,NA,NA,NA,NA,NA,NA
01647.HK,NA,16/07/2018,NA,NA,NA,NA,NA
01811.HK,16/07/2018,NA,NA,NA,NA,NA,NA
02727.HK,16/07/2018,NA,NA,NA,NA,NA,NA
00837.HK,15/07/2018,NA,NA,NA,NA,NA,NA
02066.HK,13/07/2018,NA,NA,NA,NA,NA,NA
01699.HK,13/07/2018,NA,NA,NA,NA,NA,NA
00605.HK,13/07/2018,NA,NA,NA,NA,NA,NA
00730.HK,13/07/2018,NA,NA,NA,NA,NA,NA
01400.HK,13/07/2018,NA,NA,NA,NA,NA,NA
00686.HK,13/07/2018,NA,NA,NA,NA,NA,NA
01458.HK,13/07/2018,NA,NA,NA,NA,NA,NA
02327.HK,13/07/2018,NA,NA,NA,NA,NA,NA
00345.HK,13/07/2018,NA,NA,NA,NA,NA,NA
01702.HK,13/07/2018,NA,NA,NA,NA,NA,NA
00416.HK,13/07/2018,NA,NA,NA,NA,NA,NA
01884.HK,13/07/2018,NA,NA,NA,NA,NA,NA
02223.HK,13/07/2018,NA,NA,NA,NA,NA,NA
00602.HK,13/07/2018,NA,NA,NA,NA,NA,NA
03800.HK,12/07/2018,NA,NA,NA,NA,NA,NA
00451.HK,12/07/2018,NA,NA,NA,NA,NA,NA
06865.HK,12/07/2018,NA,NA,NA,NA,NA,NA
00048.HK,NA,NA,NA,NA,NA,NA,NA
01448.HK,12/07/2018,NA,NA,NA,NA,NA,NA
00627.HK,NA,12/07/2018,NA,NA,NA,NA,NA
00095.HK,12/07/2018,NA,NA,NA,NA,NA,NA
00152.HK,12/07/2018,NA,NA,NA,NA,NA,NA
01585.HK,12/07/2018,NA,NA,NA,NA,NA,NA
00650.HK,NA,12/07/2018,NA,NA,NA,NA,NA
01378.HK,12/07/2018,NA,NA,NA,NA,NA,NA
00480.HK,12/07/2018,NA,NA,NA,NA,NA,NA
00685.HK,12/07/2018,NA,NA,NA,NA,NA,NA
00018.HK,NA,12/07/2018,NA,NA,NA,NA,NA
00237.HK,NA,12/07/2018,NA,NA,NA,NA,NA
01881.HK,12/07/2018,NA,NA,NA,NA,NA,NA
01476.HK,12/07/2018,NA,NA,NA,NA,NA,NA
02328.HK,12/07/2018,NA,NA,NA,NA,NA,NA
00968.HK,12/07/2018,NA,NA,NA,NA,NA,NA
01738.HK,12/07/2018,NA,NA,NA,NA,NA,NA
02669.HK,12/07/2018,NA,NA,NA,NA,NA,NA
00291.HK,12/07/2018,NA,NA,NA,NA,NA,NA
00784.HK,NA,12/07/2018,NA,NA,NA,NA,NA
00062.HK,12/07/2018,NA,NA,NA,NA,NA,NA
02236.HK,11/07/2018,NA,NA,NA,NA,NA,NA
01888.HK,11/07/2018,NA,NA,NA,NA,NA,NA
00560.HK,11/07/2018,NA,NA,NA,NA,NA,NA
00106.HK,11/07/2018,NA,NA,NA,NA,NA,NA
00567.HK,11/07/2018,NA,NA,NA,NA,NA,NA
00426.HK,11/07/2018,NA,NA,NA,NA,NA,NA
00148.HK,11/07/2018,NA,NA,NA,NA,NA,NA
00341.HK,11/07/2018,NA,NA,NA,NA,NA,NA
00138.HK,11/07/2018,NA,NA,NA,NA,NA,NA
00261.HK,11/07/2018,NA,NA,NA,NA,NA,NA
01122.HK,10/07/2018,NA,NA,NA,NA,NA,NA
00950.HK,10/07/2018,NA,NA,NA,NA,NA,NA
00142.HK,10/07/2018,NA,NA,NA,NA,NA,NA
02289.HK,10/07/2018,NA,NA,NA,NA,NA,NA
01551.HK,10/07/2018,NA,NA,NA,NA,NA,NA
00242.HK,10/07/2018,NA,NA,NA,NA,NA,NA
00396.HK,10/07/2018,NA,NA,NA,NA,NA,NA
00836.HK,10/07/2018,NA,NA,NA,NA,NA,NA
02319.HK,10/07/2018,NA,NA,NA,NA,NA,NA
01107.HK,10/07/2018,NA,NA,NA,NA,NA,NA
00392.HK,10/07/2018,NA,NA,NA,NA,NA,NA
01588.HK,09/07/2018,NA,NA,NA,NA,NA,NA
00438.HK,09/07/2018,NA,NA,NA,NA,NA,NA
00609.HK,09/07/2018,NA,NA,NA,NA,NA,NA
00371.HK,09/07/2018,NA,NA,NA,NA,NA,NA
02698.HK,09/07/2018,NA,NA,NA,NA,NA,NA
01068.HK,09/07/2018,NA,NA,NA,NA,NA,NA
00163.HK,09/07/2018,NA,NA,NA,NA,NA,NA
01184.HK,09/07/2018,NA,NA,NA,NA,NA,NA
00405.HK,09/07/2018,NA,NA,NA,NA,NA,NA
00296.HK,09/07/2018,NA,NA,NA,NA,NA,NA
00137.HK,09/07/2018,NA,NA,NA,NA,NA,NA
00912.HK,09/07/2018,NA,NA,NA,NA,NA,NA
00363.HK,09/07/2018,NA,NA,NA,NA,NA,NA
06128.HK,06/07/2018,NA,NA,NA,NA,NA,NA
03899.HK,06/07/2018,NA,NA,NA,NA,NA,NA
01146.HK,06/07/2018,NA,NA,NA,NA,NA,NA
00657.HK,06/07/2018,NA,NA,NA,NA,NA,NA
00419.HK,06/07/2018,NA,NA,NA,NA,NA,NA
03319.HK,06/07/2018,NA,NA,NA,NA,NA,NA
03866.HK,06/07/2018,NA,NA,NA,NA,NA,NA
03383.HK,06/07/2018,NA,NA,NA,NA,NA,NA
01557.HK,NA,06/07/2018,NA,NA,NA,NA,NA
01301.HK,06/07/2018,NA,NA,NA,NA,NA,NA
00019.HK,06/07/2018,NA,NA,NA,NA,NA,NA
00087.HK,06/07/2018,NA,NA,NA,NA,NA,NA
00117.HK,06/07/2018,NA,NA,NA,NA,NA,NA
00423.HK,06/07/2018,NA,NA,NA,NA,NA,NA
02088.HK,06/07/2018,NA,NA,NA,NA,NA,NA
01717.HK,05/07/2018,NA,NA,NA,NA,NA,NA
00611.HK,05/07/2018,NA,NA,NA,NA,NA,NA
00420.HK,05/07/2018,NA,NA,NA,NA,NA,NA
00994.HK,05/07/2018,NA,NA,NA,NA,NA,NA
00393.HK,05/07/2018,NA,NA,NA,NA,NA,NA
03360.HK,05/07/2018,NA,NA,NA,NA,NA,NA
03822.HK,NA,05/07/2018,NA,NA,NA,NA,NA
01231.HK,04/07/2018,NA,NA,NA,NA,NA,NA
01058.HK,04/07/2018,NA,NA,NA,NA,NA,NA
00927.HK,04/07/2018,NA,NA,NA,NA,NA,NA
03828.HK,04/07/2018,NA,NA,NA,NA,NA,NA
01527.HK,04/07/2018,NA,NA,NA,NA,NA,NA
08425.HK,NA,04/07/2018,NA,NA,NA,NA,NA
02363.HK,04/07/2018,NA,NA,NA,NA,NA,NA
00698.HK,04/07/2018,NA,NA,NA,NA,NA,NA
01316.HK,03/07/2018,NA,NA,NA,NA,NA,NA
01188.HK,03/07/2018,NA,NA,NA,NA,NA,NA
01546.HK,NA,03/07/2018,NA,NA,NA,NA,NA
00751.HK,03/07/2018,NA,NA,NA,NA,NA,NA
06158.HK,03/07/2018,NA,NA,NA,NA,NA,NA
02233.HK,03/07/2018,NA,NA,NA,NA,NA,NA
00094.HK,03/07/2018,NA,NA,NA,NA,NA,NA
00293.HK,03/07/2018,NA,NA,NA,NA,NA,NA
08130.HK,NA,03/07/2018,NA,NA,NA,NA,NA
00268.HK,02/07/2018,NA,NA,NA,NA,NA,NA
08325.HK,NA,02/07/2018,NA,NA,NA,NA,NA
08103.HK,NA,02/07/2018,NA,NA,NA,NA,NA
00489.HK,29/06/2018,NA,NA,NA,NA,NA,NA
01571.HK,29/06/2018,NA,NA,NA,NA,NA,NA
08128.HK,29/06/2018,NA,NA,NA,NA,NA,NA
08048.HK,29/06/2018,NA,NA,NA,NA,NA,NA
08045.HK,29/06/2018,NA,NA,NA,NA,NA,NA
02380.HK,29/06/2018,NA,NA,NA,NA,NA,NA
01630.HK,NA,29/06/2018,NA,NA,NA,NA,NA
01112.HK,29/06/2018,NA,NA,NA,NA,NA,NA
01340.HK,29/06/2018,NA,NA,NA,NA,NA,NA
00802.HK,29/06/2018,NA,NA,NA,NA,NA,NA
01599.HK,29/06/2018,NA,NA,NA,NA,NA,NA
00663.HK,29/06/2018,NA,NA,NA,NA,NA,NA
00081.HK,29/06/2018,NA,NA,NA,NA,NA,NA
00765.HK,29/06/2018,NA,NA,NA,NA,NA,NA
00547.HK,29/06/2018,NA,NA,NA,NA,NA,NA
00753.HK,29/06/2018,NA,NA,NA,NA,NA,NA
00072.HK,29/06/2018,NA,NA,NA,NA,NA,NA
08232.HK,29/06/2018,NA,NA,NA,NA,NA,NA
01889.HK,29/06/2018,NA,NA,NA,NA,NA,NA
01586.HK,29/06/2018,NA,NA,NA,NA,NA,NA
01238.HK,29/06/2018,NA,NA,NA,NA,NA,NA
00346.HK,29/06/2018,NA,NA,NA,NA,NA,NA
08432.HK,29/06/2018,NA,NA,NA,NA,NA,NA
08373.HK,29/06/2018,NA,NA,NA,NA,NA,NA
08153.HK,NA,29/06/2018,NA,NA,NA,NA,NA
00004.HK,29/06/2018,NA,NA,NA,NA,NA,NA
00683.HK,29/06/2018,NA,NA,NA,NA,NA,NA
08213.HK,29/06/2018,NA,NA,NA,NA,NA,NA
08535.HK,29/06/2018,NA,NA,NA,NA,NA,NA
08125.HK,29/06/2018,NA,NA,NA,NA,NA,NA
08026.HK,29/06/2018,NA,NA,NA,NA,NA,NA
08121.HK,NA,29/06/2018,NA,NA,NA,NA,NA
08299.HK,29/06/2018,NA,NA,NA,NA,NA,NA
03303.HK,29/06/2018,NA,NA,NA,NA,NA,NA
01468.HK,NA,29/06/2018,NA,NA,NA,NA,NA
08113.HK,29/06/2018,NA,NA,NA,NA,NA,NA
08241.HK,NA,29/06/2018,NA,NA,NA,NA,NA
08317.HK,29/06/2018,NA,NA,NA,NA,NA,NA
01109.HK,29/06/2018,NA,NA,NA,NA,NA,NA
02099.HK,29/06/2018,NA,NA,NA,NA,NA,NA
08062.HK,NA,29/06/2018,NA,NA,NA,NA,NA
08283.HK,29/06/2018,NA,NA,NA,NA,NA,NA
01319.HK,NA,29/06/2018,NA,NA,NA,NA,NA
08191.HK,28/06/2018,NA,NA,NA,NA,NA,NA
01240.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08217.HK,NA,28/06/2018,NA,NA,NA,NA,NA
08372.HK,NA,28/06/2018,NA,NA,NA,NA,NA
01133.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08431.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08473.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08111.HK,NA,28/06/2018,NA,NA,NA,NA,NA
00703.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08052.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08098.HK,NA,28/06/2018,NA,NA,NA,NA,NA
00119.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08178.HK,28/06/2018,NA,NA,NA,NA,NA,NA
00762.HK,28/06/2018,NA,NA,NA,NA,NA,NA
03320.HK,28/06/2018,NA,NA,NA,NA,NA,NA
00821.HK,28/06/2018,NA,NA,NA,NA,NA,NA
01718.HK,NA,28/06/2018,NA,NA,NA,NA,NA
08221.HK,NA,28/06/2018,NA,NA,NA,NA,NA
08413.HK,NA,28/06/2018,NA,NA,NA,NA,NA
00288.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08023.HK,NA,28/06/2018,NA,NA,NA,NA,NA
00893.HK,28/06/2018,NA,NA,NA,NA,NA,NA
00357.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08079.HK,NA,28/06/2018,NA,NA,NA,NA,NA
08401.HK,28/06/2018,NA,NA,NA,NA,NA,NA
00978.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08143.HK,28/06/2018,NA,NA,NA,NA,NA,NA
01120.HK,28/06/2018,NA,NA,NA,NA,NA,NA
00023.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08029.HK,NA,28/06/2018,NA,NA,NA,NA,NA
00316.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08091.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08439.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08065.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08476.HK,NA,28/06/2018,NA,NA,NA,NA,NA
00747.HK,28/06/2018,NA,NA,NA,NA,NA,NA
03678.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08471.HK,28/06/2018,NA,NA,NA,NA,NA,NA
02000.HK,28/06/2018,NA,NA,NA,NA,NA,NA
06138.HK,28/06/2018,NA,NA,NA,NA,NA,NA
08296.HK,27/06/2018,NA,NA,NA,NA,NA,NA
08270.HK,27/06/2018,NA,NA,NA,NA,NA,NA
08328.HK,27/06/2018,NA,NA,NA,NA,NA,NA
08400.HK,27/06/2018,NA,NA,NA,NA,NA,NA
08430.HK,27/06/2018,NA,NA,NA,NA,NA,NA
08050.HK,NA,27/06/2018,NA,NA,NA,NA,NA
01623.HK,27/06/2018,NA,NA,NA,NA,NA,NA
08455.HK,NA,27/06/2018,NA,NA,NA,NA,NA
08181.HK,27/06/2018,NA,NA,NA,NA,NA,NA
08203.HK,27/06/2018,NA,NA,NA,NA,NA,NA
00311.HK,27/06/2018,NA,NA,NA,NA,NA,NA
08371.HK,27/06/2018,NA,NA,NA,NA,NA,NA
08136.HK,27/06/2018,NA,NA,NA,NA,NA,NA
08347.HK,NA,27/06/2018,NA,NA,NA,NA,NA
02218.HK,26/06/2018,NA,NA,NA,NA,NA,NA
08513.HK,26/06/2018,NA,NA,NA,NA,NA,NA
00334.HK,26/06/2018,NA,NA,NA,NA,NA,NA
02202.HK,26/06/2018,NA,NA,NA,NA,NA,NA
00876.HK,26/06/2018,NA,NA,NA,NA,NA,NA
08337.HK,26/06/2018,NA,NA,NA,NA,NA,NA
01061.HK,26/06/2018,NA,NA,NA,NA,NA,NA
01812.HK,26/06/2018,NA,NA,NA,NA,NA,NA
08218.HK,NA,26/06/2018,NA,NA,NA,NA,NA
01194.HK,26/06/2018,NA,NA,NA,NA,NA,NA
01928.HK,26/06/2018,NA,NA,NA,NA,NA,NA
01176.HK,26/06/2018,NA,NA,NA,NA,NA,NA
01570.HK,26/06/2018,NA,NA,NA,NA,NA,NA
00171.HK,26/06/2018,NA,NA,NA,NA,NA,NA
08006.HK,26/06/2018,NA,NA,NA,NA,NA,NA
03633.HK,26/06/2018,NA,NA,NA,NA,NA,NA
08523.HK,NA,26/06/2018,NA,NA,NA,NA,NA
01663.HK,26/06/2018,NA,NA,NA,NA,NA,NA
02358.HK,26/06/2018,NA,NA,NA,NA,NA,NA
08053.HK,26/06/2018,NA,NA,NA,NA,NA,NA
08211.HK,25/06/2018,NA,NA,NA,NA,NA,NA
08493.HK,25/06/2018,NA,NA,NA,NA,NA,NA
00817.HK,25/06/2018,NA,NA,NA,NA,NA,NA
08392.HK,25/06/2018,NA,NA,NA,NA,NA,NA
00326.HK,25/06/2018,NA,NA,NA,NA,NA,NA
08179.HK,25/06/2018,NA,NA,NA,NA,NA,NA
08437.HK,25/06/2018,NA,NA,NA,NA,NA,NA
01030.HK,25/06/2018,NA,NA,NA,NA,NA,NA
01928.HK,25/06/2018,NA,NA,NA,NA,NA,NA
01508.HK,25/06/2018,NA,NA,NA,NA,NA,NA
00524.HK,25/06/2018,NA,NA,NA,NA,NA,NA
01205.HK,25/06/2018,NA,NA,NA,NA,NA,NA
00854.HK,NA,25/06/2018,NA,NA,NA,NA,NA
00743.HK,25/06/2018,NA,NA,NA,NA,NA,NA
08139.HK,25/06/2018,NA,NA,NA,NA,NA,NA
01302.HK,25/06/2018,NA,NA,NA,NA,NA,NA
02738.HK,24/06/2018,NA,NA,NA,NA,NA,NA
03848.HK,24/06/2018,NA,NA,NA,NA,NA,NA
06822.HK,22/06/2018,NA,NA,NA,NA,NA,NA
08285.HK,22/06/2018,NA,NA,NA,NA,NA,NA
08063.HK,22/06/2018,NA,NA,NA,NA,NA,NA
01198.HK,22/06/2018,NA,NA,NA,NA,NA,NA
08056.HK,22/06/2018,NA,NA,NA,NA,NA,NA
08159.HK,22/06/2018,NA,NA,NA,NA,NA,NA
08188.HK,22/06/2018,NA,NA,NA,NA,NA,NA
08206.HK,22/06/2018,NA,NA,NA,NA,NA,NA
01052.HK,22/06/2018,NA,NA,NA,NA,NA,NA
01292.HK,22/06/2018,NA,NA,NA,NA,NA,NA
01997.HK,22/06/2018,NA,NA,NA,NA,NA,NA
00210.HK,22/06/2018,NA,NA,NA,NA,NA,NA
01039.HK,22/06/2018,NA,NA,NA,NA,NA,NA
08229.HK,22/06/2018,NA,NA,NA,NA,NA,NA
01313.HK,22/06/2018,NA,NA,NA,NA,NA,NA
06896.HK,21/06/2018,NA,NA,NA,NA,NA,NA
01679.HK,21/06/2018,NA,NA,NA,NA,NA,NA
00819.HK,21/06/2018,NA,NA,NA,NA,NA,NA
00823.HK,21/06/2018,NA,NA,NA,NA,NA,NA
00938.HK,NA,21/06/2018,NA,NA,NA,NA,NA
02348.HK,21/06/2018,NA,NA,NA,NA,NA,NA
08307.HK,21/06/2018,NA,NA,NA,NA,NA,NA
08416.HK,21/06/2018,NA,NA,NA,NA,NA,NA
00244.HK,21/06/2018,NA,NA,NA,NA,NA,NA
08292.HK,20/06/2018,NA,NA,NA,NA,NA,NA
08027.HK,20/06/2018,NA,NA,NA,NA,NA,NA
08076.HK,20/06/2018,NA,NA,NA,NA,NA,NA
00010.HK,20/06/2018,NA,NA,NA,NA,NA,NA
00101.HK,20/06/2018,NA,NA,NA,NA,NA,NA
08066.HK,20/06/2018,NA,NA,NA,NA,NA,NA
00135.HK,20/06/2018,NA,NA,NA,NA,NA,NA
01268.HK,19/06/2018,NA,NA,NA,NA,NA,NA
08092.HK,19/06/2018,NA,NA,NA,NA,NA,NA
02878.HK,19/06/2018,NA,NA,NA,NA,NA,NA
00690.HK,19/06/2018,NA,NA,NA,NA,NA,NA
01266.HK,19/06/2018,NA,NA,NA,NA,NA,NA
00542.HK,15/06/2018,NA,NA,NA,NA,NA,NA
08100.HK,15/06/2018,NA,NA,NA,NA,NA,NA
01085.HK,NA,NA,NA,NA,NA,NA,NA
01572.HK,15/06/2018,NA,NA,NA,NA,NA,NA
00641.HK,15/06/2018,NA,NA,NA,NA,NA,NA
08333.HK,14/06/2018,NA,NA,NA,NA,NA,NA
03778.HK,NA,NA,NA,NA,NA,NA,NA
01368.HK,14/06/2018,NA,NA,NA,NA,NA,NA
00046.HK,14/06/2018,NA,NA,NA,NA,NA,NA
01929.HK,NA,14/06/2018,NA,NA,NA,NA,NA
01966.HK,13/06/2018,NA,NA,NA,NA,NA,NA
02607.HK,13/06/2018,NA,NA,NA,NA,NA,NA
00185.HK,13/06/2018,NA,NA,NA,NA,NA,NA
00719.HK,13/06/2018,NA,NA,NA,NA,NA,NA
02226.HK,12/06/2018,NA,NA,NA,NA,NA,NA
00257.HK,12/06/2018,NA,NA,NA,NA,NA,NA
08331.HK,11/06/2018,NA,NA,NA,NA,NA,NA
03377.HK,11/06/2018,NA,NA,NA,NA,NA,NA
01656.HK,11/06/2018,NA,NA,NA,NA,NA,NA
01513.HK,11/06/2018,NA,NA,NA,NA,NA,NA
00905.HK,11/06/2018,NA,NA,NA,NA,NA,NA
08173.HK,10/06/2018,NA,NA,NA,NA,NA,NA
03311.HK,08/06/2018,NA,NA,NA,NA,NA,NA
08246.HK,08/06/2018,NA,NA,NA,NA,NA,NA
00257.HK,07/06/2018,NA,NA,NA,NA,NA,NA
06808.HK,06/06/2018,NA,NA,NA,NA,NA,NA
00303.HK,NA,06/06/2018,NA,NA,NA,NA,NA
00177.HK,06/06/2018,NA,NA,NA,NA,NA,NA
01090.HK,06/06/2018,NA,NA,NA,NA,NA,NA
00598.HK,05/06/2018,NA,NA,NA,NA,NA,NA
00265.HK,05/06/2018,NA,NA,NA,NA,NA,NA
01070.HK,05/06/2018,NA,NA,NA,NA,NA,NA
08495.HK,04/06/2018,NA,NA,NA,NA,NA,NA
00236.HK,04/06/2018,NA,NA,NA,NA,NA,NA
08483.HK,NA,01/06/2018,NA,NA,NA,NA,NA
03882.HK,01/06/2018,NA,NA,NA,NA,NA,NA
00467.HK,01/06/2018,NA,NA,NA,NA,NA,NA
00992.HK,01/06/2018,NA,NA,NA,NA,NA,NA
00089.HK,01/06/2018,NA,NA,NA,NA,NA,NA
01203.HK,01/06/2018,NA,NA,NA,NA,NA,NA
00769.HK,01/06/2018,NA,NA,NA,NA,NA,NA
03989.HK,01/06/2018,NA,NA,NA,NA,NA,NA
00312.HK,01/06/2018,NA,NA,NA,NA,NA,NA
01257.HK,31/05/2018,NA,NA,NA,NA,NA,NA
08226.HK,31/05/2018,NA,NA,NA,NA,NA,NA
01330.HK,31/05/2018,NA,NA,NA,NA,NA,NA
00522.HK,31/05/2018,NA,NA,NA,NA,NA,NA
01127.HK,31/05/2018,NA,NA,NA,NA,NA,NA
02688.HK,31/05/2018,NA,NA,NA,NA,NA,NA
00643.HK,31/05/2018,NA,NA,NA,NA,NA,NA
01262.HK,31/05/2018,NA,NA,NA,NA,NA,NA
02292.HK,31/05/2018,NA,NA,NA,NA,NA,NA
00297.HK,30/05/2018,NA,NA,NA,NA,NA,NA
00688.HK,30/05/2018,NA,NA,NA,NA,NA,NA
00829.HK,29/05/2018,NA,NA,NA,NA,NA,NA
01631.HK,29/05/2018,NA,NA,NA,NA,NA,NA
08225.HK,28/05/2018,NA,NA,NA,NA,NA,NA
01072.HK,28/05/2018,NA,NA,NA,NA,NA,NA
01528.HK,25/05/2018,NA,NA,NA,NA,NA,NA
