stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
00270.HK,NA,23/06/2019,NA,NA,NA,NA,NA
02212.HK,NA,21/06/2019,NA,NA,NA,NA,NA
01679.HK,NA,21/06/2019,NA,NA,NA,NA,NA
00836.HK,NA,21/06/2019,NA,NA,NA,NA,NA
08206.HK,NA,21/06/2019,NA,NA,NA,NA,NA
01076.HK,NA,21/06/2019,NA,NA,NA,NA,NA
08148.HK,NA,21/06/2019,NA,NA,NA,NA,NA
08491.HK,NA,21/06/2019,NA,NA,NA,NA,NA
01127.HK,NA,21/06/2019,NA,NA,NA,NA,NA
00119.HK,NA,21/06/2019,NA,NA,NA,NA,NA
02878.HK,NA,21/06/2019,NA,NA,NA,NA,NA
01540.HK,NA,21/06/2019,NA,NA,NA,NA,NA
00089.HK,NA,21/06/2019,NA,NA,NA,NA,NA
01997.HK,NA,21/06/2019,NA,NA,NA,NA,NA
02885.HK,NA,21/06/2019,NA,NA,NA,NA,NA
00765.HK,NA,21/06/2019,NA,NA,NA,NA,NA
01257.HK,NA,20/06/2019,NA,NA,NA,NA,NA
08400.HK,NA,20/06/2019,NA,NA,NA,NA,NA
00823.HK,NA,20/06/2019,NA,NA,NA,NA,NA
00010.HK,NA,20/06/2019,NA,NA,NA,NA,NA
00101.HK,NA,20/06/2019,NA,NA,NA,NA,NA
02111.HK,NA,20/06/2019,NA,NA,NA,NA,NA
08333.HK,NA,20/06/2019,NA,NA,NA,NA,NA
08241.HK,NA,NA,20/06/2019,NA,NA,NA,NA
08210.HK,NA,NA,20/06/2019,NA,NA,NA,NA
06808.HK,NA,20/06/2019,NA,NA,NA,NA,NA
00616.HK,NA,NA,20/06/2019,NA,NA,NA,NA
01617.HK,NA,19/06/2019,NA,NA,NA,NA,NA
08076.HK,NA,19/06/2019,NA,NA,NA,NA,NA
08027.HK,NA,19/06/2019,NA,NA,NA,NA,NA
00809.HK,NA,19/06/2019,NA,NA,NA,NA,NA
03889.HK,NA,19/06/2019,NA,NA,NA,NA,NA
06877.HK,NA,19/06/2019,NA,NA,NA,NA,NA
00244.HK,NA,19/06/2019,NA,NA,NA,NA,NA
01007.HK,NA,19/06/2019,NA,NA,NA,NA,NA
00817.HK,NA,19/06/2019,NA,NA,NA,NA,NA
03996.HK,NA,18/06/2019,NA,NA,NA,NA,NA
06136.HK,NA,18/06/2019,NA,NA,NA,NA,NA
08063.HK,NA,18/06/2019,NA,NA,NA,NA,NA
06138.HK,NA,18/06/2019,NA,NA,NA,NA,NA
00185.HK,NA,18/06/2019,NA,NA,NA,NA,NA
01188.HK,NA,18/06/2019,NA,NA,NA,NA,NA
02348.HK,NA,17/06/2019,NA,NA,NA,NA,NA
01513.HK,NA,17/06/2019,NA,NA,NA,NA,NA
08513.HK,NA,17/06/2019,NA,NA,NA,NA,NA
00051.HK,NA,17/06/2019,NA,NA,NA,NA,NA
00175.HK,NA,17/06/2019,NA,NA,NA,NA,NA
00380.HK,NA,17/06/2019,NA,NA,NA,NA,NA
08173.HK,NA,16/06/2019,NA,NA,NA,NA,NA
01085.HK,NA,NA,NA,NA,NA,NA,NA
08229.HK,NA,14/06/2019,NA,NA,NA,NA,NA
08100.HK,NA,14/06/2019,NA,NA,NA,NA,NA
00865.HK,NA,14/06/2019,NA,NA,NA,NA,NA
08536.HK,NA,14/06/2019,NA,NA,NA,NA,NA
06111.HK,NA,14/06/2019,NA,NA,NA,NA,NA
01748.HK,NA,14/06/2019,NA,NA,NA,NA,NA
00737.HK,NA,14/06/2019,NA,NA,NA,NA,NA
01563.HK,NA,14/06/2019,NA,NA,NA,NA,NA
00184.HK,NA,14/06/2019,NA,NA,NA,NA,NA
01929.HK,NA,NA,14/06/2019,NA,NA,NA,NA
08329.HK,NA,13/06/2019,NA,NA,NA,NA,NA
01762.HK,NA,13/06/2019,NA,NA,NA,NA,NA
00135.HK,NA,13/06/2019,NA,NA,NA,NA,NA
03778.HK,NA,NA,NA,NA,NA,NA,NA
00641.HK,NA,13/06/2019,NA,NA,NA,NA,NA
00297.HK,NA,12/06/2019,NA,NA,NA,NA,NA
02718.HK,NA,12/06/2019,NA,NA,NA,NA,NA
02007.HK,NA,12/06/2019,NA,NA,NA,NA,NA
02001.HK,NA,12/06/2019,NA,NA,NA,NA,NA
02233.HK,NA,11/06/2019,NA,NA,NA,NA,NA
03377.HK,NA,11/06/2019,NA,NA,NA,NA,NA
01368.HK,NA,11/06/2019,NA,NA,NA,NA,NA
01527.HK,NA,10/06/2019,NA,NA,NA,NA,NA
01302.HK,NA,10/06/2019,NA,NA,NA,NA,NA
01044.HK,NA,10/06/2019,NA,NA,NA,NA,NA
00482.HK,NA,10/06/2019,NA,NA,NA,NA,NA
00241.HK,NA,NA,09/06/2019,NA,NA,NA,NA
01799.HK,NA,06/06/2019,NA,NA,NA,NA,NA
08283.HK,NA,06/06/2019,NA,NA,NA,NA,NA
00048.HK,NA,NA,NA,NA,NA,NA,NA
00303.HK,NA,NA,06/06/2019,NA,NA,NA,NA
01061.HK,NA,06/06/2019,NA,NA,NA,NA,NA
02607.HK,NA,06/06/2019,NA,NA,NA,NA,NA
01030.HK,NA,06/06/2019,NA,NA,NA,NA,NA
01400.HK,NA,06/06/2019,NA,NA,NA,NA,NA
00992.HK,NA,05/06/2019,NA,NA,NA,NA,NA
08481.HK,NA,05/06/2019,NA,NA,NA,NA,NA
08502.HK,NA,05/06/2019,NA,NA,NA,NA,NA
00687.HK,NA,05/06/2019,NA,NA,NA,NA,NA
01528.HK,NA,04/06/2019,NA,NA,NA,NA,NA
03866.HK,NA,04/06/2019,NA,NA,NA,NA,NA
03808.HK,NA,04/06/2019,NA,NA,NA,NA,NA
08371.HK,NA,04/06/2019,NA,NA,NA,NA,NA
00124.HK,NA,03/06/2019,NA,NA,NA,NA,NA
00802.HK,NA,03/06/2019,NA,NA,NA,NA,NA
00829.HK,NA,03/06/2019,NA,NA,NA,NA,NA
01999.HK,NA,NA,03/06/2019,NA,NA,NA,NA
08611.HK,NA,31/05/2019,NA,NA,NA,NA,NA
01631.HK,NA,31/05/2019,NA,NA,NA,NA,NA
00807.HK,NA,31/05/2019,NA,NA,NA,NA,NA
00691.HK,NA,31/05/2019,NA,NA,NA,NA,NA
01857.HK,NA,31/05/2019,NA,NA,NA,NA,NA
01292.HK,NA,31/05/2019,NA,NA,NA,NA,NA
00522.HK,NA,31/05/2019,NA,NA,NA,NA,NA
02000.HK,NA,31/05/2019,NA,NA,NA,NA,NA
00688.HK,NA,30/05/2019,NA,NA,NA,NA,NA
08476.HK,NA,NA,30/05/2019,NA,NA,NA,NA
01913.HK,NA,29/05/2019,NA,NA,NA,NA,NA
08238.HK,NA,29/05/2019,NA,NA,NA,NA,NA
02119.HK,NA,29/05/2019,NA,NA,NA,NA,NA
00747.HK,NA,28/05/2019,NA,NA,NA,NA,NA
02299.HK,NA,28/05/2019,NA,NA,NA,NA,NA
00066.HK,NA,28/05/2019,NA,NA,NA,NA,NA
01058.HK,NA,28/05/2019,NA,NA,NA,NA,NA
00220.HK,NA,28/05/2019,NA,NA,NA,NA,NA
02016.HK,NA,28/05/2019,NA,NA,NA,NA,NA
01269.HK,NA,27/05/2019,NA,NA,NA,NA,NA
01656.HK,NA,27/05/2019,NA,NA,NA,NA,NA
00255.HK,NA,NA,NA,NA,NA,NA,NA
01742.HK,NA,26/05/2019,NA,NA,NA,NA,NA
08495.HK,NA,24/05/2019,NA,NA,NA,NA,NA
01039.HK,NA,24/05/2019,NA,NA,NA,NA,NA
03898.HK,NA,24/05/2019,NA,NA,NA,NA,NA
01862.HK,NA,23/05/2019,NA,NA,NA,NA,NA
00778.HK,NA,23/05/2019,NA,NA,NA,NA,NA
08226.HK,NA,22/05/2019,NA,NA,NA,NA,NA
01755.HK,NA,22/05/2019,NA,NA,NA,NA,NA
02020.HK,NA,22/05/2019,NA,NA,NA,NA,NA
01117.HK,NA,21/05/2019,NA,NA,NA,NA,NA
01616.HK,NA,21/05/2019,NA,NA,NA,NA,NA
03618.HK,NA,20/05/2019,NA,NA,NA,NA,NA
00769.HK,NA,20/05/2019,NA,NA,NA,NA,NA
01809.HK,NA,20/05/2019,NA,NA,NA,NA,NA
01448.HK,NA,19/05/2019,NA,NA,NA,NA,NA
00177.HK,NA,17/05/2019,NA,NA,NA,NA,NA
01480.HK,NA,17/05/2019,NA,NA,NA,NA,NA
00011.HK,NA,17/05/2019,NA,NA,NA,NA,NA
01159.HK,NA,16/05/2019,NA,NA,NA,NA,NA
03369.HK,NA,16/05/2019,NA,NA,NA,NA,NA
08527.HK,NA,15/05/2019,NA,NA,NA,NA,NA
02098.HK,NA,15/05/2019,NA,NA,NA,NA,NA
00626.HK,NA,15/05/2019,NA,NA,NA,NA,NA
08377.HK,NA,14/05/2019,NA,NA,NA,NA,NA
06113.HK,NA,14/05/2019,NA,NA,NA,NA,NA
08426.HK,NA,14/05/2019,NA,NA,NA,NA,NA
01555.HK,NA,14/05/2019,NA,NA,NA,NA,NA
08360.HK,NA,14/05/2019,NA,NA,NA,NA,NA
08420.HK,NA,14/05/2019,NA,NA,NA,NA,NA
08201.HK,NA,NA,NA,NA,NA,NA,NA
02030.HK,NA,14/05/2019,NA,NA,NA,NA,NA
01053.HK,NA,10/05/2019,NA,NA,NA,NA,NA
03336.HK,NA,10/05/2019,NA,NA,NA,NA,NA
02378.HK,NA,10/05/2019,NA,NA,NA,NA,NA
00818.HK,NA,10/05/2019,NA,NA,NA,NA,NA
06198.HK,NA,10/05/2019,NA,NA,NA,NA,NA
00900.HK,NA,10/05/2019,NA,NA,NA,NA,NA
00168.HK,NA,09/05/2019,NA,NA,NA,NA,NA
01782.HK,NA,08/05/2019,NA,NA,NA,NA,NA
00509.HK,NA,08/05/2019,NA,NA,NA,NA,NA
01599.HK,NA,08/05/2019,NA,NA,NA,NA,NA
00601.HK,NA,08/05/2019,NA,NA,NA,NA,NA
01108.HK,NA,07/05/2019,NA,NA,NA,NA,NA
03999.HK,NA,06/05/2019,NA,NA,NA,NA,NA
08282.HK,NA,06/05/2019,NA,NA,NA,NA,NA
01339.HK,NA,06/05/2019,NA,NA,NA,NA,NA
01361.HK,NA,06/05/2019,NA,NA,NA,NA,NA
02388.HK,NA,06/05/2019,NA,NA,NA,NA,NA
01339.HK,NA,06/05/2019,NA,NA,NA,NA,NA
02800.HK,NA,06/05/2019,NA,NA,NA,NA,NA
06088.HK,NA,03/05/2019,NA,NA,NA,NA,NA
01329.HK,NA,02/05/2019,NA,NA,NA,NA,NA
01062.HK,NA,02/05/2019,NA,NA,NA,NA,NA
01919.HK,NA,02/05/2019,NA,NA,NA,NA,NA
01823.HK,NA,02/05/2019,NA,NA,NA,NA,NA
01281.HK,NA,30/04/2019,NA,NA,NA,NA,NA
01393.HK,NA,30/04/2019,NA,NA,NA,NA,NA
03333.HK,NA,30/04/2019,NA,NA,NA,NA,NA
00913.HK,NA,30/04/2019,NA,NA,NA,NA,NA
02892.HK,NA,30/04/2019,NA,NA,NA,NA,NA
06836.HK,NA,30/04/2019,NA,NA,NA,NA,NA
01800.HK,NA,30/04/2019,NA,NA,NA,NA,NA
00755.HK,NA,30/04/2019,NA,NA,NA,NA,NA
01383.HK,NA,30/04/2019,NA,NA,NA,NA,NA
02355.HK,NA,30/04/2019,NA,NA,NA,NA,NA
01000.HK,NA,30/04/2019,NA,NA,NA,NA,NA
01141.HK,NA,30/04/2019,NA,NA,NA,NA,NA
00980.HK,NA,30/04/2019,NA,NA,NA,NA,NA
01207.HK,NA,30/04/2019,NA,NA,NA,NA,NA
00245.HK,NA,30/04/2019,NA,NA,NA,NA,NA
01907.HK,NA,30/04/2019,NA,NA,NA,NA,NA
01866.HK,NA,30/04/2019,NA,NA,NA,NA,NA
01062.HK,NA,30/04/2019,NA,NA,NA,NA,NA
00387.HK,NA,30/04/2019,NA,NA,NA,NA,NA
01900.HK,NA,30/04/2019,NA,NA,NA,NA,NA
00439.HK,NA,30/04/2019,NA,NA,NA,NA,NA
01258.HK,NA,30/04/2019,NA,NA,NA,NA,NA
00712.HK,NA,30/04/2019,NA,NA,NA,NA,NA
00316.HK,NA,30/04/2019,NA,NA,NA,NA,NA
01530.HK,NA,30/04/2019,NA,NA,NA,NA,NA
01027.HK,NA,30/04/2019,NA,NA,NA,NA,NA
00593.HK,NA,30/04/2019,NA,NA,NA,NA,NA
03836.HK,NA,30/04/2019,NA,NA,NA,NA,NA
02789.HK,NA,30/04/2019,NA,NA,NA,NA,NA
00433.HK,NA,30/04/2019,NA,NA,NA,NA,NA
00668.HK,NA,30/04/2019,NA,NA,NA,NA,NA
02623.HK,NA,30/04/2019,NA,NA,NA,NA,NA
02025.HK,NA,30/04/2019,NA,NA,NA,NA,NA
02608.HK,NA,30/04/2019,NA,NA,NA,NA,NA
00354.HK,NA,30/04/2019,NA,NA,NA,NA,NA
01003.HK,NA,30/04/2019,NA,NA,NA,NA,NA
00489.HK,NA,29/04/2019,NA,NA,NA,NA,NA
03339.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01459.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01798.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00564.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01638.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01026.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01008.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01707.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00582.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01004.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00993.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00715.HK,NA,29/04/2019,NA,NA,NA,NA,NA
02700.HK,NA,29/04/2019,NA,NA,NA,NA,NA
03899.HK,NA,29/04/2019,NA,NA,NA,NA,NA
03313.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00512.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01822.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01049.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00632.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00696.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01186.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01728.HK,NA,29/04/2019,NA,NA,NA,NA,NA
02768.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00489.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01918.HK,NA,29/04/2019,NA,NA,NA,NA,NA
08411.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00718.HK,NA,29/04/2019,NA,NA,NA,NA,NA
02225.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00007.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00145.HK,NA,29/04/2019,NA,NA,NA,NA,NA
02728.HK,NA,29/04/2019,NA,NA,NA,NA,NA
06160.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00510.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01282.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00861.HK,NA,29/04/2019,NA,NA,NA,NA,NA
02002.HK,NA,29/04/2019,NA,NA,NA,NA,NA
02298.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01185.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00760.HK,NA,29/04/2019,NA,NA,NA,NA,NA
02051.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00055.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00636.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00605.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01312.HK,NA,29/04/2019,NA,NA,NA,NA,NA
02255.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00988.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01278.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01750.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00600.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00880.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01898.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00834.HK,NA,29/04/2019,NA,NA,NA,NA,NA
02362.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00091.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00550.HK,NA,29/04/2019,NA,NA,NA,NA,NA
06860.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01011.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00337.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01037.HK,NA,29/04/2019,NA,NA,NA,NA,NA
02112.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01759.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00102.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01371.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00889.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00990.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01101.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01020.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01129.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00487.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00505.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01063.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00235.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01145.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01066.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01176.HK,NA,29/04/2019,NA,NA,NA,NA,NA
06899.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01858.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01119.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01359.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00875.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01636.HK,NA,29/04/2019,NA,NA,NA,NA,NA
02286.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00139.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01397.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01720.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00901.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01532.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00689.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01285.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01395.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00998.HK,NA,29/04/2019,NA,NA,NA,NA,NA
02108.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01102.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01598.HK,NA,29/04/2019,NA,NA,NA,NA,NA
06866.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01978.HK,NA,29/04/2019,NA,NA,NA,NA,NA
02779.HK,NA,29/04/2019,NA,NA,NA,NA,NA
03300.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01380.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00710.HK,NA,29/04/2019,NA,NA,NA,NA,NA
06162.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00422.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00360.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01094.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00108.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00733.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00128.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00888.HK,NA,29/04/2019,NA,NA,NA,NA,NA
00289.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01387.HK,NA,29/04/2019,NA,NA,NA,NA,NA
01080.HK,NA,29/04/2019,NA,NA,NA,NA,NA
06828.HK,NA,29/04/2019,NA,NA,NA,NA,NA
02666.HK,NA,29/04/2019,NA,NA,NA,NA,NA
06122.HK,NA,28/04/2019,NA,NA,NA,NA,NA
00187.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00708.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00115.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01202.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01196.HK,NA,26/04/2019,NA,NA,NA,NA,NA
03900.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00910.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01439.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00553.HK,NA,26/04/2019,NA,NA,NA,NA,NA
02359.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01121.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01247.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01452.HK,NA,26/04/2019,NA,NA,NA,NA,NA
03788.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00613.HK,NA,26/04/2019,NA,NA,NA,NA,NA
03363.HK,NA,26/04/2019,NA,NA,NA,NA,NA
02866.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01578.HK,NA,26/04/2019,NA,NA,NA,NA,NA
03606.HK,NA,26/04/2019,NA,NA,NA,NA,NA
02877.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01357.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00327.HK,NA,26/04/2019,NA,NA,NA,NA,NA
02269.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01561.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01856.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00370.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00982.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00882.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01200.HK,NA,26/04/2019,NA,NA,NA,NA,NA
02399.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01695.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00459.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00675.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00586.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01114.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00583.HK,NA,26/04/2019,NA,NA,NA,NA,NA
03869.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00400.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00568.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00434.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00059.HK,NA,26/04/2019,NA,NA,NA,NA,NA
05310.HK,NA,26/04/2019,NA,NA,NA,NA,NA
05311.HK,NA,26/04/2019,NA,NA,NA,NA,NA
05367.HK,NA,26/04/2019,NA,NA,NA,NA,NA
05379.HK,NA,26/04/2019,NA,NA,NA,NA,NA
05567.HK,NA,26/04/2019,NA,NA,NA,NA,NA
05580.HK,NA,26/04/2019,NA,NA,NA,NA,NA
05602.HK,NA,26/04/2019,NA,NA,NA,NA,NA
05626.HK,NA,26/04/2019,NA,NA,NA,NA,NA
05821.HK,NA,26/04/2019,NA,NA,NA,NA,NA
05855.HK,NA,26/04/2019,NA,NA,NA,NA,NA
02178.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01751.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00758.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00906.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00149.HK,NA,26/04/2019,NA,NA,NA,NA,NA
05755.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00196.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00369.HK,NA,26/04/2019,NA,NA,NA,NA,NA
03366.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00701.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00619.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00098.HK,NA,26/04/2019,NA,NA,NA,NA,NA
02349.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01736.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00656.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01515.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00144.HK,NA,26/04/2019,NA,NA,NA,NA,NA
02371.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01399.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01932.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01069.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01157.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00136.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01680.HK,NA,26/04/2019,NA,NA,NA,NA,NA
02048.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00413.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00365.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01251.HK,NA,26/04/2019,NA,NA,NA,NA,NA
02320.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00719.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00099.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01183.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01372.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01418.HK,NA,26/04/2019,NA,NA,NA,NA,NA
02336.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01432.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00556.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01610.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00658.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00833.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00286.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00623.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01826.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01761.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00176.HK,NA,26/04/2019,NA,NA,NA,NA,NA
06038.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00264.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00009.HK,NA,26/04/2019,NA,NA,NA,NA,NA
02323.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01115.HK,NA,26/04/2019,NA,NA,NA,NA,NA
02011.HK,NA,26/04/2019,NA,NA,NA,NA,NA
01417.HK,NA,26/04/2019,NA,NA,NA,NA,NA
03808.HK,NA,26/04/2019,NA,NA,NA,NA,NA
00851.HK,NA,26/04/2019,NA,NA,NA,NA,NA
06869.HK,NA,25/04/2019,NA,NA,NA,NA,NA
01508.HK,NA,25/04/2019,NA,NA,NA,NA,NA
00500.HK,NA,25/04/2019,NA,NA,NA,NA,NA
03699.HK,NA,25/04/2019,NA,NA,NA,NA,NA
02338.HK,NA,25/04/2019,NA,NA,NA,NA,NA
00670.HK,NA,25/04/2019,NA,NA,NA,NA,NA
01658.HK,NA,25/04/2019,NA,NA,NA,NA,NA
00356.HK,NA,25/04/2019,NA,NA,NA,NA,NA
00308.HK,NA,25/04/2019,NA,NA,NA,NA,NA
00038.HK,NA,25/04/2019,NA,NA,NA,NA,NA
01132.HK,NA,25/04/2019,NA,NA,NA,NA,NA
01097.HK,NA,25/04/2019,NA,NA,NA,NA,NA
00517.HK,NA,25/04/2019,NA,NA,NA,NA,NA
00724.HK,NA,25/04/2019,NA,NA,NA,NA,NA
00299.HK,NA,25/04/2019,NA,NA,NA,NA,NA
01450.HK,NA,25/04/2019,NA,NA,NA,NA,NA
02100.HK,NA,25/04/2019,NA,NA,NA,NA,NA
03700.HK,NA,25/04/2019,NA,NA,NA,NA,NA
01522.HK,NA,25/04/2019,NA,NA,NA,NA,NA
