stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
01546.HK,NA,NA,NA,NA,NA,20/07/2022,NA
01025.HK,NA,NA,NA,NA,NA,20/07/2022,NA
01897.HK,NA,NA,NA,NA,20/07/2022,NA,NA
00088.HK,NA,NA,NA,NA,NA,20/07/2022,NA
00335.HK,NA,NA,NA,NA,NA,20/07/2022,NA
02360.HK,NA,NA,NA,NA,19/07/2022,NA,NA
00989.HK,NA,NA,NA,NA,19/07/2022,NA,NA
00320.HK,NA,NA,NA,NA,19/07/2022,NA,NA
00650.HK,NA,NA,NA,NA,NA,19/07/2022,NA
01273.HK,NA,NA,NA,NA,NA,19/07/2022,NA
01170.HK,NA,NA,NA,NA,NA,18/07/2022,NA
00480.HK,NA,NA,NA,NA,18/07/2022,NA,NA
06063.HK,NA,NA,NA,NA,NA,18/07/2022,NA
08326.HK,NA,NA,NA,NA,NA,18/07/2022,NA
00426.HK,NA,NA,NA,NA,18/07/2022,NA,NA
08425.HK,NA,NA,NA,NA,NA,18/07/2022,NA
01757.HK,NA,NA,NA,NA,15/07/2022,NA,NA
02233.HK,NA,NA,NA,NA,NA,NA,NA
02326.HK,NA,NA,NA,NA,15/07/2022,NA,NA
01001.HK,NA,NA,NA,NA,15/07/2022,NA,NA
01428.HK,NA,NA,NA,NA,15/07/2022,NA,NA
01413.HK,NA,NA,NA,NA,15/07/2022,NA,NA
01680.HK,NA,NA,NA,NA,15/07/2022,NA,NA
00279.HK,NA,NA,NA,NA,15/07/2022,NA,NA
01213.HK,NA,NA,NA,NA,15/07/2022,NA,NA
01557.HK,NA,NA,NA,NA,NA,15/07/2022,NA
01651.HK,NA,NA,NA,NA,15/07/2022,NA,NA
02221.HK,NA,NA,NA,NA,NA,15/07/2022,NA
00084.HK,NA,NA,NA,NA,NA,15/07/2022,NA
08218.HK,NA,NA,NA,NA,NA,15/07/2022,NA
03860.HK,NA,NA,NA,NA,15/07/2022,NA,NA
01783.HK,NA,NA,NA,NA,NA,15/07/2022,NA
00018.HK,NA,NA,NA,NA,NA,14/07/2022,NA
01473.HK,NA,NA,NA,NA,NA,14/07/2022,NA
00403.HK,NA,NA,NA,NA,14/07/2022,NA,NA
01123.HK,NA,NA,NA,NA,14/07/2022,NA,NA
00237.HK,NA,NA,NA,NA,NA,14/07/2022,NA
00372.HK,NA,NA,NA,NA,NA,14/07/2022,NA
09900.HK,NA,NA,NA,NA,14/07/2022,NA,NA
01314.HK,NA,NA,NA,NA,NA,13/07/2022,NA
00163.HK,NA,NA,NA,NA,13/07/2022,NA,NA
00296.HK,NA,NA,NA,NA,13/07/2022,NA,NA
00204.HK,NA,NA,NA,NA,NA,13/07/2022,NA
00113.HK,NA,NA,NA,NA,NA,13/07/2022,NA
01162.HK,NA,NA,NA,NA,NA,13/07/2022,NA
06829.HK,NA,NA,NA,NA,12/07/2022,NA,NA
00637.HK,NA,NA,NA,NA,12/07/2022,NA,NA
03938.HK,NA,NA,NA,NA,12/07/2022,NA,NA
08511.HK,NA,NA,NA,NA,NA,12/07/2022,NA
00927.HK,NA,NA,NA,NA,12/07/2022,NA,NA
03822.HK,NA,NA,NA,NA,NA,12/07/2022,NA
01389.HK,NA,NA,NA,NA,NA,11/07/2022,NA
03818.HK,NA,NA,NA,NA,11/07/2022,NA,NA
00912.HK,NA,NA,NA,NA,11/07/2022,NA,NA
00423.HK,NA,NA,NA,NA,08/07/2022,NA,NA
08536.HK,NA,NA,NA,NA,08/07/2022,NA,NA
01094.HK,NA,NA,NA,NA,08/07/2022,NA,NA
01455.HK,NA,NA,NA,NA,07/07/2022,NA,NA
01410.HK,NA,NA,NA,NA,07/07/2022,NA,NA
02683.HK,NA,NA,NA,NA,06/07/2022,NA,NA
02347.HK,NA,NA,NA,NA,06/07/2022,NA,NA
00241.HK,NA,NA,NA,NA,NA,05/07/2022,NA
00341.HK,NA,NA,NA,NA,05/07/2022,NA,NA
08150.HK,NA,NA,NA,NA,04/07/2022,NA,NA
08269.HK,NA,NA,NA,NA,NA,30/06/2022,NA
08030.HK,NA,NA,NA,NA,30/06/2022,NA,NA
00712.HK,NA,NA,NA,NA,30/06/2022,NA,NA
06918.HK,NA,NA,NA,NA,30/06/2022,NA,NA
08317.HK,NA,NA,NA,NA,30/06/2022,NA,NA
08603.HK,NA,NA,NA,NA,30/06/2022,NA,NA
08181.HK,NA,NA,NA,NA,30/06/2022,NA,NA
08619.HK,NA,NA,NA,NA,NA,30/06/2022,NA
08432.HK,NA,NA,NA,NA,30/06/2022,NA,NA
06889.HK,NA,NA,NA,NA,NA,30/06/2022,NA
08062.HK,NA,NA,NA,NA,NA,30/06/2022,NA
08423.HK,NA,NA,NA,NA,NA,30/06/2022,NA
08448.HK,NA,NA,NA,NA,NA,30/06/2022,NA
08455.HK,NA,NA,NA,NA,NA,30/06/2022,NA
08482.HK,NA,NA,NA,NA,30/06/2022,NA,NA
08125.HK,NA,NA,NA,NA,30/06/2022,NA,NA
08275.HK,NA,NA,NA,NA,NA,30/06/2022,NA
08053.HK,NA,NA,NA,NA,29/06/2022,NA,NA
08213.HK,NA,NA,NA,NA,29/06/2022,NA,NA
08609.HK,NA,NA,NA,NA,NA,29/06/2022,NA
08026.HK,NA,NA,NA,NA,29/06/2022,NA,NA
08315.HK,NA,NA,NA,NA,NA,29/06/2022,NA
08050.HK,NA,NA,NA,NA,NA,29/06/2022,NA
08413.HK,NA,NA,NA,NA,NA,29/06/2022,NA
08537.HK,NA,NA,NA,NA,29/06/2022,NA,NA
08069.HK,NA,NA,NA,NA,29/06/2022,NA,NA
08091.HK,NA,NA,NA,NA,29/06/2022,NA,NA
08631.HK,NA,NA,NA,NA,29/06/2022,NA,NA
08532.HK,NA,NA,NA,NA,NA,29/06/2022,NA
08132.HK,NA,NA,NA,NA,NA,29/06/2022,NA
01156.HK,NA,NA,NA,NA,29/06/2022,NA,NA
08160.HK,NA,NA,NA,NA,NA,29/06/2022,NA
08309.HK,NA,NA,NA,NA,NA,29/06/2022,NA
08545.HK,NA,NA,NA,NA,NA,29/06/2022,NA
08616.HK,NA,NA,NA,NA,29/06/2022,NA,NA
08057.HK,NA,NA,NA,NA,29/06/2022,NA,NA
08173.HK,NA,NA,NA,NA,28/06/2022,NA,NA
08401.HK,NA,NA,NA,NA,28/06/2022,NA,NA
00767.HK,NA,NA,NA,NA,28/06/2022,NA,NA
08473.HK,NA,NA,NA,NA,28/06/2022,NA,NA
08098.HK,NA,NA,NA,NA,NA,28/06/2022,NA
06663.HK,NA,NA,NA,NA,NA,28/06/2022,NA
08080.HK,NA,NA,NA,NA,28/06/2022,NA,NA
08241.HK,NA,NA,NA,NA,NA,28/06/2022,NA
01243.HK,NA,NA,NA,NA,NA,27/06/2022,NA
01616.HK,NA,NA,NA,NA,27/06/2022,NA,NA
08092.HK,NA,NA,NA,NA,27/06/2022,NA,NA
08635.HK,NA,NA,NA,NA,NA,27/06/2022,NA
08121.HK,NA,NA,NA,NA,NA,27/06/2022,NA
08136.HK,NA,NA,NA,NA,27/06/2022,NA,NA
08392.HK,NA,NA,NA,NA,27/06/2022,NA,NA
08307.HK,NA,NA,NA,NA,27/06/2022,NA,NA
08079.HK,NA,NA,NA,NA,26/06/2022,NA,NA
08206.HK,NA,NA,NA,NA,24/06/2022,NA,NA
08476.HK,NA,NA,NA,NA,NA,24/06/2022,NA
01780.HK,NA,NA,NA,NA,NA,24/06/2022,NA
08372.HK,NA,NA,NA,NA,NA,24/06/2022,NA
08217.HK,NA,NA,NA,NA,NA,23/06/2022,NA
08439.HK,NA,NA,NA,NA,23/06/2022,NA,NA
01416.HK,NA,NA,NA,NA,NA,23/06/2022,NA
08036.HK,NA,NA,NA,NA,23/06/2022,NA,NA
02680.HK,NA,NA,NA,NA,22/06/2022,NA,NA
02699.HK,NA,NA,NA,NA,20/06/2022,NA,NA
08210.HK,NA,NA,NA,NA,NA,20/06/2022,NA
00823.HK,NA,NA,NA,NA,16/06/2022,NA,NA
00738.HK,NA,NA,NA,NA,NA,16/06/2022,NA
01929.HK,NA,NA,NA,NA,NA,16/06/2022,NA
00396.HK,NA,NA,NA,NA,15/06/2022,NA,NA
02323.HK,NA,NA,NA,NA,10/06/2022,NA,NA
00542.HK,NA,NA,NA,NA,10/06/2022,NA,NA
01376.HK,NA,NA,NA,09/06/2022,NA,NA,NA
00303.HK,NA,NA,NA,NA,NA,08/06/2022,NA
01999.HK,NA,NA,NA,NA,NA,08/06/2022,NA
08535.HK,NA,NA,NA,NA,06/06/2022,NA,NA
01676.HK,NA,NA,NA,NA,02/06/2022,NA,NA
08623.HK,NA,NA,NA,NA,01/06/2022,NA,NA
01801.HK,NA,NA,NA,NA,01/06/2022,NA,NA
00757.HK,NA,NA,NA,NA,01/06/2022,NA,NA
09608.HK,NA,NA,NA,NA,01/06/2022,NA,NA
01210.HK,NA,NA,NA,NA,01/06/2022,NA,NA
00142.HK,NA,NA,NA,NA,01/06/2022,NA,NA
00167.HK,NA,NA,NA,NA,01/06/2022,NA,NA
01753.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00330.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01381.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00608.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08391.HK,NA,NA,NA,NA,31/05/2022,NA,NA
03666.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06855.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08305.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02728.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01282.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01600.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00257.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08328.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01461.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08159.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08128.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00039.HK,NA,NA,NA,NA,31/05/2022,NA,NA
03331.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01918.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00486.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01927.HK,NA,NA,NA,NA,31/05/2022,NA,NA
09928.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02236.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08203.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06900.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01238.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01257.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08232.HK,NA,NA,NA,NA,31/05/2022,NA,NA
09966.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01152.HK,NA,NA,NA,NA,31/05/2022,NA,NA
03303.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02738.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00381.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01551.HK,NA,NA,NA,NA,31/05/2022,NA,NA
04618.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02616.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01099.HK,NA,NA,NA,NA,31/05/2022,NA,NA
09923.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00707.HK,NA,NA,NA,NA,31/05/2022,NA,NA
03738.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08187.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08646.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01066.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06036.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01857.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08035.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08510.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00228.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00412.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01925.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00868.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08045.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06655.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02096.HK,NA,NA,NA,NA,31/05/2022,NA,NA
03800.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01503.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01268.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00913.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01538.HK,NA,NA,NA,NA,NA,NA,NA
00815.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01815.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01620.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01225.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01302.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00853.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08211.HK,NA,NA,NA,NA,NA,NA,NA
02128.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00385.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00627.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00254.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01940.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01328.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00371.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01516.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01940.HK,NA,NA,NA,31/05/2022,NA,NA,NA
06083.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01968.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00807.HK,NA,NA,NA,NA,31/05/2022,NA,NA
03600.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00951.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01556.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00079.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00573.HK,NA,NA,NA,NA,31/05/2022,NA,NA
03868.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02060.HK,NA,NA,NA,NA,31/05/2022,NA,NA
09995.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01262.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08191.HK,NA,NA,NA,NA,31/05/2022,NA,NA
09982.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01991.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02007.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01198.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00691.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06608.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00968.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02307.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02423.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01292.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00976.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00355.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00617.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00078.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06899.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00377.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06896.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02623.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00120.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01949.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00925.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00205.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06939.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06611.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00872.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01615.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08659.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01837.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02179.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02150.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02048.HK,NA,NA,NA,NA,31/05/2022,NA,NA
09916.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01216.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01400.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06138.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01575.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00681.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02186.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00154.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06199.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06690.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08270.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00679.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01181.HK,NA,NA,NA,NA,31/05/2022,NA,NA
09993.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00969.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06069.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01115.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01802.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06888.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01529.HK,NA,NA,NA,NA,31/05/2022,NA,NA
03603.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01153.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01490.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01168.HK,NA,NA,NA,NA,31/05/2022,NA,NA
04836.HK,NA,NA,NA,NA,31/05/2022,NA,NA
07836.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08491.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06998.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02215.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08172.HK,NA,NA,NA,NA,31/05/2022,NA,NA
09889.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00702.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02282.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01788.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01201.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00096.HK,NA,NA,NA,NA,31/05/2022,NA,NA
03933.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02348.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00817.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00871.HK,NA,NA,NA,NA,31/05/2022,NA,NA
03990.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00069.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01813.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01881.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01209.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06677.HK,NA,NA,NA,NA,31/05/2022,NA,NA
09626.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08238.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02329.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01189.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01298.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06989.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00981.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01340.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02380.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02608.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00845.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08049.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01093.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01697.HK,NA,NA,NA,NA,31/05/2022,NA,NA
08489.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01858.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00373.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00521.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00251.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01851.HK,NA,NA,NA,NA,31/05/2022,NA,NA
03398.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00392.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00873.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01146.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01712.HK,NA,NA,NA,NA,31/05/2022,NA,NA
09668.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02363.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06966.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02722.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01177.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01521.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01128.HK,NA,NA,NA,NA,31/05/2022,NA,NA
05279.HK,NA,NA,NA,NA,31/05/2022,NA,NA
05280.HK,NA,NA,NA,NA,31/05/2022,NA,NA
40102.HK,NA,NA,NA,NA,31/05/2022,NA,NA
40259.HK,NA,NA,NA,NA,31/05/2022,NA,NA
40357.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02772.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01981.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06088.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02607.HK,NA,NA,NA,NA,31/05/2022,NA,NA
03686.HK,NA,NA,NA,NA,31/05/2022,NA,NA
09909.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01231.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02789.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00966.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01159.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00138.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02159.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00589.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00261.HK,NA,NA,NA,NA,31/05/2022,NA,NA
03363.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00643.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01205.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06190.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00626.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01530.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00467.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00522.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00609.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01239.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00419.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02358.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00272.HK,NA,NA,NA,NA,31/05/2022,NA,NA
06816.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00230.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01708.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02205.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01117.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00604.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00425.HK,NA,NA,NA,NA,31/05/2022,NA,NA
03337.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02265.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02117.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00884.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00001.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01821.HK,NA,NA,NA,NA,31/05/2022,NA,NA
00547.HK,NA,NA,NA,NA,31/05/2022,NA,NA
01995.HK,NA,NA,NA,NA,31/05/2022,NA,NA
02599.HK,NA,NA,NA,NA,30/05/2022,NA,NA
02352.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01110.HK,NA,NA,NA,NA,30/05/2022,NA,NA
08188.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00123.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01122.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01240.HK,NA,NA,NA,NA,30/05/2022,NA,NA
08281.HK,NA,NA,NA,NA,30/05/2022,NA,NA
08607.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01782.HK,NA,NA,NA,NA,30/05/2022,NA,NA
02009.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01987.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00950.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01941.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01052.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01463.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01961.HK,NA,NA,NA,NA,30/05/2022,NA,NA
02078.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01528.HK,NA,NA,NA,NA,30/05/2022,NA,NA
09956.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00152.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00694.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01518.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01760.HK,NA,NA,NA,NA,30/05/2022,NA,NA
02727.HK,NA,NA,NA,NA,30/05/2022,NA,NA
02382.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00348.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00090.HK,NA,NA,NA,NA,30/05/2022,NA,NA
09968.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00596.HK,NA,NA,NA,NA,30/05/2022,NA,NA
03798.HK,NA,NA,NA,NA,30/05/2022,NA,NA
08076.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01761.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01165.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00270.HK,NA,NA,NA,NA,30/05/2022,NA,NA
03348.HK,NA,NA,NA,NA,30/05/2022,NA,NA
03323.HK,NA,NA,NA,NA,30/05/2022,NA,NA
03633.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00312.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00013.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01580.HK,NA,NA,NA,NA,30/05/2022,NA,NA
08063.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01617.HK,NA,NA,NA,NA,30/05/2022,NA,NA
06626.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01011.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00095.HK,NA,NA,NA,NA,30/05/2022,NA,NA
09936.HK,NA,NA,NA,NA,30/05/2022,NA,NA
08139.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00837.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00602.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01993.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01812.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01476.HK,NA,NA,NA,NA,30/05/2022,NA,NA
01028.HK,NA,NA,NA,NA,NA,NA,NA
00698.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00631.HK,NA,NA,NA,NA,30/05/2022,NA,NA
08113.HK,NA,NA,NA,NA,30/05/2022,NA,NA
00034.HK,NA,NA,NA,NA,30/05/2022,NA,NA
06038.HK,NA,NA,NA,NA,30/05/2022,NA,NA
