stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
0375.HK,NA,NA,NA,28/10/2021,NA,NA,NA
8021.HK,NA,NA,NA,28/10/2021,NA,NA,NA
0519.HK,NA,NA,NA,NA,28/10/2021,NA,NA
1667.HK,NA,NA,NA,28/10/2021,NA,NA,NA
1340.HK,NA,NA,NA,28/10/2021,NA,NA,NA
0022.HK,NA,NA,NA,NA,28/10/2021,NA,NA
1046.HK,NA,NA,NA,NA,28/10/2021,NA,NA
1419.HK,NA,NA,NA,NA,28/10/2021,NA,NA
1975.HK,NA,NA,NA,28/10/2021,NA,NA,NA
0495.HK,NA,NA,NA,NA,28/10/2021,NA,NA
0997.HK,NA,NA,NA,NA,28/10/2021,NA,NA
0559.HK,NA,NA,NA,NA,28/10/2021,NA,NA
0841.HK,NA,NA,NA,NA,28/10/2021,NA,NA
1315.HK,NA,NA,NA,NA,27/10/2021,NA,NA
0164.HK,NA,NA,NA,NA,27/10/2021,NA,NA
1443.HK,NA,NA,NA,NA,27/10/2021,NA,NA
0306.HK,NA,NA,NA,27/10/2021,NA,NA,NA
0029.HK,NA,NA,NA,27/10/2021,NA,NA,NA
1082.HK,NA,NA,NA,NA,27/10/2021,NA,NA
1843.HK,NA,NA,NA,NA,27/10/2021,NA,NA
1104.HK,NA,NA,NA,NA,27/10/2021,NA,NA
3893.HK,NA,NA,NA,NA,27/10/2021,NA,NA
1195.HK,NA,NA,NA,NA,27/10/2021,NA,NA
1326.HK,NA,NA,NA,27/10/2021,NA,NA,NA
3626.HK,NA,NA,NA,NA,27/10/2021,NA,NA
1472.HK,NA,NA,NA,NA,26/10/2021,NA,NA
8283.HK,NA,NA,NA,26/10/2021,NA,NA,NA
1627.HK,NA,NA,NA,NA,26/10/2021,NA,NA
0130.HK,NA,NA,NA,NA,26/10/2021,NA,NA
1173.HK,NA,NA,NA,NA,26/10/2021,NA,NA
0332.HK,NA,NA,NA,26/10/2021,NA,NA,NA
1955.HK,NA,NA,NA,26/10/2021,NA,NA,NA
