stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
1195.HK,NA,NA,NA,28/10/2020,NA,NA,NA
0183.HK,NA,NA,NA,28/10/2020,NA,NA,NA
0979.HK,NA,NA,28/10/2020,NA,NA,NA,NA
0213.HK,NA,NA,NA,27/10/2020,NA,NA,NA
0519.HK,NA,NA,NA,27/10/2020,NA,NA,NA
1082.HK,NA,NA,NA,27/10/2020,NA,NA,NA
1843.HK,NA,NA,NA,27/10/2020,NA,NA,NA
0017.HK,NA,NA,NA,27/10/2020,NA,NA,NA
0040.HK,NA,NA,27/10/2020,NA,NA,NA,NA
1326.HK,NA,NA,27/10/2020,NA,NA,NA,NA
0973.HK,NA,NA,NA,23/10/2020,NA,NA,NA
1723.HK,NA,NA,NA,23/10/2020,NA,NA,NA
0474.HK,NA,NA,23/10/2020,NA,NA,NA,NA
1341.HK,NA,NA,23/10/2020,NA,NA,NA,NA
0252.HK,NA,NA,23/10/2020,NA,NA,NA,NA
0455.HK,NA,NA,NA,NA,NA,NA,NA
0855.HK,NA,NA,NA,23/10/2020,NA,NA,NA
0558.HK,NA,NA,23/10/2020,NA,NA,NA,NA
1559.HK,NA,NA,NA,23/10/2020,NA,NA,NA
2368.HK,NA,NA,NA,23/10/2020,NA,NA,NA
1443.HK,NA,NA,NA,23/10/2020,NA,NA,NA
0565.HK,NA,NA,NA,23/10/2020,NA,NA,NA
1009.HK,NA,NA,23/10/2020,NA,NA,NA,NA
0035.HK,NA,NA,NA,22/10/2020,NA,NA,NA
0216.HK,NA,NA,22/10/2020,NA,NA,NA,NA
