stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
1104.HK,NA,NA,NA,NA,NA,NA,25/10/2023
0979.HK,NA,NA,NA,NA,NA,25/10/2023,NA
0591.HK,NA,NA,NA,NA,NA,NA,25/10/2023
2293.HK,NA,NA,NA,NA,NA,NA,24/10/2023
0017.HK,NA,NA,NA,NA,NA,NA,24/10/2023
0825.HK,NA,NA,NA,NA,NA,NA,20/10/2023
1082.HK,NA,NA,NA,NA,NA,NA,20/10/2023
0053.HK,NA,NA,NA,NA,NA,NA,19/10/2023
0682.HK,NA,NA,NA,NA,NA,19/10/2023,NA
1023.HK,NA,NA,NA,NA,NA,NA,19/10/2023
2211.HK,NA,NA,NA,NA,NA,19/10/2023,NA
9896.HK,NA,NA,NA,NA,NA,NA,19/10/2023
0491.HK,NA,NA,NA,NA,NA,19/10/2023,NA
0862.HK,NA,NA,NA,NA,NA,NA,19/10/2023
